class,Original_model_52,Original_model_49,Original_model_42,fog_model_52,fog_model_49,fog_model_42,night_model_52,night_model_49,night_model_42,rain_model_52,rain_model_49,rain_model_42,snow_model_52,snow_model_49,snow_model_42,day_model_52,day_model_49,day_model_42,images
47,96.3,85.19,88.89,11.11,3.7,33.33,74.07,66.67,74.07,85.19,77.78,88.89,59.26,62.96,59.26,96.3,81.48,88.89,27
48,93.52,95.99,93.52,79.94,66.05,69.44,90.12,95.99,90.74,91.98,95.06,90.74,78.7,86.73,73.77,93.52,95.99,93.21,324
49,85.71,92.86,82.14,66.07,44.64,58.93,80.36,91.07,82.14,80.36,87.5,76.79,75.0,76.79,73.21,85.71,92.86,82.14,56
50,89.13,92.03,92.03,66.91,44.93,52.66,84.06,86.23,91.3,81.88,81.64,84.54,65.22,66.18,67.39,89.13,91.79,91.79,414
51,84.77,86.83,93.0,13.99,2.06,13.17,68.31,83.54,78.6,56.79,69.14,78.19,30.86,51.03,51.44,83.54,84.77,92.59,243
52,91.74,94.83,94.42,50.83,29.13,34.5,84.92,84.92,85.74,74.17,80.17,75.62,49.59,64.26,53.1,92.56,95.25,93.8,484
53,84.87,90.76,89.08,31.51,14.29,30.67,74.79,85.29,81.51,73.53,75.63,77.31,45.8,60.08,52.52,86.13,90.34,89.08,238
54,43.75,56.25,68.75,12.5,0.0,25.0,12.5,6.25,6.25,43.75,37.5,43.75,50.0,25.0,31.25,56.25,50.0,56.25,16
55,87.45,84.85,93.07,19.48,6.06,20.78,69.26,77.92,80.09,65.37,60.61,77.49,33.33,49.78,42.42,88.31,83.98,93.94,231
56,66.67,70.83,70.83,12.5,8.33,16.67,8.33,25.0,4.17,54.17,37.5,33.33,25.0,29.17,16.67,79.17,66.67,70.83,24
57,65.82,81.12,81.63,6.63,1.02,9.69,39.29,52.55,73.98,35.2,49.49,53.06,14.8,37.24,21.43,64.8,82.14,79.08,196
58,91.67,83.33,91.67,8.33,0.0,0.0,91.67,75.0,83.33,83.33,75.0,83.33,50.0,50.0,75.0,91.67,91.67,91.67,12
59,96.3,100.0,100.0,51.85,51.85,37.04,96.3,100.0,100.0,96.3,100.0,81.48,44.44,85.19,55.56,96.3,100.0,100.0,27
60,63.49,88.89,95.24,4.76,1.59,33.33,66.67,80.95,90.48,55.56,65.08,79.37,31.75,49.21,39.68,66.67,88.89,95.24,63
61,87.5,89.29,83.93,28.57,23.21,67.86,87.5,83.93,89.29,80.36,89.29,82.14,44.64,73.21,57.14,89.29,89.29,85.71,56
62,75.76,90.91,90.91,24.24,0.0,27.27,81.82,93.94,93.94,63.64,84.85,72.73,42.42,48.48,45.45,78.79,87.88,87.88,33
63,94.22,87.56,93.78,39.11,1.33,17.33,56.89,24.0,37.33,81.78,68.89,73.78,62.22,68.44,46.67,94.22,88.0,93.78,225
64,36.36,45.45,45.45,0.0,0.0,0.0,0.0,9.09,0.0,27.27,36.36,18.18,18.18,27.27,9.09,36.36,45.45,45.45,11
65,0.0,77.78,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,55.56,0.0,0.0,55.56,0.0,0.0,77.78,0.0,9
66,76.92,76.92,71.54,28.46,1.54,2.31,24.62,13.08,23.85,50.77,50.0,48.46,29.23,48.46,26.15,77.69,75.38,70.0,130
67,97.78,99.44,96.11,29.44,28.33,27.78,85.0,73.33,80.56,75.0,87.78,77.22,60.56,69.44,55.56,97.78,99.44,96.11,180
68,72.22,94.44,83.33,16.67,25.0,19.44,50.0,80.56,77.78,58.33,88.89,80.56,44.44,69.44,55.56,72.22,94.44,83.33,36
69,72.73,63.64,72.73,27.27,18.18,36.36,45.45,63.64,72.73,54.55,63.64,72.73,45.45,45.45,72.73,72.73,63.64,72.73,11
70,93.1,100.0,98.28,65.52,60.34,53.45,39.66,93.1,93.1,87.93,100.0,98.28,62.07,94.83,82.76,93.1,100.0,98.28,58
71,87.5,87.5,91.67,0.0,0.0,0.0,16.67,70.83,16.67,45.83,87.5,91.67,37.5,41.67,58.33,87.5,87.5,91.67,24
72,93.02,94.19,94.19,17.44,15.12,25.58,8.14,68.6,48.84,86.05,94.19,89.53,67.44,87.21,72.09,93.02,94.19,94.19,86
73,91.84,93.88,97.96,36.73,38.78,44.9,20.41,85.71,67.35,83.67,93.88,97.96,75.51,89.8,81.63,91.84,93.88,97.96,49
74,95.63,96.6,98.06,55.34,52.91,63.11,71.84,79.13,87.38,90.29,93.69,93.69,71.84,81.55,76.7,95.63,97.09,98.06,206
75,94.12,90.2,94.12,35.29,60.78,47.06,37.25,84.31,29.41,76.47,78.43,78.43,72.55,76.47,74.51,94.12,90.2,94.12,51
76,94.44,88.89,88.89,44.44,33.33,27.78,11.11,16.67,22.22,88.89,72.22,88.89,50.0,55.56,77.78,94.44,88.89,88.89,18
77,78.99,82.61,84.06,15.22,13.77,24.64,31.88,57.97,24.64,63.04,73.19,77.54,45.65,69.57,52.9,79.71,81.88,84.06,138
78,94.42,91.88,90.86,15.23,10.66,15.23,42.13,71.07,65.48,75.63,86.8,78.17,41.62,76.14,48.22,94.42,92.89,90.86,197
79,89.32,91.26,89.32,54.37,21.36,38.83,66.02,65.05,67.96,84.47,89.32,86.41,62.14,80.58,74.76,89.32,91.26,89.32,103
80,100.0,100.0,100.0,0.0,0.0,0.0,0.0,66.67,0.0,100.0,100.0,100.0,66.67,66.67,100.0,100.0,100.0,100.0,3
81,77.78,83.33,86.11,0.0,2.78,33.33,0.0,77.78,69.44,52.78,86.11,80.56,16.67,69.44,58.33,77.78,83.33,86.11,36
82,85.71,85.71,100.0,0.0,0.0,0.0,14.29,14.29,0.0,71.43,42.86,85.71,28.57,14.29,57.14,100.0,85.71,100.0,7
83,91.03,98.72,98.72,33.33,44.87,53.85,70.51,96.15,80.77,80.77,94.87,89.74,56.41,85.9,62.82,91.03,98.72,98.72,78
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,11.11,22.22,11.11,0.0,0.0,0.0,0.0,11.11,0.0,0.0,22.22,33.33,0.0,0.0,0.0,11.11,11.11,11.11,9
86,74.16,87.08,89.33,6.74,25.84,17.98,5.62,33.15,16.29,67.98,76.97,88.2,56.74,72.47,56.18,74.16,87.64,91.01,178
87,67.09,65.19,46.2,18.99,11.39,16.46,12.66,20.89,10.13,58.23,56.33,46.2,48.73,74.68,32.91,69.62,66.46,48.1,158
88,71.43,46.43,46.43,35.71,3.57,25.0,57.14,50.0,21.43,53.57,53.57,46.43,32.14,35.71,39.29,71.43,46.43,46.43,28
89,37.5,25.0,12.5,12.5,25.0,12.5,12.5,0.0,25.0,25.0,12.5,25.0,0.0,12.5,0.0,37.5,25.0,12.5,8
90,97.09,97.73,96.76,75.73,73.14,65.37,84.14,91.26,91.91,95.31,97.09,95.63,86.57,88.83,84.3,96.93,97.9,97.09,618
91,79.66,86.44,79.66,35.59,10.17,38.98,49.15,42.37,69.49,77.97,69.49,74.58,44.07,67.8,64.41,81.36,86.44,79.66,59
92,33.33,41.67,41.67,8.33,16.67,8.33,0.0,16.67,16.67,8.33,33.33,25.0,8.33,33.33,16.67,33.33,41.67,33.33,12
93,67.24,39.66,55.17,13.79,0.0,8.62,25.86,8.62,17.24,43.1,27.59,46.55,20.69,31.03,29.31,67.24,39.66,55.17,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,57.14,14.29,57.14,28.57,0.0,71.43,57.14,14.29,57.14,57.14,14.29,71.43,57.14,14.29,57.14,57.14,14.29,57.14,7
97,76.19,92.06,85.71,39.68,49.21,52.38,77.78,88.89,84.13,71.43,93.65,85.71,33.33,80.95,65.08,76.19,95.24,88.89,63
98,33.33,100.0,100.0,0.0,0.0,0.0,0.0,33.33,0.0,33.33,66.67,66.67,0.0,66.67,0.0,33.33,100.0,100.0,3
99,78.95,89.47,84.21,21.05,15.79,36.84,36.84,73.68,57.89,73.68,84.21,84.21,42.11,78.95,84.21,78.95,89.47,84.21,19
100,66.67,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,33.33,33.33,0.0,16.67,66.67,0.0,33.33,6
101,80.0,80.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,60.0,80.0,100.0,80.0,80.0,80.0,80.0,80.0,100.0,5
102,88.0,96.0,84.0,24.0,8.0,24.0,60.0,96.0,28.0,48.0,96.0,72.0,36.0,76.0,60.0,88.0,96.0,88.0,25
