class,Original_model_52,Original_model_49,Original_model_42,fog_model_52,fog_model_49,fog_model_42,night_model_52,night_model_49,night_model_42,rain_model_52,rain_model_49,rain_model_42,snow_model_52,snow_model_49,snow_model_42,day_model_52,day_model_49,day_model_42,images
36,98.7,100.0,96.75,68.83,63.64,72.08,96.75,83.12,73.38,100.0,98.7,94.16,93.51,92.21,81.17,98.7,100.0,97.4,154
37,94.24,94.24,96.4,35.25,44.6,47.48,92.81,92.09,82.73,92.09,92.09,94.24,75.54,77.7,52.52,92.81,92.81,96.4,139
38,100.0,88.89,22.22,11.11,0.0,33.33,100.0,77.78,0.0,100.0,88.89,33.33,88.89,100.0,22.22,100.0,88.89,22.22,9
39,84.85,84.85,78.79,24.24,21.21,42.42,87.88,81.82,69.7,84.85,75.76,75.76,69.7,72.73,66.67,84.85,84.85,78.79,33
40,91.49,93.62,93.62,31.91,48.94,53.19,91.49,91.49,85.11,89.36,93.62,93.62,80.85,74.47,82.98,89.36,91.49,93.62,47
41,93.81,92.78,91.75,47.42,49.48,57.73,92.78,93.81,92.78,86.6,88.66,84.54,73.2,76.29,74.23,93.81,92.78,91.75,97
42,96.15,94.87,91.03,52.56,50.0,62.82,96.15,87.18,85.9,96.15,96.15,93.59,79.49,82.05,79.49,96.15,94.87,91.03,78
43,88.89,92.59,90.74,59.26,51.85,53.7,88.89,92.59,74.07,88.89,87.04,85.19,77.78,75.93,79.63,88.89,88.89,90.74,54
44,71.43,85.71,42.86,28.57,0.0,14.29,71.43,71.43,57.14,71.43,85.71,57.14,57.14,71.43,28.57,71.43,85.71,42.86,7
45,98.49,99.62,93.96,64.91,41.13,50.19,98.49,99.25,67.92,93.21,93.21,82.64,78.11,86.04,58.87,98.49,99.62,93.58,265
46,90.59,92.16,93.73,21.96,11.37,9.8,89.41,85.49,50.2,69.8,73.33,54.12,37.65,49.41,25.49,90.2,91.37,93.33,255
47,100.0,88.89,66.67,11.11,11.11,14.81,96.3,74.07,25.93,92.59,81.48,55.56,59.26,62.96,51.85,100.0,88.89,66.67,27
48,93.83,94.75,95.37,74.07,59.26,66.67,95.37,92.59,89.2,93.21,91.05,95.06,76.23,82.41,82.1,94.14,93.52,94.75,324
49,92.86,92.86,89.29,35.71,46.43,41.07,89.29,91.07,78.57,89.29,92.86,85.71,67.86,80.36,75.0,92.86,92.86,89.29,56
50,90.1,92.27,92.27,45.89,54.83,54.11,87.44,87.92,84.78,82.37,83.57,80.92,59.9,66.91,57.97,89.37,91.79,92.27,414
51,86.83,77.37,78.19,16.87,16.87,9.05,83.95,73.66,57.2,65.84,60.49,56.79,41.56,41.15,33.33,86.01,76.13,75.31,243
52,94.42,90.5,98.35,39.05,25.21,48.55,93.18,86.16,95.04,73.14,72.31,86.16,52.48,54.55,61.16,93.18,90.29,98.55,484
53,88.24,89.92,89.5,19.75,24.37,22.69,86.97,81.93,69.33,76.89,78.99,70.17,49.58,53.36,48.74,88.66,89.92,89.92,238
54,50.0,62.5,50.0,0.0,25.0,6.25,56.25,62.5,6.25,43.75,50.0,37.5,25.0,37.5,25.0,50.0,56.25,50.0,16
55,90.04,89.61,88.74,15.58,12.55,26.84,90.04,82.68,75.76,74.89,71.43,71.43,41.99,48.05,30.74,89.18,88.74,88.74,231
56,70.83,70.83,54.17,4.17,4.17,8.33,62.5,20.83,0.0,50.0,50.0,29.17,16.67,16.67,16.67,70.83,75.0,58.33,24
57,74.49,74.49,72.45,16.84,10.2,8.67,75.51,69.39,37.76,61.22,60.2,37.76,33.67,34.69,15.82,74.49,73.98,73.47,196
58,83.33,66.67,100.0,8.33,0.0,16.67,83.33,83.33,58.33,75.0,75.0,41.67,50.0,25.0,41.67,83.33,66.67,91.67,12
59,96.3,100.0,100.0,14.81,14.81,59.26,96.3,100.0,100.0,88.89,92.59,96.3,59.26,77.78,62.96,96.3,100.0,100.0,27
60,84.13,95.24,92.06,11.11,7.94,6.35,76.19,85.71,82.54,60.32,65.08,66.67,33.33,36.51,39.68,84.13,93.65,90.48,63
61,89.29,87.5,87.5,30.36,21.43,62.5,83.93,85.71,91.07,82.14,91.07,83.93,62.5,73.21,58.93,91.07,87.5,87.5,56
62,93.94,96.97,96.97,21.21,12.12,30.3,90.91,93.94,96.97,66.67,84.85,69.7,48.48,42.42,48.48,90.91,93.94,96.97,33
63,85.78,92.44,88.44,6.22,7.11,10.22,27.11,29.78,28.89,68.89,73.78,72.89,48.44,57.33,56.0,85.78,92.44,88.44,225
64,90.91,63.64,27.27,0.0,0.0,0.0,0.0,18.18,0.0,45.45,45.45,27.27,54.55,45.45,18.18,90.91,63.64,27.27,11
65,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,22.22,0.0,9
66,78.46,80.0,75.38,4.62,3.08,3.08,23.08,20.0,20.0,58.46,50.77,62.31,42.31,43.85,40.0,77.69,80.0,76.15,130
67,96.67,94.44,98.33,37.78,20.56,22.78,85.56,74.44,57.78,83.33,77.78,76.11,64.44,60.56,60.0,96.67,95.0,98.33,180
68,94.44,88.89,75.0,27.78,30.56,30.56,94.44,83.33,75.0,91.67,86.11,63.89,77.78,75.0,50.0,91.67,88.89,75.0,36
69,72.73,72.73,72.73,45.45,27.27,45.45,72.73,72.73,54.55,72.73,72.73,54.55,72.73,72.73,36.36,72.73,72.73,72.73,11
70,96.55,98.28,96.55,62.07,48.28,32.76,96.55,89.66,53.45,96.55,98.28,84.48,87.93,74.14,62.07,96.55,98.28,96.55,58
71,91.67,87.5,75.0,16.67,0.0,0.0,58.33,25.0,0.0,87.5,54.17,29.17,62.5,33.33,33.33,91.67,87.5,75.0,24
72,95.35,91.86,93.02,36.05,10.47,1.16,86.05,50.0,24.42,94.19,87.21,79.07,82.56,66.28,62.79,95.35,91.86,93.02,86
73,97.96,97.96,97.96,51.02,55.1,46.94,73.47,89.8,71.43,97.96,97.96,97.96,95.92,81.63,87.76,97.96,97.96,97.96,49
74,97.09,97.57,96.12,52.43,65.53,49.51,83.01,91.26,82.52,96.12,95.15,89.32,82.04,86.41,68.93,97.57,97.57,96.12,206
75,96.08,88.24,90.2,64.71,49.02,54.9,76.47,62.75,54.9,78.43,74.51,70.59,80.39,68.63,68.63,96.08,86.27,90.2,51
76,88.89,88.89,100.0,16.67,38.89,33.33,77.78,83.33,22.22,77.78,83.33,77.78,50.0,66.67,50.0,88.89,88.89,100.0,18
77,83.33,78.26,76.09,26.09,18.84,13.77,63.04,28.99,47.1,77.54,68.12,56.52,73.19,47.1,50.72,81.88,78.26,75.36,138
78,94.92,93.4,92.89,23.35,27.92,21.83,87.31,72.08,77.66,88.83,85.79,81.22,73.1,62.94,49.24,94.92,93.4,93.4,197
79,95.15,93.2,94.17,39.81,48.54,43.69,78.64,82.52,80.58,95.15,94.17,93.2,86.41,77.67,79.61,95.15,93.2,94.17,103
80,100.0,100.0,100.0,0.0,33.33,0.0,0.0,100.0,0.0,100.0,100.0,66.67,100.0,100.0,33.33,100.0,100.0,100.0,3
81,83.33,94.44,75.0,2.78,16.67,5.56,50.0,55.56,16.67,80.56,80.56,58.33,69.44,66.67,25.0,83.33,94.44,77.78,36
82,85.71,85.71,85.71,0.0,0.0,0.0,0.0,28.57,0.0,42.86,42.86,57.14,28.57,28.57,14.29,85.71,85.71,85.71,7
83,100.0,97.44,96.15,52.56,46.15,35.9,94.87,92.31,80.77,94.87,94.87,84.62,87.18,80.77,62.82,100.0,97.44,96.15,78
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,4
85,44.44,11.11,0.0,0.0,11.11,0.0,44.44,11.11,0.0,33.33,22.22,0.0,11.11,11.11,0.0,44.44,22.22,0.0,9
86,89.89,91.57,80.9,50.0,23.03,21.35,85.39,50.0,17.42,87.08,81.46,76.97,52.81,65.73,46.07,90.45,92.13,80.9,178
87,74.68,87.34,56.96,14.56,13.92,24.68,60.13,37.34,16.46,67.09,74.05,44.3,43.04,73.42,23.42,75.95,87.97,56.96,158
88,57.14,67.86,60.71,7.14,10.71,14.29,46.43,50.0,25.0,42.86,67.86,57.14,39.29,53.57,39.29,60.71,67.86,60.71,28
89,25.0,62.5,87.5,12.5,25.0,50.0,0.0,50.0,75.0,25.0,50.0,75.0,12.5,25.0,37.5,25.0,62.5,87.5,8
90,97.41,95.95,97.73,52.1,66.5,56.96,87.54,88.67,90.29,96.76,94.34,95.47,90.13,86.89,82.69,97.41,95.79,97.41,618
91,88.14,79.66,81.36,22.03,22.03,27.12,83.05,67.8,44.07,81.36,64.41,72.88,79.66,55.93,76.27,88.14,79.66,81.36,59
92,0.0,0.0,41.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,8.33,0.0,16.67,0.0,0.0,41.67,12
93,77.59,20.69,77.59,25.86,0.0,1.72,15.52,1.72,27.59,67.24,6.9,51.72,53.45,8.62,50.0,77.59,20.69,77.59,58
94,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,33.33,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,0.0,57.14,85.71,0.0,57.14,57.14,0.0,57.14,85.71,0.0,57.14,85.71,0.0,57.14,71.43,0.0,57.14,85.71,7
97,84.13,92.06,90.48,25.4,73.02,47.62,84.13,93.65,95.24,80.95,92.06,92.06,65.08,71.43,60.32,85.71,93.65,90.48,63
98,100.0,66.67,66.67,0.0,0.0,0.0,0.0,0.0,0.0,66.67,66.67,0.0,33.33,0.0,33.33,100.0,66.67,66.67,3
99,100.0,94.74,84.21,15.79,15.79,0.0,78.95,36.84,0.0,100.0,89.47,68.42,68.42,73.68,52.63,100.0,94.74,84.21,19
100,16.67,0.0,0.0,16.67,0.0,16.67,50.0,16.67,0.0,16.67,0.0,16.67,33.33,16.67,0.0,16.67,0.0,0.0,6
101,100.0,80.0,60.0,100.0,60.0,20.0,100.0,20.0,0.0,100.0,80.0,60.0,100.0,60.0,40.0,100.0,80.0,60.0,5
102,92.0,84.0,88.0,28.0,24.0,12.0,92.0,84.0,44.0,92.0,84.0,76.0,76.0,52.0,36.0,88.0,84.0,88.0,25
