class,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42,images
34,100.0,85.71,57.14,71.43,76.19,71.43,21
35,97.14,48.57,62.86,48.57,60.0,31.43,35
36,97.4,86.36,80.52,92.21,92.86,68.83,154
37,95.68,71.22,46.76,57.55,69.06,32.37,139
38,77.78,44.44,66.67,55.56,55.56,22.22,9
39,84.85,66.67,42.42,60.61,78.79,39.39,33
40,87.23,65.96,53.19,70.21,70.21,38.3,47
41,93.81,82.47,80.41,81.44,86.6,68.04,97
42,93.59,75.64,61.54,75.64,78.21,55.13,78
43,94.44,64.81,53.7,62.96,66.67,40.74,54
44,71.43,57.14,71.43,42.86,71.43,57.14,7
45,99.25,86.79,81.89,87.17,87.92,63.77,265
46,97.65,90.59,80.39,87.06,78.43,51.76,255
47,70.37,62.96,25.93,40.74,33.33,37.04,27
48,94.14,78.7,61.11,76.54,79.01,41.36,324
49,94.64,71.43,46.43,64.29,78.57,57.14,56
50,94.2,76.57,63.04,74.64,76.57,50.0,414
51,96.71,74.07,56.79,74.9,72.84,39.92,243
52,96.07,85.74,70.25,79.75,82.02,65.29,484
53,86.13,64.29,42.86,56.72,55.04,28.57,238
54,56.25,12.5,31.25,18.75,25.0,12.5,16
55,95.24,74.46,48.48,72.29,68.4,38.53,231
56,66.67,37.5,25.0,29.17,29.17,0.0,24
57,91.33,74.49,57.65,68.88,73.98,42.86,196
58,83.33,50.0,41.67,58.33,50.0,25.0,12
59,100.0,62.96,37.04,70.37,70.37,40.74,27
60,90.48,69.84,50.79,65.08,73.02,44.44,63
61,94.64,69.64,62.5,60.71,76.79,51.79,56
62,75.76,54.55,36.36,42.42,72.73,51.52,33
63,97.33,72.0,82.22,85.33,69.78,47.11,225
64,36.36,36.36,36.36,27.27,18.18,18.18,11
65,55.56,22.22,22.22,22.22,33.33,22.22,9
66,82.31,66.92,61.54,68.46,66.15,37.69,130
67,100.0,85.56,83.89,89.44,86.67,65.0,180
68,88.89,66.67,55.56,69.44,72.22,52.78,36
69,72.73,54.55,63.64,54.55,54.55,54.55,11
70,100.0,86.21,86.21,84.48,81.03,63.79,58
71,95.83,54.17,54.17,70.83,83.33,54.17,24
72,94.19,80.23,66.28,70.93,82.56,62.79,86
73,93.88,75.51,83.67,89.8,85.71,77.55,49
74,96.12,77.18,78.64,86.41,85.92,62.62,206
75,90.2,78.43,70.59,74.51,76.47,58.82,51
76,88.89,50.0,44.44,44.44,44.44,44.44,18
77,89.86,72.46,69.57,73.19,74.64,50.72,138
78,96.95,79.19,77.16,84.77,84.77,50.76,197
79,93.2,86.41,71.84,81.55,83.5,69.9,103
80,100.0,66.67,100.0,66.67,66.67,0.0,3
81,88.89,75.0,61.11,77.78,83.33,66.67,36
82,100.0,14.29,28.57,28.57,71.43,28.57,7
83,97.44,79.49,75.64,80.77,80.77,50.0,78
84,0.0,0.0,0.0,0.0,0.0,0.0,4
85,22.22,0.0,0.0,0.0,22.22,0.0,9
86,92.13,53.93,67.42,77.53,69.66,43.82,178
87,80.38,31.65,46.84,56.96,44.3,31.65,158
88,71.43,50.0,35.71,42.86,57.14,28.57,28
89,12.5,25.0,0.0,0.0,0.0,0.0,8
90,97.41,90.29,89.64,92.88,86.41,64.56,618
91,89.83,62.71,55.93,52.54,66.1,42.37,59
92,75.0,25.0,25.0,25.0,33.33,8.33,12
93,41.38,8.62,8.62,15.52,8.62,0.0,58
94,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,3
96,42.86,28.57,42.86,42.86,14.29,42.86,7
97,77.78,69.84,57.14,74.6,79.37,50.79,63
98,0.0,33.33,0.0,33.33,0.0,0.0,3
99,78.95,73.68,68.42,68.42,73.68,36.84,19
100,83.33,50.0,50.0,66.67,83.33,33.33,6
101,100.0,80.0,40.0,40.0,80.0,80.0,5
102,96.0,28.0,44.0,48.0,80.0,40.0,25
