class,Original_model_42,night1_model_42,night2_model_42,night3_model_42,night4_model_42,night5_model_42,night6_model_42,night7_model_42,night8_model_42,night9_model_42,night10_model_42,images
87,98.1,95.57,93.67,93.04,91.77,91.14,86.71,84.81,81.01,77.85,76.58,158
88,82.14,75.0,82.14,82.14,78.57,82.14,64.29,64.29,64.29,64.29,53.57,28
89,25.0,12.5,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,8
90,98.06,98.06,98.22,98.06,98.06,98.06,98.22,98.06,97.41,96.93,96.12,618
91,91.53,91.53,91.53,93.22,91.53,89.83,93.22,91.53,91.53,91.53,89.83,59
92,8.33,16.67,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,0.0,12
93,67.24,68.97,70.69,67.24,56.9,58.62,51.72,46.55,43.1,34.48,41.38,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,42.86,14.29,7
97,88.89,90.48,88.89,90.48,90.48,88.89,88.89,84.13,85.71,84.13,74.6,63
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
99,84.21,78.95,78.95,78.95,78.95,78.95,78.95,78.95,78.95,84.21,84.21,19
100,83.33,83.33,83.33,83.33,66.67,66.67,66.67,50.0,50.0,33.33,33.33,6
101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,40.0,5
102,96.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,25
