class,Original_model_42,snow1_model_42,snow2_model_42,snow3_model_42,snow4_model_42,snow5_model_42,snow6_model_42,snow7_model_42,snow8_model_42,snow9_model_42,snow10_model_42,images
50,97.83,96.62,93.72,89.86,87.68,85.02,82.37,77.78,74.4,68.12,71.5,414
51,98.35,97.12,93.83,90.95,86.83,82.72,80.25,72.84,73.66,67.08,69.55,243
52,98.35,98.14,93.6,92.77,86.98,84.5,82.02,79.13,75.41,76.86,74.38,484
53,90.76,89.92,83.19,79.41,76.05,69.33,68.49,65.55,63.03,57.14,52.94,238
54,56.25,62.5,62.5,50.0,50.0,43.75,37.5,37.5,25.0,37.5,31.25,16
55,96.97,95.24,93.94,87.01,86.15,79.65,72.29,66.23,61.9,54.98,53.25,231
56,79.17,70.83,70.83,50.0,50.0,50.0,37.5,33.33,33.33,29.17,45.83,24
57,97.96,97.45,95.41,92.86,85.2,83.16,74.49,79.59,76.53,70.92,67.86,196
58,83.33,83.33,83.33,83.33,83.33,83.33,66.67,75.0,75.0,58.33,75.0,12
59,100.0,96.3,96.3,85.19,96.3,96.3,81.48,66.67,81.48,77.78,66.67,27
60,96.83,92.06,93.65,87.3,77.78,76.19,71.43,71.43,69.84,58.73,55.56,63
61,98.21,96.43,96.43,94.64,92.86,92.86,87.5,89.29,83.93,83.93,80.36,56
62,90.91,90.91,90.91,84.85,87.88,87.88,72.73,63.64,63.64,63.64,60.61,33
63,95.11,94.67,94.67,90.22,90.22,89.78,86.67,87.11,89.33,84.89,83.56,225
64,54.55,54.55,54.55,54.55,54.55,45.45,36.36,45.45,45.45,36.36,27.27,11
65,22.22,33.33,22.22,22.22,33.33,11.11,44.44,44.44,55.56,11.11,11.11,9
66,88.46,84.62,82.31,80.0,76.15,73.08,69.23,69.23,62.31,63.85,56.15,130
67,100.0,99.44,97.22,96.67,93.89,92.78,90.0,88.33,82.22,78.89,77.78,180
68,94.44,94.44,88.89,91.67,88.89,86.11,91.67,94.44,88.89,66.67,63.89,36
69,90.91,81.82,100.0,90.91,72.73,81.82,81.82,81.82,81.82,72.73,72.73,11
70,100.0,100.0,100.0,96.55,94.83,98.28,94.83,93.1,91.38,93.1,84.48,58
71,100.0,95.83,95.83,95.83,95.83,87.5,87.5,66.67,79.17,66.67,58.33,24
72,98.84,96.51,98.84,96.51,98.84,96.51,95.35,94.19,88.37,88.37,88.37,86
73,97.96,97.96,97.96,97.96,97.96,97.96,97.96,97.96,95.92,97.96,97.96,49
74,95.63,96.12,93.2,94.66,91.26,91.75,89.32,83.01,79.61,77.18,73.3,206
75,92.16,92.16,92.16,90.2,84.31,84.31,86.27,84.31,82.35,78.43,78.43,51
76,83.33,88.89,72.22,72.22,72.22,72.22,61.11,66.67,55.56,55.56,61.11,18
77,87.68,86.23,85.51,84.78,85.51,80.43,82.61,81.16,86.23,78.26,75.36,138
78,97.46,96.95,96.45,93.4,90.36,86.29,83.76,81.73,83.76,78.68,75.63,197
79,95.15,95.15,94.17,94.17,95.15,94.17,90.29,89.32,91.26,88.35,84.47,103
80,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.67,100.0,100.0,3
81,88.89,88.89,88.89,83.33,86.11,86.11,83.33,77.78,80.56,75.0,66.67,36
82,85.71,85.71,100.0,85.71,85.71,85.71,85.71,42.86,71.43,85.71,57.14,7
83,98.72,96.15,91.03,89.74,88.46,82.05,82.05,71.79,65.38,62.82,65.38,78
84,25.0,25.0,25.0,0.0,25.0,25.0,25.0,0.0,25.0,0.0,0.0,4
85,22.22,44.44,33.33,11.11,11.11,22.22,0.0,22.22,11.11,22.22,0.0,9
86,93.82,94.94,91.57,91.57,87.08,86.52,82.58,79.21,80.34,78.09,78.65,178
87,88.61,86.71,86.71,82.91,80.38,75.95,72.78,63.29,64.56,65.82,65.19,158
88,82.14,78.57,75.0,71.43,64.29,64.29,57.14,57.14,57.14,64.29,57.14,28
89,62.5,50.0,62.5,50.0,37.5,50.0,25.0,62.5,25.0,37.5,25.0,8
90,98.06,98.06,97.41,97.09,95.79,95.31,94.34,93.04,91.26,89.0,87.86,618
91,91.53,91.53,88.14,89.83,81.36,88.14,76.27,69.49,67.8,74.58,62.71,59
92,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,12
93,72.41,55.17,48.28,44.83,41.38,37.93,46.55,24.14,25.86,29.31,24.14,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,66.67,33.33,66.67,66.67,33.33,33.33,66.67,33.33,33.33,33.33,0.0,3
96,57.14,57.14,57.14,42.86,42.86,57.14,42.86,42.86,42.86,42.86,28.57,7
97,93.65,88.89,92.06,88.89,88.89,82.54,87.3,84.13,79.37,80.95,80.95,63
98,100.0,66.67,100.0,100.0,33.33,66.67,66.67,33.33,33.33,0.0,66.67,3
99,100.0,100.0,94.74,100.0,94.74,94.74,94.74,89.47,89.47,84.21,73.68,19
100,33.33,50.0,66.67,33.33,50.0,33.33,50.0,50.0,66.67,33.33,16.67,6
101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,5
102,96.0,96.0,96.0,96.0,92.0,96.0,92.0,92.0,88.0,92.0,84.0,25
