class,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42,images
80,100.0,100.0,100.0,33.33,100.0,66.67,3
81,83.33,61.11,69.44,77.78,77.78,50.0,36
82,85.71,28.57,71.43,57.14,28.57,0.0,7
83,96.15,62.82,61.54,69.23,69.23,52.56,78
84,0.0,0.0,0.0,0.0,0.0,0.0,4
85,0.0,22.22,0.0,0.0,0.0,11.11,9
86,93.82,42.7,71.91,80.34,71.35,49.44,178
87,91.77,20.25,50.63,50.0,51.9,32.28,158
88,71.43,25.0,14.29,25.0,46.43,25.0,28
89,37.5,37.5,25.0,0.0,37.5,0.0,8
90,97.73,68.28,84.95,91.26,83.17,57.28,618
91,91.53,64.41,55.93,72.88,72.88,44.07,59
92,0.0,0.0,0.0,0.0,0.0,8.33,12
93,56.9,1.72,3.45,12.07,13.79,3.45,58
94,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,3
96,14.29,0.0,0.0,0.0,14.29,14.29,7
97,77.78,46.03,57.14,63.49,61.9,50.79,63
98,0.0,0.0,0.0,0.0,0.0,0.0,3
99,89.47,68.42,57.89,73.68,94.74,63.16,19
100,33.33,16.67,16.67,0.0,50.0,16.67,6
101,60.0,20.0,40.0,20.0,0.0,0.0,5
102,96.0,60.0,36.0,56.0,72.0,40.0,25
