class,Original_model_42,snow1_model_42,snow2_model_42,snow3_model_42,snow4_model_42,snow5_model_42,snow6_model_42,snow7_model_42,snow8_model_42,snow9_model_42,snow10_model_42,images
93,84.48,72.41,68.97,60.34,60.34,53.45,43.1,44.83,32.76,37.93,44.83,58
94,33.33,33.33,33.33,33.33,66.67,33.33,33.33,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,57.14,42.86,57.14,42.86,42.86,57.14,28.57,42.86,42.86,28.57,14.29,7
97,77.78,77.78,79.37,79.37,76.19,82.54,69.84,71.43,69.84,68.25,68.25,63
98,100.0,100.0,66.67,100.0,100.0,66.67,100.0,66.67,66.67,0.0,33.33,3
99,84.21,84.21,89.47,89.47,89.47,84.21,84.21,84.21,89.47,78.95,73.68,19
100,50.0,33.33,33.33,50.0,33.33,33.33,50.0,33.33,16.67,33.33,33.33,6
101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,5
102,96.0,96.0,96.0,96.0,92.0,92.0,76.0,88.0,80.0,72.0,88.0,25
