class,Original_model_42,fog1_model_42,fog2_model_42,fog3_model_42,fog4_model_42,fog5_model_42,fog6_model_42,fog7_model_42,fog8_model_42,fog9_model_42,fog10_model_42,images
89,25.0,25.0,12.5,25.0,12.5,0.0,25.0,0.0,0.0,0.0,0.0,8
90,97.9,98.06,97.25,97.25,95.47,95.15,93.85,89.16,86.08,72.82,32.85,618
91,89.83,83.05,79.66,76.27,76.27,61.02,59.32,66.1,47.46,16.95,0.0,59
92,33.33,0.0,0.0,0.0,0.0,16.67,8.33,8.33,0.0,0.0,0.0,12
93,31.03,24.14,24.14,17.24,20.69,24.14,5.17,8.62,8.62,0.0,0.0,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
97,88.89,82.54,77.78,76.19,71.43,58.73,47.62,38.1,19.05,9.52,0.0,63
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
99,84.21,84.21,78.95,78.95,78.95,73.68,68.42,31.58,5.26,0.0,0.0,19
100,33.33,16.67,16.67,33.33,16.67,16.67,33.33,0.0,0.0,0.0,0.0,6
101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,20.0,0.0,5
102,96.0,92.0,96.0,76.0,76.0,56.0,36.0,20.0,12.0,0.0,0.0,25
