class,Original_model_42,rain1_model_42,rain2_model_42,rain3_model_42,rain4_model_42,rain5_model_42,rain6_model_42,rain7_model_42,rain8_model_42,rain9_model_42,rain10_model_42,images
23,97.23,96.92,96.31,97.23,96.62,96.31,96.31,97.23,97.54,96.0,96.31,325
24,65.0,70.0,70.0,60.0,70.0,60.0,60.0,65.0,60.0,65.0,65.0,20
25,80.95,80.95,76.19,80.95,76.19,80.95,76.19,80.95,80.95,85.71,71.43,21
26,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,22
27,11.76,5.88,17.65,11.76,11.76,11.76,11.76,11.76,11.76,5.88,5.88,17
28,96.48,95.31,96.88,96.09,96.48,96.09,96.48,94.92,96.48,96.09,95.31,256
29,91.23,85.96,80.7,80.7,87.72,77.19,78.95,78.95,75.44,78.95,75.44,57
30,98.14,97.68,97.68,97.45,97.91,97.68,97.45,97.91,97.45,97.22,97.45,431
31,91.67,91.11,91.11,92.22,91.11,91.11,92.22,91.67,92.22,90.0,91.67,180
32,97.19,97.47,97.19,96.63,96.63,96.35,96.91,95.51,95.22,95.79,96.07,356
33,83.33,83.33,83.33,83.33,77.78,83.33,83.33,77.78,83.33,77.78,83.33,18
34,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,21
35,94.29,91.43,94.29,91.43,91.43,85.71,94.29,91.43,94.29,82.86,91.43,35
36,100.0,100.0,99.35,100.0,98.05,100.0,99.35,100.0,100.0,99.35,100.0,154
37,98.56,98.56,97.84,97.12,98.56,98.56,98.56,98.56,97.84,98.56,97.84,139
38,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,9
39,87.88,90.91,87.88,90.91,87.88,87.88,87.88,87.88,87.88,90.91,87.88,33
40,89.36,87.23,85.11,87.23,82.98,87.23,91.49,85.11,89.36,87.23,82.98,47
41,91.75,91.75,91.75,90.72,91.75,91.75,91.75,90.72,91.75,90.72,89.69,97
42,94.87,94.87,96.15,94.87,96.15,94.87,94.87,96.15,94.87,93.59,94.87,78
43,92.59,90.74,88.89,90.74,92.59,87.04,88.89,90.74,90.74,88.89,87.04,54
44,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,57.14,7
45,98.87,99.62,99.62,99.25,99.25,98.87,98.87,98.87,97.36,98.87,97.74,265
46,97.25,96.86,97.25,96.47,97.25,97.65,96.47,95.29,95.69,95.69,96.47,255
47,74.07,74.07,70.37,74.07,66.67,66.67,74.07,59.26,70.37,66.67,70.37,27
48,92.28,92.9,92.59,92.28,91.98,92.59,91.05,91.36,90.43,92.28,91.98,324
49,91.07,91.07,91.07,91.07,91.07,92.86,89.29,92.86,89.29,91.07,92.86,56
50,93.48,93.48,93.24,92.51,91.06,92.27,92.27,91.55,89.61,91.3,91.06,414
51,95.88,93.83,93.42,93.83,93.42,91.36,91.36,89.71,90.12,91.77,86.01,243
52,98.14,97.52,98.14,97.11,97.31,96.49,97.73,95.66,96.9,96.69,95.66,484
53,90.34,89.92,88.24,89.08,88.66,84.87,87.82,85.71,85.29,86.55,86.55,238
54,56.25,43.75,50.0,31.25,50.0,31.25,43.75,43.75,43.75,43.75,37.5,16
55,91.77,92.21,91.77,92.64,92.21,90.48,89.18,91.34,90.04,88.31,88.74,231
56,66.67,58.33,50.0,58.33,54.17,50.0,62.5,41.67,58.33,45.83,54.17,24
57,96.94,94.39,95.92,94.39,93.37,94.39,93.88,90.31,91.84,92.86,91.33,196
58,83.33,83.33,83.33,66.67,75.0,83.33,83.33,83.33,66.67,83.33,75.0,12
59,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27
60,92.06,93.65,92.06,90.48,87.3,85.71,90.48,93.65,87.3,85.71,82.54,63
61,85.71,89.29,89.29,92.86,89.29,89.29,89.29,92.86,89.29,89.29,89.29,56
62,90.91,87.88,84.85,87.88,87.88,84.85,90.91,90.91,78.79,90.91,84.85,33
63,95.11,95.11,96.0,96.0,96.44,96.0,94.22,95.11,96.0,96.0,95.11,225
64,72.73,72.73,72.73,81.82,81.82,72.73,72.73,72.73,72.73,63.64,72.73,11
65,55.56,66.67,44.44,44.44,55.56,44.44,55.56,55.56,44.44,33.33,44.44,9
66,85.38,86.15,85.38,86.92,84.62,83.08,86.92,84.62,84.62,83.08,83.08,130
67,100.0,100.0,100.0,99.44,100.0,100.0,100.0,100.0,100.0,98.89,100.0,180
68,91.67,88.89,88.89,88.89,91.67,88.89,91.67,91.67,88.89,86.11,86.11,36
69,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,11
70,100.0,100.0,100.0,98.28,96.55,100.0,100.0,96.55,100.0,96.55,96.55,58
71,95.83,95.83,95.83,95.83,95.83,95.83,95.83,95.83,95.83,95.83,100.0,24
72,96.51,96.51,95.35,96.51,96.51,95.35,96.51,95.35,96.51,96.51,95.35,86
73,93.88,93.88,93.88,93.88,93.88,93.88,93.88,95.92,93.88,93.88,93.88,49
74,96.12,96.6,96.6,95.63,96.12,95.63,96.6,95.15,95.63,95.15,95.15,206
75,96.08,96.08,96.08,94.12,96.08,92.16,94.12,94.12,94.12,98.04,94.12,51
76,83.33,88.89,83.33,83.33,88.89,83.33,83.33,83.33,83.33,83.33,83.33,18
77,85.51,85.51,87.68,85.51,84.78,86.23,86.96,84.78,84.06,85.51,87.68,138
78,97.46,96.95,97.46,97.46,97.46,96.95,96.95,96.45,96.45,93.91,95.94,197
79,93.2,92.23,91.26,93.2,92.23,92.23,94.17,93.2,93.2,91.26,90.29,103
80,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3
81,86.11,86.11,83.33,86.11,80.56,80.56,86.11,83.33,83.33,86.11,80.56,36
82,71.43,42.86,85.71,57.14,57.14,71.43,57.14,71.43,57.14,71.43,71.43,7
83,98.72,98.72,98.72,98.72,96.15,98.72,97.44,97.44,96.15,96.15,98.72,78
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,22.22,22.22,33.33,22.22,33.33,22.22,11.11,22.22,11.11,33.33,11.11,9
86,94.38,94.38,93.26,93.82,92.13,92.7,93.26,92.13,93.26,93.26,93.26,178
87,92.41,93.04,91.77,91.14,88.61,93.04,87.34,89.87,86.71,85.44,88.61,158
88,75.0,75.0,75.0,75.0,78.57,71.43,75.0,71.43,75.0,75.0,71.43,28
89,50.0,50.0,50.0,50.0,50.0,50.0,37.5,37.5,37.5,37.5,37.5,8
90,96.6,96.12,96.6,96.12,96.6,96.44,96.6,96.6,96.6,96.44,96.28,618
91,88.14,88.14,86.44,88.14,89.83,88.14,89.83,88.14,88.14,86.44,84.75,59
92,8.33,8.33,8.33,8.33,0.0,16.67,16.67,16.67,16.67,25.0,25.0,12
93,58.62,56.9,53.45,60.34,60.34,56.9,55.17,60.34,58.62,50.0,51.72,58
94,33.33,33.33,33.33,33.33,33.33,66.67,66.67,66.67,66.67,66.67,33.33,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,28.57,28.57,42.86,28.57,42.86,42.86,14.29,42.86,57.14,42.86,28.57,7
97,76.19,73.02,76.19,77.78,76.19,76.19,76.19,79.37,80.95,80.95,74.6,63
98,100.0,100.0,100.0,100.0,100.0,100.0,66.67,100.0,100.0,100.0,100.0,3
99,94.74,89.47,89.47,84.21,84.21,84.21,89.47,89.47,89.47,84.21,89.47,19
100,100.0,83.33,83.33,100.0,100.0,83.33,100.0,83.33,100.0,83.33,83.33,6
101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5
102,92.0,92.0,96.0,92.0,88.0,100.0,92.0,92.0,88.0,92.0,96.0,25
