class,Original_model_42,snow1_model_42,snow2_model_42,snow3_model_42,snow4_model_42,snow5_model_42,snow6_model_42,snow7_model_42,snow8_model_42,snow9_model_42,snow10_model_42,images
45,99.25,98.87,98.87,97.74,97.36,95.09,94.72,92.83,92.08,89.81,86.42,265
46,97.25,96.86,94.12,92.55,87.45,83.53,82.75,80.0,74.9,71.37,69.02,255
47,81.48,85.19,85.19,77.78,77.78,74.07,62.96,55.56,66.67,59.26,66.67,27
48,94.44,94.44,93.52,90.74,90.12,90.43,88.89,88.58,87.04,85.8,85.19,324
49,89.29,87.5,85.71,83.93,85.71,82.14,85.71,83.93,83.93,82.14,75.0,56
50,96.86,94.93,93.24,92.27,87.92,85.99,83.33,82.61,82.85,77.29,76.57,414
51,97.94,96.71,92.18,86.42,86.42,77.78,78.19,72.84,68.72,64.2,62.14,243
52,98.55,97.31,95.66,93.18,90.7,86.78,83.88,81.82,79.75,74.59,79.75,484
53,89.92,89.5,85.29,80.25,76.47,71.01,68.49,66.39,64.29,57.14,52.52,238
54,62.5,62.5,50.0,31.25,37.5,31.25,43.75,31.25,43.75,25.0,43.75,16
55,96.1,94.81,90.48,86.58,81.82,76.19,69.7,63.64,56.28,54.11,47.19,231
56,91.67,70.83,66.67,54.17,45.83,33.33,41.67,41.67,29.17,25.0,33.33,24
57,96.94,95.41,92.86,91.33,91.33,86.22,82.14,80.61,79.08,73.47,68.88,196
58,91.67,83.33,66.67,66.67,91.67,75.0,75.0,75.0,75.0,58.33,66.67,12
59,100.0,100.0,96.3,100.0,100.0,96.3,85.19,96.3,88.89,85.19,85.19,27
60,93.65,93.65,82.54,84.13,77.78,80.95,73.02,74.6,63.49,57.14,57.14,63
61,98.21,96.43,96.43,94.64,91.07,94.64,89.29,83.93,85.71,80.36,78.57,56
62,90.91,90.91,90.91,84.85,84.85,84.85,75.76,72.73,78.79,72.73,63.64,33
63,92.89,92.89,92.89,91.56,90.22,86.22,86.67,84.44,79.56,80.89,75.11,225
64,63.64,54.55,63.64,54.55,36.36,36.36,45.45,36.36,36.36,27.27,27.27,11
65,44.44,44.44,33.33,33.33,55.56,44.44,0.0,11.11,22.22,0.0,0.0,9
66,86.92,83.08,80.0,77.69,75.38,70.77,71.54,60.77,62.31,56.92,56.15,130
67,99.44,98.33,97.78,95.56,92.78,93.33,90.56,83.33,82.78,81.11,76.67,180
68,97.22,97.22,97.22,94.44,91.67,86.11,88.89,91.67,91.67,86.11,80.56,36
69,90.91,72.73,72.73,81.82,81.82,72.73,72.73,72.73,72.73,72.73,63.64,11
70,100.0,100.0,98.28,96.55,96.55,93.1,96.55,94.83,86.21,86.21,81.03,58
71,100.0,95.83,100.0,95.83,100.0,95.83,91.67,91.67,83.33,87.5,87.5,24
72,97.67,97.67,97.67,97.67,96.51,96.51,97.67,94.19,93.02,96.51,87.21,86
73,95.92,95.92,95.92,95.92,97.96,93.88,95.92,93.88,93.88,97.96,91.84,49
74,96.6,96.12,95.63,96.12,93.2,93.2,90.78,86.89,85.44,86.41,84.95,206
75,88.24,90.2,88.24,88.24,90.2,88.24,88.24,84.31,84.31,80.39,80.39,51
76,83.33,77.78,83.33,77.78,66.67,66.67,55.56,55.56,50.0,44.44,55.56,18
77,89.13,89.86,88.41,86.23,86.96,86.23,85.51,84.06,81.16,79.71,80.43,138
78,97.46,97.97,95.94,96.45,93.4,91.37,90.36,87.31,86.29,81.22,83.25,197
79,90.29,93.2,91.26,89.32,88.35,85.44,85.44,81.55,88.35,85.44,81.55,103
80,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.67,66.67,100.0,3
81,86.11,86.11,86.11,83.33,86.11,86.11,83.33,83.33,86.11,83.33,80.56,36
82,100.0,100.0,100.0,85.71,100.0,100.0,100.0,100.0,71.43,71.43,71.43,7
83,96.15,93.59,87.18,85.9,75.64,80.77,75.64,73.08,71.79,66.67,56.41,78
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,44.44,22.22,55.56,44.44,44.44,22.22,44.44,11.11,22.22,33.33,11.11,9
86,94.38,93.82,90.45,88.2,84.27,84.27,85.39,85.96,80.9,76.4,78.65,178
87,83.54,81.65,75.95,77.22,74.68,69.62,61.39,59.49,49.37,53.16,50.63,158
88,78.57,67.86,57.14,60.71,57.14,60.71,53.57,60.71,53.57,42.86,50.0,28
89,75.0,75.0,50.0,75.0,50.0,50.0,37.5,25.0,25.0,25.0,37.5,8
90,98.22,98.22,98.06,96.6,95.79,94.17,92.39,91.91,90.45,89.48,88.35,618
91,91.53,84.75,83.05,77.97,79.66,76.27,71.19,67.8,66.1,69.49,55.93,59
92,0.0,16.67,0.0,25.0,8.33,0.0,0.0,0.0,8.33,8.33,16.67,12
93,91.38,84.48,75.86,74.14,75.86,68.97,63.79,50.0,53.45,58.62,43.1,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,14.29,0.0,28.57,14.29,0.0,14.29,14.29,28.57,28.57,14.29,14.29,7
97,85.71,84.13,84.13,82.54,76.19,79.37,74.6,82.54,80.95,74.6,69.84,63
98,100.0,100.0,100.0,66.67,66.67,33.33,33.33,33.33,66.67,33.33,33.33,3
99,78.95,78.95,84.21,78.95,84.21,84.21,68.42,84.21,78.95,73.68,63.16,19
100,50.0,50.0,50.0,33.33,50.0,33.33,50.0,50.0,33.33,50.0,33.33,6
101,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,5
102,96.0,96.0,96.0,96.0,92.0,92.0,92.0,92.0,88.0,88.0,76.0,25
