class,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42,images
37,94.24,25.9,16.55,17.99,48.92,6.47,139
38,100.0,55.56,33.33,33.33,66.67,11.11,9
39,90.91,42.42,21.21,30.3,72.73,21.21,33
40,95.74,57.45,36.17,44.68,70.21,29.79,47
41,95.88,72.16,53.61,69.07,84.54,41.24,97
42,97.44,60.26,46.15,56.41,74.36,41.03,78
43,94.44,51.85,27.78,50.0,68.52,29.63,54
44,71.43,28.57,14.29,42.86,42.86,28.57,7
45,98.87,58.11,44.15,58.11,78.11,32.45,265
46,97.65,39.61,28.24,33.33,60.0,27.06,255
47,88.89,11.11,7.41,7.41,29.63,11.11,27
48,95.37,54.32,51.85,63.27,73.15,40.74,324
49,87.5,41.07,30.36,28.57,62.5,21.43,56
50,94.93,42.51,33.33,41.3,67.63,38.65,414
51,98.77,43.21,27.16,35.39,62.55,29.63,243
52,98.35,44.63,30.99,42.36,72.52,33.88,484
53,89.92,23.53,9.24,22.27,46.22,13.03,238
54,62.5,12.5,6.25,12.5,18.75,6.25,16
55,97.84,11.69,7.79,11.69,48.92,9.09,231
56,83.33,0.0,4.17,4.17,16.67,8.33,24
57,95.92,39.29,22.96,31.12,65.82,25.51,196
58,83.33,0.0,0.0,8.33,25.0,0.0,12
59,100.0,11.11,3.7,11.11,33.33,3.7,27
60,96.83,33.33,20.63,34.92,60.32,28.57,63
61,100.0,35.71,21.43,25.0,67.86,16.07,56
62,90.91,36.36,30.3,24.24,63.64,3.03,33
63,96.0,17.33,50.67,64.0,49.78,16.0,225
64,63.64,9.09,0.0,27.27,27.27,9.09,11
65,66.67,0.0,11.11,11.11,33.33,0.0,9
66,86.15,11.54,30.77,40.0,43.85,15.38,130
67,99.44,27.22,24.44,37.78,60.56,21.67,180
68,88.89,52.78,44.44,50.0,72.22,33.33,36
69,72.73,54.55,45.45,36.36,63.64,45.45,11
70,100.0,37.93,55.17,63.79,81.03,27.59,58
71,100.0,25.0,29.17,29.17,54.17,29.17,24
72,96.51,44.19,54.65,56.98,79.07,33.72,86
73,95.92,61.22,63.27,77.55,85.71,59.18,49
74,96.6,29.61,43.2,48.06,61.65,31.07,206
75,92.16,54.9,45.1,64.71,76.47,27.45,51
76,94.44,22.22,22.22,33.33,55.56,0.0,18
77,86.96,28.99,41.3,50.0,61.59,34.78,138
78,97.97,41.12,37.56,47.72,72.08,30.96,197
79,93.2,36.89,34.95,47.57,67.96,33.01,103
80,100.0,0.0,0.0,33.33,33.33,66.67,3
81,88.89,44.44,36.11,47.22,72.22,30.56,36
82,100.0,0.0,0.0,14.29,57.14,0.0,7
83,93.59,6.41,10.26,19.23,43.59,3.85,78
84,0.0,0.0,0.0,0.0,0.0,0.0,4
85,33.33,0.0,0.0,0.0,11.11,0.0,9
86,93.26,22.47,38.76,37.08,56.18,38.2,178
87,96.84,23.42,18.99,27.22,55.7,20.25,158
88,92.86,32.14,28.57,35.71,57.14,17.86,28
89,75.0,0.0,12.5,37.5,50.0,0.0,8
90,98.71,42.88,51.13,65.05,72.01,30.1,618
91,89.83,38.98,33.9,47.46,52.54,23.73,59
92,16.67,0.0,0.0,0.0,8.33,0.0,12
93,70.69,6.9,1.72,18.97,22.41,8.62,58
94,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,3
96,57.14,0.0,14.29,28.57,28.57,0.0,7
97,87.3,39.68,36.51,34.92,60.32,28.57,63
98,100.0,0.0,0.0,0.0,66.67,0.0,3
99,84.21,0.0,31.58,52.63,63.16,21.05,19
100,50.0,0.0,0.0,33.33,0.0,16.67,6
101,100.0,20.0,80.0,100.0,20.0,20.0,5
102,96.0,4.0,32.0,24.0,64.0,16.0,25
