class,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42,images
87,86.71,12.03,10.76,16.46,36.08,12.66,158
88,85.71,10.71,7.14,17.86,39.29,10.71,28
89,87.5,37.5,0.0,25.0,25.0,0.0,8
90,98.06,39.64,49.03,60.84,71.68,37.38,618
91,91.53,45.76,22.03,40.68,64.41,22.03,59
92,25.0,0.0,0.0,25.0,8.33,0.0,12
93,84.48,10.34,6.9,13.79,31.03,6.9,58
94,33.33,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,3
96,57.14,14.29,14.29,14.29,28.57,0.0,7
97,77.78,39.68,23.81,42.86,47.62,19.05,63
98,100.0,0.0,0.0,0.0,33.33,0.0,3
99,84.21,15.79,15.79,31.58,68.42,10.53,19
100,50.0,0.0,0.0,33.33,50.0,33.33,6
101,100.0,0.0,20.0,20.0,20.0,0.0,5
102,96.0,32.0,20.0,32.0,56.0,32.0,25
