class,Original_model_42,night1_model_42,night2_model_42,night3_model_42,night4_model_42,night5_model_42,night6_model_42,night7_model_42,night8_model_42,night9_model_42,night10_model_42,images
60,96.83,95.24,96.83,98.41,98.41,96.83,98.41,98.41,95.24,96.83,96.83,63
61,94.64,91.07,91.07,92.86,92.86,92.86,92.86,92.86,92.86,92.86,94.64,56
62,93.94,90.91,87.88,96.97,93.94,87.88,93.94,90.91,96.97,93.94,93.94,33
63,93.78,91.56,89.78,86.67,83.56,80.0,72.0,61.78,51.11,35.11,33.78,225
64,81.82,72.73,63.64,63.64,45.45,45.45,36.36,36.36,36.36,27.27,18.18,11
65,66.67,66.67,66.67,66.67,55.56,55.56,55.56,55.56,22.22,22.22,33.33,9
66,87.69,86.15,81.54,82.31,76.92,73.85,74.62,73.08,66.92,63.08,62.31,130
67,99.44,98.89,98.89,98.33,98.33,98.33,98.33,98.33,97.78,97.78,98.33,180
68,94.44,94.44,94.44,94.44,94.44,94.44,94.44,97.22,94.44,94.44,91.67,36
69,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,72.73,11
70,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,58
71,95.83,95.83,95.83,95.83,95.83,95.83,95.83,95.83,95.83,95.83,95.83,24
72,97.67,96.51,96.51,96.51,96.51,96.51,96.51,96.51,96.51,95.35,91.86,86
73,100.0,97.96,97.96,97.96,97.96,97.96,97.96,97.96,97.96,97.96,95.92,49
74,96.12,96.12,96.12,95.63,96.12,95.15,94.17,94.17,92.72,91.26,89.81,206
75,92.16,90.2,90.2,92.16,92.16,92.16,92.16,92.16,90.2,90.2,92.16,51
76,100.0,100.0,100.0,100.0,100.0,88.89,83.33,83.33,83.33,83.33,83.33,18
77,89.13,88.41,86.96,86.96,85.51,84.78,81.16,81.88,76.81,73.91,73.91,138
78,98.48,98.48,98.48,98.48,98.48,98.48,98.48,98.48,98.48,98.48,97.46,197
79,93.2,93.2,94.17,93.2,93.2,93.2,93.2,93.2,93.2,94.17,93.2,103
80,100.0,66.67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3
81,88.89,86.11,88.89,88.89,88.89,88.89,88.89,88.89,91.67,88.89,86.11,36
82,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7
83,93.59,94.87,93.59,93.59,93.59,93.59,94.87,93.59,91.03,92.31,91.03,78
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,55.56,44.44,44.44,44.44,44.44,44.44,33.33,33.33,33.33,33.33,33.33,9
86,92.7,84.83,81.46,81.46,80.34,77.53,72.47,65.73,59.55,52.81,48.88,178
87,94.3,88.61,86.71,84.81,83.54,80.38,72.78,70.25,69.62,70.25,68.99,158
88,78.57,78.57,82.14,82.14,78.57,78.57,78.57,75.0,75.0,67.86,60.71,28
89,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8
90,98.22,98.38,98.22,98.38,98.38,98.06,97.73,97.9,97.41,96.6,95.79,618
91,89.83,88.14,88.14,88.14,88.14,84.75,88.14,88.14,88.14,86.44,88.14,59
92,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,12
93,12.07,6.9,6.9,6.9,8.62,6.9,8.62,6.9,8.62,5.17,3.45,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,28.57,28.57,28.57,28.57,28.57,28.57,42.86,42.86,42.86,42.86,42.86,7
97,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,87.3,87.3,63
98,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3
99,84.21,89.47,89.47,89.47,89.47,89.47,89.47,89.47,89.47,89.47,89.47,19
100,0.0,0.0,0.0,16.67,16.67,16.67,0.0,0.0,0.0,0.0,0.0,6
101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,0.0,20.0,5
102,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,25
