class,Original_model_52,Original_model_49,Original_model_42,fog_model_52,fog_model_49,fog_model_42,night_model_52,night_model_49,night_model_42,rain_model_52,rain_model_49,rain_model_42,snow_model_52,snow_model_49,snow_model_42,day_model_52,day_model_49,day_model_42,images
26,86.36,90.91,77.27,59.09,45.45,27.27,86.36,90.91,63.64,81.82,90.91,59.09,81.82,90.91,50.0,86.36,90.91,77.27,22
27,5.88,11.76,17.65,35.29,11.76,0.0,5.88,5.88,17.65,5.88,11.76,23.53,17.65,0.0,35.29,11.76,11.76,17.65,17
28,95.7,94.92,98.05,41.02,53.91,46.88,92.19,96.09,95.31,85.55,82.81,87.89,69.92,58.98,60.55,95.7,94.92,98.05,256
29,49.12,63.16,59.65,7.02,7.02,12.28,21.05,73.68,75.44,29.82,35.09,33.33,22.81,33.33,29.82,49.12,63.16,61.4,57
30,96.75,98.14,96.29,80.51,78.42,70.77,94.66,96.98,96.75,95.82,96.06,93.97,87.24,88.63,87.01,96.98,98.14,95.82,431
31,89.44,90.0,90.56,28.33,33.89,34.44,75.0,76.11,82.22,85.0,88.33,88.89,81.67,84.44,83.89,90.0,90.56,90.56,180
32,92.7,95.79,93.82,91.29,82.3,76.69,86.24,91.01,92.7,91.57,92.98,90.73,82.02,81.74,76.4,93.26,95.51,94.1,356
33,77.78,83.33,77.78,55.56,55.56,11.11,66.67,83.33,72.22,72.22,83.33,77.78,72.22,83.33,72.22,77.78,83.33,77.78,18
34,95.24,100.0,95.24,61.9,71.43,57.14,95.24,85.71,95.24,95.24,95.24,95.24,85.71,80.95,85.71,95.24,100.0,95.24,21
35,94.29,97.14,94.29,37.14,28.57,25.71,54.29,88.57,62.86,80.0,88.57,77.14,54.29,74.29,54.29,91.43,97.14,94.29,35
36,96.75,99.35,98.05,57.79,59.09,68.83,64.29,66.23,94.16,95.45,98.7,98.05,90.91,90.91,91.56,96.75,99.35,98.05,154
37,91.37,95.68,97.12,48.2,46.76,55.4,89.21,94.24,95.68,89.93,95.68,97.12,66.19,84.89,70.5,91.37,95.68,97.12,139
38,100.0,55.56,88.89,22.22,11.11,0.0,66.67,55.56,88.89,88.89,55.56,88.89,44.44,44.44,88.89,100.0,55.56,88.89,9
39,81.82,84.85,90.91,27.27,36.36,27.27,75.76,78.79,84.85,72.73,84.85,84.85,66.67,63.64,57.58,81.82,87.88,90.91,33
40,93.62,85.11,97.87,25.53,38.3,53.19,89.36,89.36,93.62,89.36,87.23,93.62,63.83,72.34,85.11,93.62,87.23,97.87,47
41,96.91,87.63,90.72,54.64,43.3,37.11,94.85,86.6,95.88,87.63,81.44,82.47,82.47,68.04,64.95,96.91,87.63,90.72,97
42,97.44,98.72,98.72,35.9,52.56,55.13,89.74,96.15,89.74,96.15,98.72,96.15,71.79,92.31,88.46,97.44,97.44,98.72,78
43,85.19,96.3,96.3,33.33,59.26,51.85,83.33,96.3,96.3,79.63,96.3,96.3,62.96,75.93,88.89,85.19,96.3,96.3,54
44,71.43,57.14,100.0,57.14,14.29,28.57,71.43,57.14,71.43,71.43,57.14,71.43,57.14,71.43,71.43,71.43,57.14,85.71,7
45,97.36,98.49,98.11,46.04,40.0,63.4,96.23,96.6,95.85,92.83,91.32,93.58,80.75,83.4,77.36,97.36,98.11,98.49,265
46,93.33,94.12,92.16,5.49,7.45,10.2,86.67,93.33,92.55,68.63,72.55,69.02,41.57,45.88,36.47,92.94,94.12,92.16,255
47,74.07,96.3,96.3,7.41,11.11,18.52,77.78,77.78,96.3,81.48,85.19,96.3,51.85,51.85,59.26,74.07,96.3,92.59,27
48,92.9,92.9,92.9,49.69,54.32,49.38,84.88,93.21,87.65,90.12,91.05,88.27,79.94,81.48,77.78,92.59,93.21,91.67,324
49,89.29,92.86,91.07,37.5,53.57,30.36,91.07,92.86,92.86,91.07,92.86,89.29,83.93,80.36,82.14,87.5,91.07,89.29,56
50,91.79,93.0,88.16,41.06,55.56,44.93,85.27,87.2,84.54,82.61,87.2,82.37,68.12,75.6,64.49,90.58,91.55,88.65,414
51,90.12,88.48,91.36,14.4,15.64,12.76,76.54,81.48,89.71,71.6,73.66,76.13,49.38,44.03,42.8,89.3,87.65,90.12,243
52,96.28,97.52,93.39,38.43,38.43,24.59,95.04,93.6,90.08,79.34,82.44,73.55,59.3,60.74,47.73,96.49,97.73,93.18,484
53,89.92,90.34,92.02,16.39,21.01,28.57,83.19,79.83,87.82,71.85,77.31,79.83,49.16,48.32,48.74,89.08,90.34,91.6,238
54,56.25,62.5,56.25,12.5,43.75,6.25,50.0,62.5,56.25,43.75,56.25,50.0,37.5,43.75,37.5,56.25,62.5,56.25,16
55,91.34,92.64,87.45,7.36,14.72,21.65,80.09,90.48,86.15,67.1,74.46,76.62,44.59,49.35,42.86,91.34,90.48,87.45,231
56,54.17,70.83,79.17,4.17,8.33,12.5,20.83,29.17,37.5,45.83,54.17,62.5,25.0,33.33,29.17,54.17,66.67,75.0,24
57,64.29,88.27,76.53,2.55,6.12,9.18,54.59,83.16,69.39,42.35,67.35,59.69,22.96,41.33,28.06,61.73,87.24,75.51,196
58,58.33,100.0,91.67,0.0,0.0,0.0,58.33,91.67,91.67,50.0,75.0,91.67,33.33,66.67,50.0,58.33,91.67,91.67,12
59,100.0,100.0,100.0,66.67,55.56,40.74,100.0,100.0,100.0,96.3,100.0,92.59,70.37,74.07,55.56,100.0,100.0,100.0,27
60,79.37,88.89,88.89,19.05,12.7,12.7,73.02,93.65,90.48,53.97,60.32,66.67,28.57,36.51,23.81,76.19,85.71,88.89,63
61,92.86,96.43,87.5,16.07,32.14,46.43,87.5,96.43,82.14,91.07,94.64,82.14,67.86,80.36,48.21,92.86,94.64,89.29,56
62,93.94,90.91,93.94,24.24,12.12,12.12,93.94,93.94,90.91,66.67,69.7,63.64,63.64,45.45,30.3,90.91,93.94,93.94,33
63,94.67,89.33,91.56,22.67,9.78,19.11,52.0,46.67,52.0,81.33,72.89,81.33,65.33,60.44,68.0,95.11,89.78,91.56,225
64,27.27,90.91,72.73,0.0,0.0,0.0,0.0,9.09,9.09,27.27,27.27,27.27,27.27,27.27,36.36,27.27,90.91,72.73,11
65,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,22.22,0.0,0.0,11.11,0.0,0.0,33.33,9
66,74.62,69.23,63.08,9.23,1.54,3.08,34.62,9.23,7.69,67.69,46.15,43.08,54.62,52.31,36.92,75.38,70.0,63.08,130
67,97.78,97.22,98.89,20.0,22.78,40.56,61.11,81.67,91.67,75.0,77.22,84.44,61.67,57.22,63.89,97.78,97.22,98.33,180
68,83.33,86.11,77.78,2.78,19.44,13.89,77.78,72.22,30.56,66.67,77.78,72.22,58.33,41.67,47.22,83.33,83.33,77.78,36
69,72.73,72.73,72.73,54.55,36.36,36.36,72.73,72.73,54.55,72.73,72.73,54.55,72.73,72.73,36.36,72.73,72.73,72.73,11
70,98.28,98.28,98.28,58.62,53.45,46.55,94.83,94.83,84.48,93.1,98.28,96.55,86.21,91.38,91.38,100.0,98.28,98.28,58
71,83.33,100.0,95.83,0.0,4.17,8.33,62.5,75.0,33.33,79.17,75.0,83.33,62.5,66.67,54.17,83.33,100.0,95.83,24
72,94.19,95.35,88.37,30.23,19.77,29.07,58.14,82.56,54.65,88.37,91.86,77.91,70.93,74.42,62.79,94.19,96.51,88.37,86
73,93.88,97.96,97.96,55.1,40.82,57.14,83.67,89.8,51.02,93.88,95.92,97.96,85.71,83.67,81.63,93.88,97.96,100.0,49
74,94.66,95.15,98.06,34.95,60.68,32.04,53.4,89.81,81.07,88.83,92.72,94.17,77.18,73.3,78.16,94.66,95.15,98.06,206
75,90.2,96.08,92.16,66.67,64.71,50.98,78.43,84.31,74.51,80.39,80.39,78.43,78.43,78.43,78.43,90.2,96.08,92.16,51
76,83.33,94.44,83.33,22.22,0.0,38.89,33.33,38.89,61.11,61.11,72.22,72.22,38.89,50.0,44.44,83.33,94.44,83.33,18
77,86.96,75.36,78.26,7.97,15.94,14.49,48.55,45.65,36.96,68.12,62.32,67.39,64.49,58.7,55.8,85.51,75.36,78.26,138
78,91.37,94.92,92.39,7.61,19.29,24.87,63.96,80.2,64.97,82.23,86.8,84.77,66.5,74.11,52.79,91.37,94.42,92.39,197
79,92.23,91.26,88.35,17.48,48.54,34.95,47.57,74.76,67.96,82.52,87.38,83.5,63.11,69.9,66.99,92.23,92.23,89.32,103
80,100.0,100.0,100.0,66.67,0.0,0.0,66.67,100.0,0.0,100.0,100.0,66.67,100.0,100.0,66.67,100.0,100.0,100.0,3
81,80.56,80.56,80.56,0.0,11.11,5.56,66.67,75.0,33.33,69.44,77.78,75.0,61.11,63.89,38.89,80.56,80.56,80.56,36
82,100.0,85.71,100.0,0.0,0.0,0.0,28.57,0.0,0.0,85.71,28.57,71.43,28.57,42.86,42.86,100.0,85.71,100.0,7
83,97.44,89.74,96.15,51.28,46.15,35.9,97.44,80.77,91.03,96.15,84.62,85.9,76.92,73.08,69.23,97.44,89.74,96.15,78
84,25.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,25.0,25.0,0.0,4
85,22.22,11.11,44.44,0.0,0.0,33.33,11.11,0.0,33.33,22.22,11.11,44.44,11.11,33.33,11.11,22.22,11.11,44.44,9
86,85.39,89.89,84.27,6.18,22.47,5.62,25.28,49.44,26.4,76.4,85.96,70.79,69.66,73.03,51.12,85.39,90.45,83.71,178
87,70.25,59.49,94.94,6.33,7.59,20.25,11.39,6.96,53.16,60.76,51.27,87.97,44.3,39.87,67.72,68.35,61.39,94.94,158
88,85.71,82.14,78.57,17.86,32.14,25.0,78.57,82.14,78.57,71.43,67.86,64.29,53.57,50.0,28.57,85.71,82.14,78.57,28
89,12.5,62.5,12.5,0.0,25.0,12.5,12.5,50.0,0.0,25.0,62.5,12.5,12.5,12.5,12.5,12.5,62.5,12.5,8
90,95.95,96.28,97.41,50.97,78.64,69.09,87.54,92.56,89.81,95.31,95.63,96.44,88.03,85.11,80.42,96.12,96.76,97.57,618
91,79.66,86.44,88.14,22.03,18.64,54.24,62.71,69.49,77.97,71.19,74.58,79.66,71.19,62.71,59.32,81.36,86.44,86.44,59
92,0.0,58.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,58.33,0.0,12
93,50.0,74.14,84.48,3.45,1.72,12.07,6.9,41.38,60.34,22.41,58.62,65.52,22.41,41.38,43.1,50.0,74.14,84.48,58
94,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,3
95,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,3
96,71.43,28.57,0.0,71.43,0.0,0.0,57.14,28.57,14.29,71.43,28.57,0.0,71.43,28.57,0.0,71.43,28.57,0.0,7
97,79.37,85.71,74.6,55.56,14.29,33.33,74.6,87.3,76.19,73.02,84.13,76.19,71.43,52.38,63.49,79.37,87.3,76.19,63
98,100.0,66.67,66.67,0.0,0.0,0.0,33.33,0.0,0.0,100.0,33.33,33.33,33.33,0.0,33.33,100.0,66.67,66.67,3
99,78.95,94.74,84.21,5.26,15.79,26.32,73.68,78.95,73.68,73.68,89.47,84.21,63.16,78.95,73.68,78.95,94.74,84.21,19
100,66.67,33.33,83.33,0.0,0.0,0.0,50.0,0.0,0.0,50.0,16.67,66.67,50.0,16.67,50.0,66.67,33.33,83.33,6
101,80.0,60.0,0.0,40.0,0.0,20.0,60.0,0.0,0.0,80.0,60.0,0.0,40.0,0.0,0.0,80.0,60.0,0.0,5
102,92.0,92.0,96.0,8.0,12.0,8.0,52.0,68.0,40.0,68.0,76.0,84.0,48.0,72.0,60.0,92.0,92.0,96.0,25
