class,Original_model_42,fog1_model_42,fog2_model_42,fog3_model_42,fog4_model_42,fog5_model_42,fog6_model_42,fog7_model_42,fog8_model_42,fog9_model_42,fog10_model_42,images
51,99.59,80.66,73.66,60.49,53.91,46.5,33.74,16.87,4.12,0.82,0.0,243
52,98.14,84.5,77.48,65.7,59.71,47.93,29.75,17.15,8.26,4.55,0.0,484
53,89.08,63.87,52.52,42.86,29.41,18.91,7.56,5.04,0.42,0.84,0.0,238
54,56.25,25.0,12.5,12.5,12.5,6.25,6.25,0.0,0.0,0.0,0.0,16
55,97.84,76.19,66.67,50.22,32.47,16.88,8.23,2.6,0.87,0.0,0.0,231
56,79.17,50.0,25.0,29.17,8.33,12.5,20.83,4.17,0.0,4.17,0.0,24
57,96.94,80.61,71.43,60.71,47.96,30.61,13.78,7.65,0.0,0.0,0.0,196
58,41.67,50.0,33.33,8.33,8.33,0.0,0.0,0.0,0.0,0.0,0.0,12
59,100.0,96.3,92.59,85.19,55.56,25.93,18.52,7.41,0.0,0.0,0.0,27
60,98.41,69.84,60.32,52.38,49.21,34.92,15.87,11.11,0.0,0.0,0.0,63
61,96.43,87.5,75.0,50.0,55.36,39.29,17.86,8.93,3.57,1.79,0.0,56
62,84.85,81.82,69.7,57.58,42.42,36.36,9.09,6.06,0.0,0.0,0.0,33
63,97.78,89.78,83.56,80.89,75.56,60.0,46.22,29.78,12.44,0.89,0.0,225
64,63.64,27.27,36.36,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
65,100.0,11.11,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
66,90.77,76.92,73.85,70.77,52.31,36.92,32.31,19.23,8.46,3.08,3.85,130
67,99.44,88.33,77.78,65.56,53.33,42.78,31.67,18.33,3.89,1.67,0.0,180
68,91.67,86.11,86.11,72.22,58.33,41.67,27.78,11.11,8.33,0.0,0.0,36
69,72.73,63.64,72.73,63.64,54.55,54.55,27.27,0.0,0.0,0.0,0.0,11
70,100.0,93.1,89.66,79.31,70.69,48.28,22.41,13.79,0.0,3.45,0.0,58
71,95.83,87.5,83.33,70.83,50.0,20.83,12.5,8.33,0.0,0.0,0.0,24
72,97.67,90.7,91.86,83.72,68.6,56.98,33.72,11.63,3.49,0.0,0.0,86
73,97.96,93.88,91.84,87.76,81.63,67.35,44.9,20.41,6.12,2.04,0.0,49
74,98.06,94.17,89.81,86.41,80.1,71.84,58.74,44.66,25.24,12.62,3.4,206
75,90.2,86.27,86.27,82.35,70.59,68.63,56.86,33.33,9.8,0.0,0.0,51
76,88.89,55.56,44.44,33.33,33.33,22.22,33.33,11.11,5.56,0.0,0.0,18
77,89.13,73.19,71.74,66.67,57.25,48.55,33.33,12.32,3.62,0.0,0.0,138
78,98.98,90.36,82.74,72.08,61.42,44.67,27.41,9.64,2.54,0.0,0.0,197
79,94.17,91.26,85.44,72.82,58.25,42.72,25.24,10.68,2.91,0.0,0.97,103
80,100.0,100.0,100.0,100.0,100.0,66.67,0.0,0.0,0.0,0.0,0.0,3
81,91.67,86.11,77.78,69.44,58.33,50.0,16.67,5.56,0.0,0.0,0.0,36
82,100.0,85.71,42.86,28.57,28.57,14.29,14.29,0.0,0.0,0.0,0.0,7
83,93.59,84.62,69.23,61.54,42.31,42.31,16.67,12.82,2.56,0.0,0.0,78
84,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
86,92.13,73.6,71.35,61.8,47.19,39.33,27.53,11.8,16.29,6.18,3.93,178
87,91.14,73.42,64.56,54.43,54.43,39.24,25.32,18.99,9.49,4.43,6.96,158
88,85.71,67.86,64.29,57.14,39.29,21.43,14.29,3.57,3.57,3.57,0.0,28
89,75.0,50.0,37.5,25.0,37.5,12.5,12.5,0.0,0.0,0.0,0.0,8
90,98.54,95.15,91.1,87.86,81.72,67.8,54.21,40.13,24.6,15.05,10.52,618
91,94.92,84.75,81.36,69.49,67.8,55.93,35.59,18.64,5.08,0.0,0.0,59
92,66.67,75.0,41.67,33.33,25.0,33.33,16.67,8.33,0.0,0.0,0.0,12
93,84.48,50.0,50.0,29.31,31.03,18.97,20.69,3.45,1.72,1.72,1.72,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,14.29,28.57,28.57,28.57,14.29,14.29,0.0,14.29,0.0,0.0,0.0,7
97,95.24,85.71,77.78,73.02,63.49,52.38,26.98,22.22,9.52,1.59,0.0,63
98,100.0,100.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
99,94.74,94.74,89.47,78.95,68.42,52.63,31.58,15.79,0.0,0.0,0.0,19
100,83.33,66.67,83.33,66.67,66.67,33.33,33.33,16.67,16.67,0.0,0.0,6
101,100.0,100.0,100.0,100.0,100.0,80.0,40.0,20.0,0.0,0.0,0.0,5
102,96.0,92.0,80.0,76.0,32.0,24.0,20.0,8.0,0.0,0.0,0.0,25
