class,Original_model_52,Original_model_49,Original_model_42,fog_model_52,fog_model_49,fog_model_42,night_model_52,night_model_49,night_model_42,rain_model_52,rain_model_49,rain_model_42,snow_model_52,snow_model_49,snow_model_42,day_model_52,day_model_49,day_model_42,images
24,55.0,60.0,40.0,5.0,5.0,5.0,40.0,55.0,40.0,35.0,60.0,45.0,35.0,35.0,15.0,55.0,60.0,40.0,20
25,76.19,80.95,85.71,47.62,23.81,42.86,76.19,61.9,66.67,76.19,66.67,90.48,61.9,38.1,57.14,76.19,80.95,100.0,21
26,81.82,77.27,86.36,36.36,22.73,40.91,81.82,72.73,81.82,72.73,63.64,81.82,63.64,50.0,63.64,77.27,77.27,86.36,22
27,17.65,5.88,23.53,0.0,0.0,11.76,17.65,0.0,17.65,23.53,0.0,23.53,5.88,5.88,11.76,23.53,5.88,23.53,17
28,96.88,89.84,97.27,53.91,52.34,62.5,88.28,73.83,94.53,87.5,84.77,89.06,61.72,60.16,66.8,96.88,90.23,97.66,256
29,61.4,50.88,77.19,14.04,21.05,7.02,70.18,40.35,63.16,40.35,38.6,38.6,29.82,21.05,21.05,61.4,50.88,77.19,57
30,96.29,96.52,97.22,80.05,78.65,88.63,95.82,96.75,97.91,92.34,95.59,96.75,85.15,88.86,85.15,96.29,96.75,97.45,431
31,85.56,87.22,90.0,30.56,22.22,41.67,66.11,63.33,81.11,77.78,84.44,87.78,73.33,85.56,80.56,84.44,87.78,90.56,180
32,96.63,93.82,95.22,89.89,77.53,88.48,93.26,89.61,85.96,93.54,93.54,91.57,77.81,76.69,74.16,96.63,93.82,96.07,356
33,50.0,72.22,77.78,0.0,11.11,38.89,22.22,22.22,83.33,38.89,55.56,72.22,44.44,72.22,66.67,50.0,72.22,77.78,18
34,100.0,95.24,95.24,76.19,66.67,95.24,100.0,95.24,100.0,100.0,100.0,100.0,80.95,90.48,90.48,100.0,95.24,95.24,21
35,91.43,77.14,88.57,31.43,11.43,40.0,28.57,17.14,48.57,80.0,71.43,77.14,65.71,60.0,57.14,91.43,77.14,85.71,35
36,96.1,95.45,95.45,60.39,53.9,58.44,76.62,65.58,30.52,94.81,94.81,92.86,88.96,90.91,79.87,96.1,96.1,95.45,154
37,97.12,92.81,97.12,53.24,36.69,87.05,94.24,89.21,97.12,95.68,92.09,96.4,63.31,80.58,67.63,96.4,93.53,97.12,139
38,88.89,66.67,66.67,44.44,11.11,22.22,44.44,44.44,66.67,88.89,66.67,44.44,88.89,44.44,66.67,88.89,66.67,66.67,9
39,90.91,84.85,93.94,24.24,24.24,51.52,57.58,45.45,87.88,78.79,75.76,87.88,66.67,60.61,57.58,90.91,84.85,90.91,33
40,89.36,95.74,97.87,53.19,31.91,63.83,89.36,85.11,93.62,89.36,91.49,93.62,76.6,63.83,74.47,89.36,95.74,97.87,47
41,93.81,89.69,95.88,57.73,41.24,35.05,91.75,91.75,96.91,88.66,83.51,81.44,68.04,58.76,68.04,93.81,90.72,95.88,97
42,93.59,96.15,94.87,53.85,58.97,73.08,84.62,89.74,93.59,94.87,94.87,92.31,74.36,80.77,83.33,93.59,96.15,94.87,78
43,90.74,79.63,92.59,55.56,57.41,75.93,88.89,75.93,92.59,88.89,77.78,96.3,77.78,68.52,83.33,90.74,81.48,92.59,54
44,85.71,57.14,57.14,0.0,14.29,14.29,85.71,14.29,57.14,85.71,57.14,57.14,71.43,0.0,42.86,85.71,71.43,57.14,7
45,93.96,92.45,97.36,44.91,52.45,36.6,92.83,84.53,93.21,86.04,88.3,89.81,66.79,71.32,69.06,94.34,92.45,96.98,265
46,96.08,91.76,94.51,9.8,15.29,9.02,90.59,80.78,71.76,73.73,72.55,70.59,47.06,47.45,36.08,95.29,92.16,94.12,255
47,81.48,81.48,88.89,0.0,11.11,37.04,44.44,70.37,92.59,81.48,66.67,85.19,44.44,74.07,66.67,85.19,81.48,88.89,27
48,89.51,90.43,95.37,53.4,57.72,63.89,82.41,82.41,90.12,88.58,89.81,93.21,74.38,78.7,74.69,89.2,90.74,95.37,324
49,85.71,85.71,92.86,26.79,25.0,53.57,80.36,83.93,83.93,83.93,78.57,83.93,67.86,71.43,78.57,83.93,83.93,94.64,56
50,92.75,92.03,93.24,44.93,72.46,66.43,83.82,91.55,93.72,82.37,87.2,83.57,65.7,69.32,60.39,91.79,90.34,92.75,414
51,88.89,81.07,92.18,3.29,15.64,22.22,76.13,75.31,89.71,71.19,63.79,71.6,48.56,44.03,44.03,88.07,79.42,91.36,243
52,94.21,92.56,96.9,28.51,52.27,49.38,81.2,90.91,92.15,71.28,78.93,82.85,52.89,51.65,59.09,93.18,91.74,95.45,484
53,91.6,88.66,84.03,23.95,43.28,22.27,87.39,87.82,81.93,72.27,78.99,69.33,42.86,52.52,51.26,90.34,88.24,82.77,238
54,43.75,25.0,62.5,0.0,6.25,18.75,6.25,0.0,25.0,31.25,25.0,43.75,25.0,31.25,25.0,43.75,25.0,56.25,16
55,91.34,92.64,87.01,6.06,14.72,7.36,81.82,87.45,77.06,68.83,74.46,68.83,53.25,54.11,34.2,90.91,92.64,87.88,231
56,50.0,62.5,66.67,4.17,12.5,4.17,4.17,12.5,4.17,37.5,45.83,54.17,20.83,25.0,37.5,50.0,66.67,70.83,24
57,80.1,75.0,86.73,2.04,34.69,12.24,71.43,64.8,85.2,58.67,69.39,67.35,38.27,31.12,37.24,79.08,75.0,88.78,196
58,91.67,66.67,100.0,0.0,0.0,8.33,58.33,83.33,91.67,91.67,75.0,83.33,33.33,25.0,33.33,91.67,83.33,100.0,12
59,96.3,100.0,100.0,59.26,18.52,18.52,96.3,85.19,100.0,96.3,81.48,92.59,44.44,48.15,59.26,96.3,100.0,100.0,27
60,74.6,65.08,71.43,3.17,11.11,0.0,76.19,50.79,76.19,34.92,61.9,47.62,12.7,31.75,23.81,71.43,66.67,66.67,63
61,89.29,82.14,92.86,14.29,62.5,33.93,92.86,82.14,89.29,91.07,83.93,87.5,60.71,37.5,51.79,87.5,82.14,91.07,56
62,69.7,84.85,75.76,21.21,18.18,3.03,72.73,84.85,93.94,42.42,69.7,72.73,30.3,42.42,42.42,69.7,84.85,78.79,33
63,90.67,94.67,90.22,14.22,31.11,29.33,30.22,52.89,55.11,65.33,90.22,83.11,43.11,76.44,64.0,90.67,94.67,90.67,225
64,54.55,27.27,54.55,0.0,0.0,0.0,0.0,0.0,27.27,36.36,27.27,36.36,36.36,27.27,27.27,54.55,27.27,54.55,11
65,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,9
66,72.31,74.62,76.15,5.38,20.0,19.23,16.15,49.23,48.46,50.0,72.31,58.46,30.77,62.31,41.54,72.31,75.38,76.15,130
67,97.78,96.67,98.89,9.44,30.0,37.78,69.44,48.89,86.11,72.78,78.89,80.0,47.78,60.56,57.22,97.22,97.22,99.44,180
68,86.11,77.78,91.67,13.89,33.33,38.89,66.67,61.11,80.56,69.44,58.33,88.89,36.11,41.67,63.89,86.11,72.22,88.89,36
69,45.45,72.73,72.73,18.18,27.27,27.27,36.36,54.55,72.73,45.45,63.64,72.73,9.09,63.64,54.55,45.45,72.73,72.73,11
70,100.0,96.55,96.55,8.62,31.03,34.48,84.48,77.59,86.21,93.1,87.93,94.83,65.52,79.31,79.31,100.0,94.83,98.28,58
71,95.83,95.83,87.5,0.0,4.17,0.0,25.0,33.33,37.5,66.67,79.17,79.17,33.33,70.83,54.17,95.83,95.83,87.5,24
72,93.02,90.7,93.02,18.6,31.4,8.14,29.07,19.77,31.4,89.53,91.86,83.72,62.79,69.77,51.16,94.19,90.7,93.02,86
73,91.84,97.96,97.96,6.12,42.86,69.39,67.35,38.78,95.92,85.71,97.96,95.92,77.55,89.8,89.8,91.84,97.96,97.96,49
74,95.15,95.63,97.09,62.14,47.09,44.17,79.13,55.83,82.52,90.78,91.26,92.72,75.24,78.64,83.01,95.63,95.15,96.6,206
75,82.35,94.12,90.2,27.45,60.78,29.41,21.57,50.98,25.49,74.51,80.39,74.51,64.71,78.43,64.71,82.35,92.16,90.2,51
76,88.89,83.33,77.78,27.78,16.67,27.78,33.33,22.22,77.78,61.11,66.67,77.78,38.89,66.67,55.56,94.44,83.33,77.78,18
77,78.26,84.06,86.23,12.32,44.93,36.23,42.75,34.06,71.01,60.14,81.88,78.99,46.38,65.94,63.77,78.26,83.33,86.96,138
78,87.82,87.82,91.37,14.21,45.69,17.26,53.3,47.21,76.65,81.22,82.74,81.22,47.21,59.9,55.33,87.82,87.82,91.88,197
79,92.23,96.12,92.23,5.83,27.18,33.01,75.73,29.13,84.47,88.35,87.38,89.32,71.84,72.82,71.84,92.23,95.15,92.23,103
80,100.0,100.0,100.0,0.0,33.33,0.0,0.0,0.0,0.0,66.67,100.0,66.67,66.67,66.67,33.33,100.0,100.0,100.0,3
81,72.22,77.78,77.78,0.0,0.0,0.0,19.44,0.0,52.78,52.78,47.22,55.56,16.67,25.0,27.78,72.22,75.0,75.0,36
82,85.71,71.43,28.57,0.0,0.0,0.0,0.0,0.0,0.0,42.86,71.43,71.43,14.29,42.86,14.29,71.43,71.43,28.57,7
83,92.31,96.15,98.72,17.95,32.05,33.33,75.64,85.9,89.74,80.77,88.46,89.74,60.26,73.08,70.51,92.31,96.15,98.72,78
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,44.44,11.11,0.0,0.0,0.0,0.0,22.22,11.11,0.0,55.56,0.0,0.0,22.22,11.11,11.11,55.56,11.11,0.0,9
86,88.2,81.46,83.71,11.8,20.79,19.1,24.72,22.47,26.97,84.27,70.22,75.84,57.87,48.88,56.74,87.64,83.71,84.27,178
87,46.2,43.04,60.76,1.9,2.53,7.59,5.7,10.76,12.03,31.65,36.08,37.97,34.81,33.54,28.48,45.57,44.3,60.76,158
88,75.0,39.29,64.29,21.43,25.0,10.71,46.43,28.57,32.14,60.71,46.43,50.0,39.29,28.57,39.29,75.0,39.29,64.29,28
89,37.5,37.5,0.0,12.5,50.0,0.0,37.5,25.0,0.0,50.0,50.0,0.0,12.5,12.5,0.0,37.5,37.5,0.0,8
90,98.22,95.31,97.57,77.83,69.58,72.82,91.75,87.06,85.92,96.93,93.53,96.12,88.19,87.54,82.36,98.22,95.15,97.57,618
91,81.36,89.83,86.44,37.29,49.15,27.12,49.15,64.41,79.66,76.27,84.75,86.44,61.02,69.49,67.8,81.36,91.53,86.44,59
92,25.0,66.67,0.0,0.0,8.33,8.33,0.0,50.0,16.67,0.0,66.67,8.33,16.67,50.0,16.67,25.0,66.67,0.0,12
93,55.17,46.55,75.86,1.72,29.31,6.9,15.52,8.62,60.34,29.31,46.55,56.9,17.24,44.83,39.66,53.45,48.28,75.86,58
94,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,28.57,42.86,57.14,0.0,14.29,42.86,28.57,42.86,14.29,28.57,42.86,42.86,42.86,42.86,42.86,28.57,42.86,57.14,7
97,80.95,73.02,88.89,14.29,57.14,41.27,84.13,66.67,79.37,77.78,79.37,82.54,58.73,46.03,57.14,82.54,76.19,87.3,63
98,100.0,100.0,100.0,0.0,0.0,0.0,0.0,33.33,0.0,33.33,100.0,66.67,0.0,66.67,0.0,100.0,100.0,100.0,3
99,94.74,94.74,94.74,0.0,36.84,36.84,21.05,89.47,26.32,78.95,94.74,94.74,36.84,84.21,57.89,94.74,94.74,94.74,19
100,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,33.33,0.0,0.0,50.0,6
101,100.0,100.0,100.0,0.0,0.0,40.0,0.0,0.0,80.0,80.0,100.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,5
102,96.0,84.0,92.0,0.0,48.0,8.0,24.0,84.0,68.0,60.0,84.0,80.0,28.0,52.0,60.0,96.0,88.0,92.0,25
