class,Original_model_52,Original_model_49,Original_model_42,fog_model_52,fog_model_49,fog_model_42,night_model_52,night_model_49,night_model_42,rain_model_52,rain_model_49,rain_model_42,snow_model_52,snow_model_49,snow_model_42,day_model_52,day_model_49,day_model_42,images
74,94.17,96.12,95.63,19.42,42.72,61.17,50.97,55.83,85.44,89.81,89.81,91.75,77.18,73.3,80.1,94.17,96.12,96.12,206
75,86.27,88.24,90.2,37.25,62.75,58.82,64.71,86.27,52.94,70.59,80.39,78.43,68.63,66.67,78.43,88.24,88.24,90.2,51
76,88.89,83.33,94.44,22.22,38.89,33.33,22.22,83.33,22.22,61.11,77.78,77.78,38.89,50.0,50.0,88.89,88.89,94.44,18
77,82.61,90.58,87.68,11.59,28.26,36.23,50.72,63.77,66.67,73.19,82.61,81.16,62.32,67.39,60.87,83.33,90.58,87.68,138
78,90.86,90.36,90.36,18.78,31.98,46.19,73.6,67.01,64.97,81.22,83.25,85.28,58.88,49.75,60.41,90.86,90.36,90.86,197
79,91.26,92.23,91.26,19.42,38.83,19.42,83.5,55.34,69.9,89.32,89.32,87.38,76.7,71.84,70.87,91.26,91.26,91.26,103
80,100.0,100.0,100.0,0.0,33.33,0.0,0.0,66.67,0.0,100.0,100.0,100.0,66.67,100.0,33.33,100.0,100.0,100.0,3
81,72.22,86.11,83.33,19.44,5.56,0.0,52.78,27.78,50.0,61.11,77.78,77.78,41.67,58.33,58.33,72.22,86.11,83.33,36
82,71.43,85.71,100.0,0.0,0.0,0.0,14.29,0.0,28.57,71.43,85.71,85.71,42.86,14.29,42.86,71.43,85.71,100.0,7
83,97.44,97.44,96.15,34.62,57.69,29.49,92.31,89.74,58.97,84.62,92.31,80.77,71.79,76.92,67.95,97.44,97.44,96.15,78
84,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,4
85,66.67,44.44,55.56,0.0,33.33,22.22,0.0,11.11,44.44,33.33,44.44,44.44,11.11,22.22,33.33,66.67,44.44,44.44,9
86,90.45,91.01,87.64,16.85,23.6,26.4,63.48,55.06,52.81,82.02,84.83,81.46,62.36,82.02,64.61,90.45,90.45,88.76,178
87,68.99,79.11,74.68,19.62,9.49,8.86,35.44,31.01,34.18,58.86,66.46,64.56,34.18,63.29,55.06,70.25,80.38,74.68,158
88,85.71,67.86,75.0,32.14,17.86,32.14,82.14,67.86,64.29,75.0,50.0,64.29,39.29,53.57,39.29,85.71,64.29,75.0,28
89,37.5,37.5,62.5,12.5,62.5,25.0,50.0,25.0,62.5,37.5,37.5,50.0,25.0,25.0,25.0,37.5,37.5,62.5,8
90,96.12,98.06,96.44,49.03,84.3,73.79,83.66,91.26,88.19,95.63,97.41,96.12,87.22,85.92,86.89,96.6,97.9,96.6,618
91,81.36,89.83,88.14,40.68,44.07,35.59,59.32,83.05,61.02,62.71,84.75,77.97,52.54,76.27,50.85,83.05,89.83,88.14,59
92,16.67,75.0,8.33,0.0,0.0,16.67,0.0,25.0,0.0,0.0,75.0,16.67,0.0,58.33,0.0,16.67,75.0,8.33,12
93,67.24,75.86,79.31,6.9,15.52,1.72,18.97,39.66,1.72,37.93,62.07,44.83,31.03,39.66,24.14,67.24,77.59,77.59,58
94,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,42.86,28.57,85.71,14.29,28.57,14.29,57.14,42.86,28.57,42.86,28.57,85.71,42.86,42.86,71.43,42.86,28.57,85.71,7
97,82.54,73.02,73.02,39.68,52.38,68.25,77.78,84.13,71.43,76.19,76.19,74.6,49.21,61.9,58.73,82.54,73.02,73.02,63
98,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,66.67,33.33,66.67,0.0,0.0,100.0,100.0,100.0,3
99,78.95,78.95,78.95,0.0,21.05,0.0,42.11,73.68,0.0,78.95,78.95,63.16,42.11,52.63,31.58,78.95,78.95,78.95,19
100,100.0,100.0,16.67,33.33,66.67,0.0,66.67,100.0,0.0,83.33,100.0,16.67,50.0,100.0,16.67,100.0,100.0,16.67,6
101,100.0,40.0,100.0,20.0,40.0,0.0,20.0,0.0,0.0,100.0,40.0,60.0,100.0,60.0,100.0,100.0,40.0,100.0,5
102,84.0,88.0,92.0,16.0,28.0,16.0,80.0,68.0,28.0,76.0,84.0,76.0,36.0,56.0,64.0,84.0,88.0,92.0,25
