class,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42,images
63,94.22,12.44,28.89,40.89,30.67,7.11,225
64,81.82,0.0,0.0,9.09,18.18,9.09,11
65,66.67,11.11,0.0,0.0,11.11,0.0,9
66,88.46,8.46,11.54,28.46,33.08,6.15,130
67,100.0,37.22,15.56,30.56,52.78,18.33,180
68,94.44,36.11,36.11,61.11,72.22,16.67,36
69,72.73,63.64,27.27,36.36,54.55,27.27,11
70,100.0,48.28,31.03,53.45,58.62,24.14,58
71,100.0,20.83,45.83,37.5,70.83,20.83,24
72,97.67,58.14,59.3,72.09,73.26,31.4,86
73,97.96,61.22,46.94,69.39,85.71,51.02,49
74,96.6,33.01,40.78,55.83,59.22,30.58,206
75,86.27,58.82,60.78,66.67,72.55,37.25,51
76,88.89,5.56,22.22,22.22,11.11,22.22,18
77,90.58,43.48,42.03,50.72,68.84,36.96,138
78,98.48,52.79,31.98,45.18,67.51,20.81,197
79,93.2,35.92,41.75,50.49,77.67,43.69,103
80,100.0,33.33,33.33,66.67,100.0,0.0,3
81,91.67,47.22,33.33,50.0,77.78,38.89,36
82,85.71,0.0,0.0,0.0,14.29,0.0,7
83,92.31,11.54,8.97,16.67,41.03,7.69,78
84,25.0,0.0,0.0,0.0,25.0,25.0,4
85,33.33,0.0,11.11,0.0,11.11,11.11,9
86,94.94,21.35,23.03,24.16,52.25,20.79,178
87,73.42,10.76,10.76,17.72,35.44,12.03,158
88,75.0,10.71,7.14,21.43,35.71,10.71,28
89,100.0,12.5,0.0,37.5,37.5,12.5,8
90,98.22,39.64,45.15,63.27,66.34,29.13,618
91,83.05,32.2,16.95,42.37,52.54,25.42,59
92,16.67,16.67,8.33,16.67,16.67,8.33,12
93,68.97,8.62,5.17,12.07,8.62,5.17,58
94,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,3
96,14.29,0.0,0.0,14.29,28.57,0.0,7
97,88.89,42.86,31.75,36.51,58.73,44.44,63
98,100.0,0.0,0.0,0.0,66.67,0.0,3
99,94.74,31.58,0.0,36.84,47.37,5.26,19
100,83.33,33.33,16.67,33.33,33.33,0.0,6
101,100.0,0.0,20.0,60.0,0.0,20.0,5
102,96.0,16.0,24.0,28.0,76.0,8.0,25
