class,Original_model_42,snow1_model_42,snow2_model_42,snow3_model_42,snow4_model_42,snow5_model_42,snow6_model_42,snow7_model_42,snow8_model_42,snow9_model_42,snow10_model_42,images
41,91.75,92.78,91.75,91.75,91.75,91.75,91.75,91.75,90.72,90.72,90.72,97
42,91.03,89.74,92.31,93.59,91.03,89.74,89.74,92.31,87.18,88.46,85.9,78
43,100.0,100.0,100.0,98.15,94.44,92.59,96.3,94.44,94.44,90.74,94.44,54
44,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,7
45,99.62,99.25,99.25,98.49,99.25,98.11,97.74,98.11,96.6,97.36,95.09,265
46,96.86,97.25,96.86,97.25,96.08,96.47,96.08,95.29,94.12,91.76,93.33,255
47,77.78,85.19,74.07,74.07,74.07,66.67,70.37,62.96,59.26,66.67,66.67,27
48,93.21,93.21,92.9,90.74,91.05,91.05,91.67,89.81,90.74,87.96,86.42,324
49,91.07,91.07,94.64,91.07,91.07,91.07,89.29,85.71,91.07,82.14,89.29,56
50,92.27,91.3,90.34,89.61,86.96,82.85,82.13,82.37,78.26,76.33,74.88,414
51,93.0,92.18,88.89,89.71,88.07,84.77,84.77,84.36,80.66,79.84,75.72,243
52,96.69,96.28,95.45,94.21,92.77,92.56,89.88,89.67,89.26,86.36,85.54,484
53,88.66,87.82,86.55,83.61,81.09,76.05,74.37,72.69,69.75,68.07,66.81,238
54,62.5,62.5,62.5,50.0,56.25,43.75,68.75,56.25,56.25,43.75,50.0,16
55,95.67,93.51,94.37,90.91,90.48,88.74,87.45,85.28,81.82,80.52,77.06,231
56,70.83,70.83,62.5,50.0,66.67,45.83,41.67,41.67,41.67,45.83,29.17,24
57,93.88,91.33,91.33,90.31,92.35,89.8,85.2,87.24,81.63,82.14,80.61,196
58,83.33,83.33,83.33,91.67,75.0,58.33,66.67,75.0,66.67,50.0,41.67,12
59,100.0,100.0,100.0,96.3,100.0,96.3,92.59,92.59,100.0,92.59,96.3,27
60,88.89,87.3,85.71,76.19,80.95,79.37,76.19,82.54,71.43,76.19,69.84,63
61,91.07,89.29,83.93,89.29,89.29,91.07,82.14,85.71,85.71,83.93,89.29,56
62,84.85,90.91,87.88,87.88,81.82,81.82,90.91,81.82,75.76,78.79,78.79,33
63,96.89,96.0,96.44,95.11,96.0,93.78,92.89,93.33,90.22,90.22,91.11,225
64,72.73,72.73,63.64,90.91,72.73,54.55,72.73,72.73,72.73,54.55,54.55,11
65,66.67,77.78,55.56,44.44,44.44,88.89,44.44,33.33,22.22,55.56,44.44,9
66,81.54,80.77,78.46,80.0,76.15,75.38,72.31,72.31,70.0,69.23,68.46,130
67,100.0,100.0,98.89,100.0,98.89,97.78,98.33,97.78,98.89,95.56,96.11,180
68,88.89,86.11,80.56,86.11,75.0,80.56,83.33,86.11,80.56,86.11,72.22,36
69,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,11
70,98.28,96.55,98.28,98.28,94.83,100.0,96.55,98.28,91.38,96.55,96.55,58
71,100.0,100.0,100.0,91.67,91.67,95.83,95.83,100.0,91.67,95.83,95.83,24
72,96.51,96.51,95.35,97.67,96.51,97.67,95.35,95.35,95.35,96.51,97.67,86
73,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,89.8,49
74,96.6,97.09,96.12,94.66,94.66,94.17,94.66,94.66,91.75,92.23,91.26,206
75,92.16,94.12,96.08,94.12,96.08,98.04,90.2,94.12,94.12,90.2,94.12,51
76,77.78,83.33,77.78,77.78,66.67,72.22,61.11,72.22,61.11,61.11,55.56,18
77,88.41,88.41,86.96,89.13,86.96,86.23,87.68,84.78,80.43,81.16,81.16,138
78,97.97,97.97,97.46,96.95,97.97,97.97,94.92,94.92,92.39,92.89,89.85,197
79,94.17,94.17,95.15,94.17,94.17,92.23,91.26,91.26,93.2,92.23,87.38,103
80,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3
81,86.11,86.11,86.11,86.11,86.11,83.33,86.11,86.11,86.11,83.33,86.11,36
82,71.43,71.43,71.43,71.43,57.14,85.71,71.43,85.71,71.43,57.14,71.43,7
83,96.15,97.44,97.44,96.15,94.87,94.87,94.87,91.03,93.59,91.03,85.9,78
84,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,4
85,33.33,33.33,22.22,22.22,11.11,33.33,11.11,22.22,11.11,11.11,11.11,9
86,96.07,96.07,96.63,94.94,96.63,92.13,94.94,93.26,93.82,87.08,90.45,178
87,94.3,94.94,94.94,91.77,93.04,89.24,86.08,87.97,87.34,87.34,81.65,158
88,89.29,85.71,92.86,89.29,85.71,85.71,82.14,78.57,82.14,71.43,82.14,28
89,37.5,25.0,12.5,25.0,37.5,12.5,25.0,25.0,0.0,37.5,0.0,8
90,97.25,97.25,97.41,96.76,96.12,96.6,96.12,95.31,95.47,93.04,94.01,618
91,91.53,91.53,91.53,84.75,83.05,77.97,81.36,79.66,76.27,76.27,72.88,59
92,8.33,8.33,0.0,8.33,8.33,0.0,0.0,8.33,0.0,0.0,8.33,12
93,67.24,56.9,58.62,51.72,51.72,36.21,46.55,31.03,34.48,24.14,39.66,58
94,33.33,33.33,33.33,33.33,33.33,33.33,66.67,33.33,0.0,33.33,33.33,3
95,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,0.0,0.0,0.0,3
96,57.14,57.14,42.86,42.86,42.86,71.43,42.86,57.14,57.14,28.57,42.86,7
97,87.3,87.3,88.89,88.89,85.71,82.54,85.71,82.54,80.95,74.6,77.78,63
98,100.0,100.0,100.0,100.0,33.33,66.67,33.33,33.33,33.33,66.67,33.33,3
99,84.21,84.21,89.47,84.21,78.95,78.95,89.47,78.95,89.47,84.21,84.21,19
100,33.33,33.33,33.33,33.33,50.0,33.33,16.67,50.0,33.33,33.33,33.33,6
101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,5
102,96.0,92.0,96.0,100.0,96.0,100.0,84.0,88.0,88.0,92.0,88.0,25
