class,Original_model_42,fog1_model_42,fog2_model_42,fog3_model_42,fog4_model_42,fog5_model_42,fog6_model_42,fog7_model_42,fog8_model_42,fog9_model_42,fog10_model_42,images
52,98.76,88.64,85.54,73.14,68.6,58.06,43.39,30.37,14.88,3.72,1.03,484
53,92.44,74.79,65.13,56.3,41.18,30.25,19.33,10.92,5.46,1.26,0.84,238
54,43.75,25.0,12.5,12.5,6.25,6.25,0.0,0.0,0.0,0.0,0.0,16
55,97.84,81.82,74.03,53.68,43.72,28.57,12.99,4.33,0.87,0.0,0.0,231
56,70.83,45.83,41.67,41.67,12.5,20.83,16.67,8.33,0.0,0.0,0.0,24
57,97.45,79.59,67.86,62.76,39.8,26.02,15.31,3.57,0.51,0.0,0.0,196
58,91.67,66.67,50.0,41.67,50.0,33.33,16.67,0.0,0.0,0.0,0.0,12
59,100.0,92.59,92.59,70.37,51.85,44.44,25.93,14.81,3.7,3.7,0.0,27
60,100.0,69.84,63.49,61.9,55.56,28.57,25.4,22.22,4.76,11.11,1.59,63
61,94.64,91.07,80.36,73.21,57.14,55.36,32.14,12.5,3.57,1.79,0.0,56
62,90.91,81.82,75.76,69.7,42.42,42.42,21.21,6.06,0.0,0.0,0.0,33
63,95.11,86.67,82.22,76.0,69.78,59.11,48.0,29.33,20.0,5.78,0.0,225
64,45.45,36.36,36.36,27.27,18.18,18.18,9.09,0.0,0.0,0.0,0.0,11
65,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
66,89.23,61.54,63.08,45.38,45.38,30.0,22.31,16.92,8.46,0.77,0.0,130
67,98.89,87.78,82.22,67.78,53.33,41.67,31.11,17.78,6.11,0.0,0.0,180
68,94.44,83.33,72.22,61.11,61.11,50.0,30.56,16.67,0.0,2.78,0.0,36
69,100.0,90.91,90.91,72.73,63.64,45.45,36.36,9.09,0.0,0.0,0.0,11
70,100.0,96.55,96.55,91.38,79.31,58.62,34.48,10.34,5.17,0.0,0.0,58
71,100.0,91.67,83.33,62.5,62.5,16.67,12.5,4.17,4.17,0.0,0.0,24
72,97.67,90.7,88.37,79.07,70.93,39.53,29.07,8.14,2.33,1.16,0.0,86
73,97.96,95.92,89.8,81.63,67.35,59.18,32.65,2.04,0.0,0.0,0.0,49
74,95.63,87.86,83.01,78.16,64.08,54.37,40.29,22.33,11.17,3.4,0.49,206
75,92.16,84.31,70.59,66.67,64.71,52.94,33.33,11.76,1.96,0.0,0.0,51
76,88.89,66.67,50.0,50.0,44.44,38.89,27.78,11.11,5.56,0.0,0.0,18
77,89.13,77.54,71.74,65.22,57.97,46.38,34.06,17.39,4.35,0.72,0.0,138
78,99.49,86.8,81.73,75.13,57.87,48.22,24.87,11.68,2.03,1.02,0.0,197
79,96.12,96.12,92.23,87.38,77.67,69.9,54.37,46.6,12.62,7.77,0.0,103
80,100.0,100.0,100.0,100.0,66.67,66.67,0.0,0.0,0.0,0.0,0.0,3
81,88.89,83.33,80.56,77.78,55.56,41.67,16.67,5.56,0.0,0.0,0.0,36
82,100.0,71.43,85.71,57.14,0.0,0.0,14.29,0.0,0.0,0.0,0.0,7
83,94.87,83.33,75.64,62.82,57.69,41.03,19.23,11.54,6.41,0.0,1.28,78
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,22.22,11.11,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
86,93.26,80.9,74.72,67.42,51.69,41.57,33.71,16.29,16.29,8.99,5.62,178
87,90.51,77.85,67.09,59.49,47.47,36.71,29.75,20.25,12.66,3.8,3.16,158
88,78.57,64.29,60.71,60.71,60.71,39.29,17.86,10.71,14.29,7.14,0.0,28
89,50.0,25.0,50.0,25.0,12.5,25.0,12.5,0.0,25.0,0.0,0.0,8
90,98.06,94.82,90.61,83.66,77.67,67.48,55.66,45.95,30.74,18.77,13.43,618
91,91.53,83.05,83.05,72.88,57.63,55.93,44.07,25.42,13.56,6.78,3.39,59
92,83.33,58.33,50.0,33.33,16.67,16.67,16.67,8.33,0.0,0.0,0.0,12
93,81.03,55.17,46.55,48.28,50.0,31.03,17.24,17.24,8.62,5.17,1.72,58
94,33.33,33.33,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,14.29,28.57,0.0,0.0,14.29,28.57,14.29,14.29,0.0,0.0,0.0,7
97,87.3,92.06,79.37,74.6,55.56,53.97,39.68,31.75,15.87,1.59,1.59,63
98,66.67,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,3
99,84.21,84.21,89.47,89.47,73.68,52.63,15.79,21.05,0.0,0.0,0.0,19
100,50.0,50.0,16.67,33.33,16.67,0.0,16.67,0.0,0.0,0.0,0.0,6
101,100.0,80.0,40.0,20.0,20.0,20.0,40.0,0.0,0.0,0.0,0.0,5
102,96.0,84.0,80.0,64.0,48.0,52.0,24.0,4.0,0.0,0.0,0.0,25
