class,Original_model_42,night1_model_42,night2_model_42,night3_model_42,night4_model_42,night5_model_42,night6_model_42,night7_model_42,night8_model_42,night9_model_42,night10_model_42,images
22,78.46,83.08,80.0,78.46,78.46,78.46,76.92,76.92,78.46,80.0,76.92,65
23,98.46,97.85,97.85,97.85,97.85,97.85,97.85,97.85,97.85,96.62,96.31,325
24,75.0,75.0,75.0,75.0,75.0,75.0,75.0,80.0,75.0,80.0,80.0,20
25,95.24,95.24,80.95,76.19,76.19,71.43,71.43,76.19,71.43,71.43,71.43,21
26,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,90.91,22
27,11.76,11.76,17.65,11.76,5.88,5.88,5.88,5.88,5.88,5.88,5.88,17
28,97.66,97.66,98.05,96.88,97.66,97.27,97.27,96.48,96.09,94.14,94.14,256
29,89.47,87.72,85.96,87.72,85.96,87.72,87.72,87.72,87.72,80.7,85.96,57
30,98.61,97.68,97.45,97.91,97.68,97.68,97.68,97.45,97.68,97.68,97.22,431
31,93.89,93.33,93.33,93.89,92.78,91.11,89.44,92.22,91.67,92.22,87.78,180
32,98.03,96.35,97.19,97.19,96.91,96.07,95.51,96.07,95.22,91.57,90.73,356
33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,18
34,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,21
35,91.43,94.29,91.43,94.29,97.14,94.29,97.14,91.43,91.43,74.29,74.29,35
36,100.0,99.35,98.05,98.05,97.4,97.4,97.4,98.05,96.75,95.45,90.26,154
37,94.24,94.24,94.24,94.24,94.24,94.24,94.24,93.53,93.53,93.53,91.37,139
38,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,55.56,55.56,55.56,9
39,90.91,90.91,93.94,93.94,93.94,93.94,93.94,93.94,93.94,93.94,93.94,33
40,87.23,87.23,89.36,89.36,87.23,85.11,85.11,89.36,87.23,89.36,85.11,47
41,97.94,97.94,97.94,97.94,97.94,97.94,97.94,96.91,97.94,97.94,97.94,97
42,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,93.59,89.74,78
43,92.59,92.59,94.44,94.44,90.74,92.59,92.59,90.74,90.74,90.74,90.74,54
44,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,85.71,71.43,7
45,99.62,99.25,99.25,99.25,98.87,98.87,98.87,99.25,98.49,98.49,97.36,265
46,97.25,97.25,97.25,97.25,97.25,97.25,97.65,97.65,97.65,97.65,97.25,255
47,88.89,88.89,92.59,92.59,92.59,92.59,92.59,92.59,92.59,88.89,85.19,27
48,95.37,94.44,93.83,93.83,94.14,94.14,93.21,92.9,92.59,91.67,91.98,324
49,92.86,91.07,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,94.64,56
50,97.83,96.86,97.58,97.58,97.34,97.34,97.34,96.62,96.62,96.86,95.65,414
51,98.35,97.53,97.53,97.53,97.53,97.53,97.94,98.35,97.53,97.53,96.3,243
52,98.35,98.14,97.93,97.93,97.52,97.31,97.11,96.69,96.69,96.07,96.28,484
53,90.76,90.76,91.18,89.92,87.82,87.39,87.39,87.39,88.66,86.97,84.03,238
54,56.25,56.25,56.25,56.25,56.25,50.0,50.0,43.75,43.75,43.75,50.0,16
55,96.97,95.24,95.67,95.67,95.24,94.37,95.24,94.81,94.37,92.21,91.77,231
56,79.17,79.17,79.17,79.17,79.17,66.67,54.17,58.33,50.0,45.83,54.17,24
57,97.96,97.45,96.94,97.96,97.96,97.96,97.96,97.45,97.45,97.45,96.94,196
58,83.33,75.0,66.67,83.33,83.33,83.33,83.33,83.33,83.33,91.67,83.33,12
59,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27
60,96.83,98.41,98.41,100.0,100.0,98.41,98.41,100.0,96.83,98.41,100.0,63
61,98.21,96.43,96.43,98.21,98.21,98.21,98.21,98.21,98.21,98.21,96.43,56
62,90.91,90.91,87.88,90.91,90.91,90.91,90.91,90.91,90.91,87.88,93.94,33
63,95.11,92.0,87.56,86.22,84.0,79.11,70.22,63.56,55.11,38.67,35.11,225
64,54.55,45.45,36.36,36.36,36.36,36.36,36.36,27.27,27.27,18.18,9.09,11
65,22.22,22.22,22.22,33.33,33.33,33.33,22.22,0.0,0.0,0.0,0.0,9
66,88.46,89.23,85.38,84.62,81.54,80.0,79.23,75.38,75.38,74.62,73.08,130
67,100.0,100.0,100.0,100.0,99.44,98.89,98.89,98.89,98.89,98.89,99.44,180
68,94.44,91.67,91.67,91.67,91.67,91.67,91.67,91.67,94.44,91.67,91.67,36
69,90.91,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.91,90.91,11
70,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,58
71,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,24
72,98.84,97.67,97.67,97.67,94.19,93.02,93.02,91.86,91.86,88.37,84.88,86
73,97.96,97.96,97.96,97.96,97.96,97.96,97.96,97.96,97.96,97.96,97.96,49
74,95.63,94.66,94.66,94.66,93.69,92.23,91.26,90.29,87.38,83.5,80.1,206
75,92.16,90.2,90.2,92.16,92.16,92.16,92.16,92.16,90.2,90.2,90.2,51
76,83.33,83.33,88.89,88.89,83.33,77.78,77.78,72.22,72.22,61.11,66.67,18
77,87.68,87.68,86.23,87.68,85.51,85.51,81.16,78.26,75.36,75.36,72.46,138
78,97.46,98.48,97.97,97.46,97.46,96.95,96.95,95.94,95.43,95.43,92.89,197
79,95.15,95.15,95.15,95.15,95.15,93.2,92.23,92.23,93.2,93.2,89.32,103
80,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33.33,33.33,3
81,88.89,88.89,88.89,91.67,91.67,91.67,91.67,91.67,94.44,91.67,91.67,36
82,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,57.14,57.14,7
83,98.72,96.15,96.15,96.15,96.15,96.15,96.15,96.15,94.87,92.31,96.15,78
84,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,4
85,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,9
86,93.82,89.89,88.76,88.2,87.64,85.96,85.96,85.96,81.46,77.53,75.28,178
87,88.61,79.75,77.85,77.22,72.78,67.72,60.76,53.8,53.8,50.63,52.53,158
88,82.14,82.14,82.14,82.14,82.14,82.14,78.57,75.0,71.43,71.43,64.29,28
89,62.5,75.0,62.5,75.0,75.0,75.0,62.5,62.5,62.5,50.0,50.0,8
90,98.06,97.57,97.57,97.25,96.76,96.76,96.44,95.95,94.82,93.69,90.78,618
91,91.53,91.53,91.53,89.83,89.83,89.83,89.83,91.53,91.53,89.83,88.14,59
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
93,72.41,62.07,58.62,55.17,50.0,55.17,48.28,44.83,43.1,36.21,34.48,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,0.0,66.67,3
96,57.14,57.14,57.14,57.14,57.14,57.14,57.14,42.86,42.86,42.86,57.14,7
97,93.65,90.48,88.89,90.48,92.06,92.06,92.06,93.65,93.65,87.3,85.71,63
98,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3
99,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.74,89.47,89.47,19
100,33.33,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,6
101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,20.0,0.0,5
102,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,25
