class,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42,images
48,91.67,74.38,62.96,70.37,73.46,51.23,324
49,92.86,78.57,55.36,64.29,80.36,55.36,56
50,96.14,79.47,63.53,73.43,80.43,63.04,414
51,96.71,67.49,53.91,68.31,65.84,49.79,243
52,95.25,79.75,73.55,77.27,79.34,65.91,484
53,89.08,51.68,44.96,56.3,54.62,28.57,238
54,50.0,18.75,18.75,25.0,18.75,18.75,16
55,90.04,66.23,50.65,61.04,67.53,45.02,231
56,62.5,20.83,8.33,25.0,12.5,16.67,24
57,90.82,63.27,56.63,61.22,73.47,52.55,196
58,100.0,33.33,50.0,33.33,41.67,33.33,12
59,96.3,33.33,18.52,40.74,51.85,29.63,27
60,92.06,77.78,58.73,66.67,74.6,63.49,63
61,94.64,67.86,66.07,69.64,78.57,51.79,56
62,72.73,60.61,30.3,30.3,66.67,45.45,33
63,92.89,38.22,73.33,76.44,52.44,46.67,225
64,54.55,27.27,9.09,9.09,45.45,18.18,11
65,77.78,0.0,11.11,33.33,44.44,22.22,9
66,84.62,38.46,63.85,67.69,54.62,40.77,130
67,100.0,80.0,83.89,85.56,89.44,76.11,180
68,94.44,55.56,47.22,44.44,77.78,50.0,36
69,72.73,54.55,54.55,63.64,63.64,54.55,11
70,100.0,84.48,84.48,79.31,86.21,77.59,58
71,100.0,58.33,50.0,66.67,79.17,41.67,24
72,95.35,70.93,70.93,82.56,83.72,76.74,86
73,95.92,69.39,73.47,79.59,79.59,61.22,49
74,95.63,64.08,78.64,82.04,73.3,56.8,206
75,98.04,80.39,82.35,74.51,84.31,78.43,51
76,77.78,27.78,33.33,27.78,55.56,22.22,18
77,86.96,73.19,73.91,73.19,78.26,70.29,138
78,97.97,75.13,68.53,77.16,86.29,73.1,197
79,86.41,82.52,73.79,80.58,86.41,70.87,103
80,66.67,0.0,0.0,66.67,66.67,33.33,3
81,88.89,55.56,50.0,52.78,63.89,58.33,36
82,85.71,14.29,28.57,28.57,28.57,28.57,7
83,98.72,76.92,75.64,75.64,85.9,70.51,78
84,25.0,25.0,0.0,25.0,0.0,0.0,4
85,11.11,0.0,0.0,0.0,0.0,0.0,9
86,93.82,42.7,72.47,78.09,65.73,48.88,178
87,89.87,27.22,50.0,53.8,60.13,48.73,158
88,78.57,46.43,39.29,42.86,46.43,28.57,28
89,25.0,37.5,12.5,37.5,12.5,12.5,8
90,97.09,82.85,85.6,91.26,82.85,65.05,618
91,86.44,57.63,50.85,57.63,69.49,37.29,59
92,58.33,0.0,0.0,8.33,16.67,0.0,12
93,53.45,5.17,6.9,12.07,6.9,5.17,58
94,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,3
96,28.57,0.0,0.0,0.0,0.0,14.29,7
97,87.3,68.25,57.14,68.25,73.02,46.03,63
98,0.0,0.0,0.0,0.0,0.0,0.0,3
99,78.95,78.95,63.16,63.16,78.95,52.63,19
100,66.67,0.0,50.0,16.67,66.67,50.0,6
101,100.0,80.0,80.0,100.0,80.0,80.0,5
102,96.0,76.0,52.0,60.0,84.0,44.0,25
