class,Original_model_42,snow1_model_42,snow2_model_42,snow3_model_42,snow4_model_42,snow5_model_42,snow6_model_42,snow7_model_42,snow8_model_42,snow9_model_42,snow10_model_42,images
29,91.23,91.23,85.96,82.46,75.44,75.44,66.67,64.91,68.42,59.65,50.88,57
30,97.68,97.68,98.14,97.45,97.45,96.75,96.52,96.29,96.06,95.36,92.58,431
31,96.67,95.56,96.11,94.44,95.0,93.33,91.11,91.67,86.67,85.56,85.56,180
32,98.31,98.6,96.35,94.38,92.42,91.85,90.73,89.33,86.24,84.83,83.43,356
33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,18
34,100.0,100.0,100.0,100.0,100.0,100.0,90.48,95.24,95.24,100.0,100.0,21
35,100.0,97.14,94.29,97.14,88.57,80.0,74.29,71.43,65.71,68.57,54.29,35
36,100.0,99.35,98.7,100.0,96.75,97.4,98.05,95.45,94.81,94.81,91.56,154
37,94.96,95.68,94.24,92.81,91.37,92.09,88.49,84.17,82.01,73.38,79.86,139
38,77.78,77.78,77.78,77.78,77.78,100.0,77.78,77.78,66.67,66.67,66.67,9
39,87.88,84.85,87.88,81.82,78.79,75.76,69.7,75.76,72.73,69.7,66.67,33
40,91.49,93.62,95.74,91.49,91.49,95.74,89.36,76.6,85.11,85.11,85.11,47
41,93.81,93.81,93.81,92.78,92.78,94.85,89.69,90.72,88.66,90.72,82.47,97
42,93.59,94.87,93.59,93.59,94.87,91.03,96.15,92.31,91.03,89.74,91.03,78
43,100.0,98.15,100.0,94.44,94.44,87.04,90.74,87.04,79.63,85.19,74.07,54
44,85.71,71.43,85.71,100.0,71.43,71.43,71.43,71.43,85.71,71.43,71.43,7
45,98.49,98.11,97.36,98.11,95.47,94.72,92.45,90.57,84.53,87.55,84.53,265
46,98.43,98.43,97.65,94.12,93.33,89.41,88.63,83.92,86.67,82.35,76.86,255
47,85.19,88.89,85.19,81.48,85.19,77.78,77.78,66.67,74.07,66.67,70.37,27
48,93.83,93.52,92.9,91.98,92.59,90.12,88.58,86.73,88.89,83.64,86.42,324
49,87.5,85.71,85.71,80.36,85.71,83.93,82.14,82.14,80.36,75.0,75.0,56
50,96.38,94.69,92.03,90.1,86.71,84.78,85.27,78.74,78.02,73.91,72.71,414
51,98.35,97.53,98.35,93.0,91.36,90.12,84.36,79.84,79.84,74.07,74.49,243
52,98.35,97.31,96.28,92.98,90.91,87.4,83.06,83.26,83.68,77.48,75.41,484
53,92.86,89.92,85.71,82.77,79.41,75.63,69.75,71.01,60.08,56.3,57.14,238
54,68.75,68.75,68.75,68.75,50.0,56.25,50.0,50.0,37.5,37.5,37.5,16
55,98.27,97.4,93.94,88.74,86.58,76.19,70.56,62.77,59.74,54.11,48.48,231
56,79.17,66.67,62.5,41.67,54.17,41.67,37.5,50.0,33.33,25.0,29.17,24
57,97.45,95.92,93.88,92.86,88.78,84.18,80.1,78.06,73.47,66.33,69.9,196
58,83.33,83.33,75.0,83.33,75.0,75.0,75.0,41.67,66.67,58.33,41.67,12
59,100.0,100.0,100.0,96.3,96.3,96.3,96.3,92.59,88.89,81.48,74.07,27
60,98.41,92.06,87.3,92.06,79.37,79.37,77.78,68.25,65.08,68.25,57.14,63
61,94.64,92.86,94.64,92.86,91.07,92.86,89.29,87.5,87.5,83.93,82.14,56
62,90.91,93.94,87.88,87.88,90.91,81.82,84.85,78.79,69.7,69.7,81.82,33
63,96.44,95.56,94.67,92.44,90.67,89.78,81.33,80.0,84.44,74.22,72.44,225
64,36.36,36.36,36.36,36.36,36.36,36.36,36.36,27.27,36.36,27.27,27.27,11
65,66.67,66.67,55.56,33.33,55.56,77.78,55.56,33.33,33.33,33.33,44.44,9
66,87.69,86.15,83.85,80.77,78.46,79.23,74.62,76.92,73.85,68.46,63.85,130
67,99.44,98.89,98.33,96.11,94.44,92.78,88.33,85.56,82.22,81.11,82.78,180
68,94.44,91.67,88.89,88.89,88.89,94.44,86.11,86.11,91.67,75.0,83.33,36
69,72.73,81.82,81.82,54.55,72.73,63.64,90.91,90.91,81.82,81.82,72.73,11
70,100.0,100.0,100.0,98.28,100.0,98.28,94.83,96.55,98.28,96.55,91.38,58
71,95.83,95.83,95.83,100.0,87.5,91.67,83.33,95.83,87.5,87.5,66.67,24
72,96.51,97.67,97.67,96.51,96.51,96.51,97.67,95.35,95.35,91.86,96.51,86
73,95.92,95.92,95.92,95.92,95.92,95.92,89.8,95.92,95.92,91.84,87.76,49
74,97.09,96.12,95.15,95.63,93.2,91.26,90.29,88.83,84.95,86.41,80.58,206
75,88.24,90.2,90.2,88.24,88.24,86.27,90.2,90.2,86.27,88.24,82.35,51
76,88.89,83.33,88.89,83.33,77.78,94.44,72.22,61.11,77.78,55.56,50.0,18
77,89.86,87.68,89.13,86.96,84.06,84.06,86.96,87.68,81.16,78.99,76.81,138
78,97.97,98.48,97.97,97.46,96.45,92.89,90.36,88.83,85.79,82.74,82.23,197
79,93.2,91.26,91.26,88.35,86.41,91.26,87.38,88.35,85.44,83.5,82.52,103
80,100.0,100.0,100.0,100.0,100.0,66.67,100.0,100.0,66.67,66.67,66.67,3
81,88.89,88.89,88.89,86.11,88.89,88.89,86.11,86.11,86.11,80.56,86.11,36
82,100.0,100.0,100.0,100.0,100.0,85.71,71.43,85.71,71.43,85.71,71.43,7
83,93.59,92.31,91.03,87.18,85.9,84.62,70.51,71.79,61.54,65.38,61.54,78
84,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,25.0,0.0,4
85,55.56,55.56,44.44,33.33,33.33,44.44,33.33,22.22,11.11,33.33,11.11,9
86,92.13,92.13,89.33,88.76,88.76,87.08,83.71,79.21,75.84,71.91,70.79,178
87,84.81,77.85,75.32,68.99,66.46,58.86,57.59,60.76,48.73,45.57,40.51,158
88,82.14,75.0,67.86,64.29,53.57,67.86,50.0,50.0,50.0,53.57,53.57,28
89,87.5,87.5,87.5,75.0,62.5,87.5,50.0,62.5,50.0,62.5,75.0,8
90,98.22,98.38,97.9,96.76,95.63,94.82,92.23,93.2,92.39,88.83,88.19,618
91,91.53,91.53,91.53,89.83,86.44,88.14,86.44,79.66,81.36,74.58,62.71,59
92,25.0,25.0,16.67,8.33,8.33,25.0,16.67,33.33,8.33,16.67,8.33,12
93,82.76,67.24,63.79,50.0,41.38,44.83,37.93,32.76,27.59,27.59,22.41,58
94,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,33.33,0.0,33.33,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,28.57,14.29,14.29,28.57,42.86,14.29,14.29,28.57,14.29,28.57,14.29,7
97,80.95,82.54,85.71,79.37,82.54,79.37,87.3,79.37,77.78,77.78,76.19,63
98,66.67,33.33,66.67,66.67,33.33,0.0,0.0,33.33,33.33,33.33,0.0,3
99,84.21,84.21,89.47,94.74,89.47,84.21,94.74,84.21,84.21,89.47,78.95,19
100,100.0,100.0,83.33,100.0,83.33,83.33,66.67,66.67,83.33,66.67,100.0,6
101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,5
102,96.0,96.0,92.0,96.0,88.0,84.0,88.0,84.0,92.0,80.0,72.0,25
