class,Original_model_42,snow1_model_42,snow2_model_42,snow3_model_42,snow4_model_42,snow5_model_42,snow6_model_42,snow7_model_42,snow8_model_42,snow9_model_42,snow10_model_42,images
20,95.67,95.24,96.1,95.67,95.67,95.24,96.54,94.81,94.37,93.51,93.07,231
21,91.4,92.47,89.25,88.17,91.4,88.17,84.95,90.32,84.95,83.87,80.65,93
22,83.08,84.62,83.08,81.54,84.62,81.54,83.08,84.62,80.0,83.08,81.54,65
23,95.08,94.77,95.69,96.31,95.08,96.0,93.85,94.46,93.85,92.92,92.92,325
24,75.0,70.0,75.0,80.0,65.0,60.0,65.0,70.0,60.0,50.0,60.0,20
25,76.19,71.43,71.43,66.67,66.67,71.43,66.67,71.43,61.9,57.14,52.38,21
26,95.45,95.45,90.91,95.45,95.45,95.45,90.91,90.91,90.91,81.82,90.91,22
27,0.0,0.0,5.88,0.0,0.0,5.88,0.0,5.88,5.88,11.76,0.0,17
28,96.09,96.88,92.58,95.7,93.36,91.41,90.23,89.45,90.62,86.72,87.11,256
29,77.19,75.44,77.19,75.44,71.93,77.19,70.18,70.18,66.67,59.65,59.65,57
30,98.14,98.38,98.14,97.68,97.91,97.91,97.68,97.22,96.52,96.75,96.52,431
31,92.78,94.44,93.33,91.67,93.33,92.78,91.67,93.89,91.11,87.78,93.33,180
32,97.75,97.75,96.91,96.07,95.22,96.07,94.38,94.66,92.13,92.7,93.26,356
33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,18
34,100.0,100.0,100.0,100.0,100.0,100.0,95.24,100.0,90.48,100.0,95.24,21
35,94.29,94.29,94.29,97.14,88.57,88.57,91.43,88.57,85.71,88.57,85.71,35
36,97.4,98.7,96.75,98.05,96.75,98.05,97.4,97.4,97.4,95.45,96.75,154
37,95.68,95.68,94.96,94.24,95.68,93.53,94.24,92.81,92.81,87.77,89.93,139
38,77.78,88.89,77.78,77.78,66.67,66.67,88.89,77.78,66.67,66.67,55.56,9
39,81.82,81.82,75.76,75.76,75.76,78.79,78.79,69.7,66.67,72.73,66.67,33
40,82.98,82.98,82.98,80.85,89.36,82.98,82.98,76.6,82.98,78.72,80.85,47
41,94.85,94.85,93.81,92.78,93.81,93.81,93.81,93.81,92.78,90.72,89.69,97
42,92.31,94.87,94.87,91.03,92.31,94.87,92.31,92.31,92.31,91.03,89.74,78
43,98.15,98.15,98.15,100.0,100.0,94.44,98.15,92.59,100.0,94.44,92.59,54
44,71.43,71.43,71.43,71.43,71.43,71.43,57.14,71.43,57.14,71.43,71.43,7
45,99.62,99.25,98.87,99.25,98.87,99.25,98.87,98.49,97.74,97.74,96.6,265
46,96.86,96.86,98.04,97.65,98.04,97.65,97.25,96.86,92.55,91.76,91.37,255
47,77.78,74.07,77.78,74.07,77.78,66.67,70.37,62.96,55.56,62.96,59.26,27
48,92.59,92.28,91.98,91.98,91.98,89.81,90.43,88.89,87.96,89.51,86.11,324
49,94.64,94.64,92.86,94.64,91.07,89.29,91.07,85.71,83.93,89.29,94.64,56
50,94.69,92.51,92.03,90.58,86.23,87.68,87.68,86.47,83.33,81.88,80.43,414
51,96.3,93.83,93.0,93.83,89.71,89.71,86.42,84.77,83.54,82.3,85.19,243
52,98.35,97.73,96.69,95.45,93.39,94.63,92.77,90.08,90.29,90.08,86.16,484
53,91.18,90.76,84.45,84.03,82.35,76.47,75.63,70.17,70.59,65.13,65.97,238
54,50.0,50.0,43.75,43.75,37.5,43.75,50.0,37.5,37.5,31.25,43.75,16
55,96.97,94.37,94.81,90.91,89.61,88.74,86.58,87.01,82.25,81.39,79.65,231
56,70.83,70.83,66.67,58.33,62.5,50.0,50.0,37.5,45.83,33.33,41.67,24
57,94.39,93.88,93.88,89.29,84.69,89.8,85.71,85.2,81.12,78.06,81.12,196
58,83.33,75.0,83.33,75.0,75.0,66.67,66.67,58.33,66.67,66.67,50.0,12
59,100.0,96.3,100.0,100.0,92.59,100.0,96.3,100.0,100.0,88.89,88.89,27
60,96.83,98.41,96.83,93.65,96.83,96.83,92.06,85.71,87.3,87.3,87.3,63
61,91.07,92.86,91.07,92.86,91.07,87.5,91.07,85.71,83.93,91.07,87.5,56
62,84.85,75.76,78.79,81.82,75.76,72.73,69.7,75.76,60.61,54.55,57.58,33
63,96.44,95.56,97.33,95.56,95.56,94.22,93.78,95.56,92.89,90.22,91.11,225
64,54.55,45.45,72.73,63.64,63.64,72.73,72.73,72.73,63.64,72.73,63.64,11
65,77.78,55.56,55.56,77.78,77.78,66.67,66.67,66.67,66.67,66.67,66.67,9
66,85.38,83.08,83.85,83.08,83.08,80.77,81.54,82.31,77.69,78.46,77.69,130
67,100.0,100.0,99.44,100.0,100.0,99.44,98.89,98.89,97.78,96.67,97.22,180
68,88.89,94.44,88.89,91.67,86.11,86.11,88.89,86.11,91.67,80.56,69.44,36
69,90.91,100.0,90.91,90.91,90.91,90.91,100.0,81.82,90.91,90.91,100.0,11
70,100.0,100.0,100.0,100.0,100.0,100.0,98.28,100.0,100.0,100.0,96.55,58
71,95.83,95.83,95.83,95.83,100.0,95.83,91.67,95.83,91.67,87.5,91.67,24
72,95.35,95.35,95.35,95.35,97.67,95.35,95.35,91.86,95.35,95.35,93.02,86
73,95.92,93.88,93.88,93.88,95.92,93.88,97.96,95.92,95.92,93.88,93.88,49
74,97.09,96.6,96.12,95.63,95.15,94.66,94.17,94.66,94.17,91.26,91.26,206
75,92.16,92.16,92.16,92.16,92.16,92.16,88.24,90.2,92.16,88.24,88.24,51
76,83.33,77.78,77.78,83.33,83.33,72.22,83.33,61.11,61.11,55.56,66.67,18
77,84.78,85.51,86.23,84.78,83.33,85.51,83.33,82.61,86.96,84.06,78.99,138
78,96.95,96.45,96.45,96.45,95.43,96.45,93.4,93.4,93.91,94.92,94.92,197
79,91.26,92.23,90.29,89.32,90.29,91.26,93.2,90.29,89.32,86.41,87.38,103
80,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3
81,86.11,86.11,86.11,86.11,88.89,86.11,86.11,86.11,86.11,86.11,86.11,36
82,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.71,85.71,85.71,7
83,97.44,96.15,97.44,96.15,96.15,92.31,92.31,96.15,91.03,93.59,92.31,78
84,25.0,25.0,25.0,50.0,50.0,25.0,50.0,50.0,50.0,25.0,25.0,4
85,0.0,0.0,11.11,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,9
86,95.51,95.51,94.38,96.07,93.26,92.7,90.45,91.57,93.82,92.7,90.45,178
87,90.51,91.77,90.51,87.97,88.61,88.61,84.81,79.11,81.01,79.75,76.58,158
88,75.0,75.0,75.0,71.43,71.43,71.43,64.29,71.43,71.43,50.0,64.29,28
89,50.0,25.0,12.5,25.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,8
90,97.09,96.93,96.6,96.12,96.12,96.6,95.79,94.98,94.5,94.66,93.04,618
91,89.83,89.83,89.83,88.14,88.14,86.44,86.44,84.75,81.36,76.27,81.36,59
92,66.67,75.0,66.67,50.0,75.0,58.33,50.0,41.67,41.67,25.0,50.0,12
93,77.59,75.86,72.41,68.97,63.79,60.34,51.72,53.45,51.72,39.66,48.28,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,28.57,28.57,28.57,42.86,28.57,28.57,28.57,28.57,28.57,14.29,28.57,7
97,77.78,76.19,76.19,77.78,76.19,73.02,77.78,69.84,71.43,76.19,76.19,63
98,66.67,33.33,33.33,66.67,33.33,66.67,0.0,0.0,33.33,0.0,0.0,3
99,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,78.95,84.21,84.21,19
100,66.67,66.67,66.67,83.33,50.0,66.67,66.67,66.67,50.0,66.67,83.33,6
101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,80.0,5
102,96.0,96.0,96.0,96.0,96.0,96.0,92.0,96.0,88.0,92.0,92.0,25
