class,Original_model_42,fog1_model_42,fog2_model_42,fog3_model_42,fog4_model_42,fog5_model_42,fog6_model_42,fog7_model_42,fog8_model_42,fog9_model_42,fog10_model_42,images
28,97.66,95.7,96.09,95.7,96.09,92.19,91.41,86.33,72.66,44.14,1.56,256
29,77.19,63.16,59.65,63.16,43.86,45.61,26.32,14.04,3.51,0.0,0.0,57
30,97.45,97.22,95.36,96.98,95.82,95.13,92.81,90.95,81.67,64.97,6.5,431
31,90.0,91.11,88.89,87.78,87.78,83.89,80.56,69.44,59.44,21.11,0.56,180
32,96.07,95.51,94.94,94.94,91.85,90.45,87.08,83.99,76.97,58.15,0.0,356
33,83.33,83.33,83.33,72.22,72.22,55.56,55.56,11.11,5.56,0.0,0.0,18
34,100.0,100.0,95.24,95.24,100.0,90.48,95.24,57.14,23.81,9.52,0.0,21
35,91.43,85.71,85.71,82.86,82.86,71.43,62.86,60.0,37.14,20.0,2.86,35
36,99.35,98.05,96.75,96.1,96.1,96.1,92.86,87.01,75.97,51.3,0.0,154
37,97.12,97.84,96.4,96.4,96.4,94.96,90.65,82.73,71.94,43.17,2.16,139
38,55.56,66.67,33.33,66.67,44.44,55.56,11.11,33.33,22.22,0.0,0.0,9
39,78.79,75.76,75.76,60.61,54.55,60.61,57.58,30.3,15.15,6.06,0.0,33
40,89.36,80.85,82.98,74.47,70.21,68.09,59.57,31.91,31.91,8.51,0.0,47
41,93.81,92.78,92.78,93.81,92.78,90.72,85.57,74.23,44.33,18.56,0.0,97
42,93.59,87.18,87.18,84.62,85.9,84.62,75.64,66.67,42.31,10.26,0.0,78
43,94.44,92.59,87.04,88.89,90.74,88.89,75.93,51.85,37.04,24.07,0.0,54
44,71.43,71.43,71.43,71.43,71.43,71.43,57.14,57.14,28.57,0.0,0.0,7
45,99.25,98.11,97.74,97.36,96.98,94.72,93.96,84.15,69.43,29.43,0.0,265
46,96.47,96.86,96.08,93.73,93.73,88.63,83.14,69.8,49.02,17.65,0.0,255
47,92.59,88.89,81.48,74.07,74.07,55.56,29.63,18.52,7.41,0.0,0.0,27
48,92.59,91.67,89.81,88.58,86.11,82.72,77.47,72.53,45.06,10.8,0.0,324
49,92.86,91.07,85.71,87.5,87.5,71.43,69.64,58.93,17.86,3.57,0.0,56
50,94.44,88.65,88.65,85.02,79.71,73.19,68.36,58.21,42.27,19.32,1.93,414
51,94.65,88.07,86.42,82.3,72.02,61.32,53.5,39.92,23.87,4.53,0.0,243
52,95.66,94.83,94.42,92.98,90.7,88.64,82.44,76.24,69.01,38.64,2.07,484
53,90.34,86.13,83.61,80.67,75.63,72.69,61.34,52.1,38.66,17.65,0.42,238
54,50.0,37.5,43.75,37.5,31.25,31.25,18.75,12.5,6.25,0.0,0.0,16
55,92.21,88.74,86.58,82.25,72.73,66.67,54.98,38.1,17.32,2.6,0.0,231
56,75.0,62.5,62.5,58.33,41.67,20.83,16.67,16.67,4.17,0.0,0.0,24
57,89.8,87.24,89.8,87.76,82.65,77.04,66.33,62.24,39.8,17.86,3.06,196
58,100.0,100.0,91.67,100.0,91.67,83.33,75.0,33.33,16.67,0.0,0.0,12
59,100.0,100.0,100.0,100.0,96.3,85.19,66.67,29.63,14.81,3.7,0.0,27
60,90.48,79.37,73.02,69.84,66.67,58.73,49.21,46.03,23.81,6.35,0.0,63
61,100.0,92.86,89.29,87.5,78.57,73.21,62.5,48.21,17.86,7.14,3.57,56
62,93.94,81.82,69.7,63.64,57.58,60.61,39.39,21.21,15.15,3.03,0.0,33
63,96.0,93.78,93.33,95.56,92.0,90.67,93.33,88.44,81.78,73.78,0.44,225
64,27.27,18.18,27.27,27.27,18.18,9.09,0.0,0.0,0.0,0.0,0.0,11
65,66.67,66.67,44.44,44.44,33.33,11.11,0.0,0.0,0.0,0.0,0.0,9
66,84.62,80.77,75.38,75.38,71.54,63.08,67.69,62.31,53.08,47.69,6.15,130
67,100.0,100.0,98.89,98.33,95.56,90.56,86.67,72.78,53.89,28.33,0.0,180
68,88.89,91.67,80.56,75.0,77.78,66.67,52.78,25.0,13.89,5.56,0.0,36
69,72.73,72.73,63.64,72.73,63.64,54.55,63.64,27.27,9.09,0.0,0.0,11
70,98.28,98.28,94.83,94.83,91.38,93.1,84.48,74.14,43.1,6.9,0.0,58
71,100.0,95.83,87.5,95.83,79.17,83.33,58.33,62.5,29.17,4.17,0.0,24
72,97.67,96.51,95.35,93.02,90.7,84.88,77.91,58.14,31.4,8.14,0.0,86
73,95.92,93.88,95.92,93.88,91.84,93.88,75.51,69.39,44.9,14.29,0.0,49
74,96.6,95.15,96.12,96.6,93.2,93.2,87.86,81.07,74.27,50.97,16.02,206
75,92.16,86.27,90.2,88.24,82.35,80.39,66.67,62.75,47.06,9.8,0.0,51
76,83.33,72.22,66.67,61.11,50.0,44.44,33.33,27.78,11.11,11.11,0.0,18
77,89.13,84.78,81.88,80.43,78.99,74.64,64.49,62.32,38.41,13.77,0.72,138
78,97.97,96.45,94.42,92.89,90.86,84.77,75.63,63.45,43.65,13.2,0.0,197
79,93.2,90.29,95.15,89.32,85.44,79.61,75.73,62.14,39.81,13.59,0.0,103
80,100.0,100.0,100.0,66.67,33.33,33.33,0.0,0.0,0.0,0.0,0.0,3
81,88.89,88.89,86.11,77.78,83.33,75.0,66.67,52.78,19.44,2.78,0.0,36
82,100.0,85.71,71.43,57.14,85.71,42.86,57.14,28.57,0.0,0.0,0.0,7
83,98.72,97.44,91.03,96.15,94.87,84.62,76.92,74.36,46.15,26.92,5.13,78
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,9
86,95.51,91.01,87.08,90.45,84.83,78.09,69.66,57.87,37.64,10.11,0.0,178
87,91.77,83.54,82.28,72.15,62.66,51.9,40.51,25.32,13.29,1.9,0.0,158
88,85.71,78.57,78.57,67.86,67.86,64.29,60.71,46.43,35.71,10.71,0.0,28
89,62.5,12.5,25.0,12.5,25.0,12.5,12.5,25.0,0.0,0.0,0.0,8
90,97.57,98.22,97.57,98.06,97.57,95.47,95.79,94.66,92.39,85.6,51.46,618
91,93.22,86.44,86.44,81.36,76.27,77.97,67.8,61.02,38.98,22.03,3.39,59
92,41.67,16.67,33.33,25.0,25.0,16.67,25.0,16.67,0.0,16.67,0.0,12
93,82.76,77.59,70.69,65.52,58.62,58.62,44.83,32.76,3.45,0.0,0.0,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,0.0,0.0,0.0,14.29,14.29,14.29,0.0,0.0,0.0,0.0,0.0,7
97,82.54,71.43,71.43,69.84,63.49,53.97,53.97,44.44,22.22,7.94,0.0,63
98,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
99,84.21,78.95,68.42,78.95,73.68,68.42,36.84,15.79,0.0,0.0,0.0,19
100,66.67,50.0,33.33,33.33,33.33,16.67,33.33,33.33,0.0,0.0,0.0,6
101,100.0,100.0,100.0,80.0,60.0,100.0,80.0,80.0,40.0,0.0,0.0,5
102,92.0,80.0,88.0,80.0,64.0,44.0,32.0,16.0,8.0,0.0,0.0,25
