class,Original_model_42,fog1_model_42,fog2_model_42,fog3_model_42,fog4_model_42,fog5_model_42,fog6_model_42,fog7_model_42,fog8_model_42,fog9_model_42,fog10_model_42,images
23,97.85,96.31,92.92,88.92,82.46,74.46,59.38,43.69,19.38,4.0,1.23,325
24,70.0,50.0,50.0,20.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,20
25,95.24,85.71,76.19,38.1,33.33,14.29,14.29,14.29,4.76,0.0,0.0,21
26,95.45,90.91,81.82,40.91,50.0,36.36,27.27,13.64,0.0,0.0,0.0,22
27,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,17
28,99.61,91.41,89.06,79.69,72.27,57.81,34.38,25.78,16.02,3.52,1.95,256
29,91.23,64.91,61.4,43.86,29.82,21.05,3.51,0.0,0.0,0.0,0.0,57
30,98.38,93.04,93.74,90.26,87.94,85.38,72.85,61.95,37.82,17.63,10.67,431
31,95.0,91.11,88.33,86.11,78.33,75.56,52.22,33.33,15.0,0.56,0.0,180
32,97.19,92.7,91.29,86.8,84.55,76.97,68.54,56.46,35.11,15.17,6.74,356
33,83.33,66.67,61.11,72.22,72.22,33.33,11.11,5.56,0.0,0.0,0.0,18
34,100.0,100.0,100.0,95.24,80.95,61.9,28.57,4.76,0.0,0.0,0.0,21
35,94.29,77.14,65.71,40.0,34.29,37.14,22.86,2.86,2.86,5.71,0.0,35
36,100.0,95.45,94.81,88.96,87.01,78.57,63.64,37.01,22.73,4.55,1.95,154
37,95.68,94.96,96.4,92.09,83.45,64.03,53.24,27.34,12.23,3.6,0.72,139
38,100.0,88.89,66.67,77.78,77.78,44.44,22.22,0.0,0.0,0.0,0.0,9
39,84.85,81.82,84.85,63.64,54.55,36.36,9.09,3.03,3.03,0.0,0.0,33
40,87.23,82.98,85.11,78.72,68.09,61.7,48.94,14.89,2.13,0.0,0.0,47
41,94.85,89.69,86.6,77.32,71.13,61.86,39.18,29.9,5.15,1.03,0.0,97
42,94.87,96.15,87.18,85.9,79.49,75.64,56.41,37.18,16.67,2.56,0.0,78
43,100.0,94.44,87.04,79.63,68.52,55.56,37.04,20.37,3.7,0.0,0.0,54
44,85.71,57.14,57.14,57.14,71.43,42.86,42.86,28.57,0.0,0.0,0.0,7
45,99.25,94.34,90.57,85.28,79.62,65.28,54.72,26.04,8.3,0.38,0.0,265
46,98.04,78.43,73.33,62.75,46.67,42.75,23.14,9.41,1.18,0.39,0.0,255
47,85.19,66.67,74.07,51.85,37.04,22.22,18.52,7.41,0.0,0.0,0.0,27
48,95.68,87.35,80.56,74.38,67.59,56.79,42.9,21.6,11.42,1.54,1.85,324
49,92.86,87.5,76.79,78.57,62.5,57.14,35.71,16.07,7.14,0.0,0.0,56
50,96.62,88.41,81.4,76.09,67.39,53.62,44.69,31.16,16.43,2.9,0.72,414
51,98.35,76.54,71.6,63.79,55.97,37.45,27.98,13.58,0.82,0.0,0.0,243
52,99.17,84.92,78.93,75.83,65.5,54.96,41.12,22.93,11.16,2.48,0.62,484
53,92.86,79.83,68.07,57.98,51.26,35.71,23.95,18.49,6.3,2.1,0.84,238
54,56.25,31.25,12.5,18.75,18.75,18.75,12.5,0.0,0.0,0.0,0.0,16
55,99.13,92.21,88.31,77.49,62.34,46.32,30.3,14.29,5.19,0.87,0.0,231
56,83.33,62.5,50.0,16.67,33.33,8.33,8.33,8.33,4.17,0.0,0.0,24
57,96.43,86.22,77.04,65.31,52.04,34.69,22.45,8.16,2.04,0.51,0.0,196
58,100.0,58.33,58.33,41.67,25.0,16.67,33.33,8.33,0.0,0.0,0.0,12
59,100.0,85.19,92.59,70.37,33.33,29.63,3.7,0.0,0.0,0.0,0.0,27
60,96.83,65.08,63.49,53.97,41.27,23.81,19.05,12.7,0.0,0.0,0.0,63
61,96.43,89.29,80.36,71.43,58.93,42.86,23.21,5.36,1.79,0.0,0.0,56
62,87.88,84.85,63.64,48.48,39.39,30.3,15.15,6.06,0.0,0.0,0.0,33
63,97.33,95.56,93.33,88.89,86.67,82.22,69.78,57.78,31.11,9.78,1.78,225
64,63.64,36.36,27.27,18.18,18.18,0.0,0.0,0.0,0.0,0.0,0.0,11
65,55.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
66,87.69,76.92,73.85,69.23,57.69,50.77,40.0,25.38,14.62,3.08,0.0,130
67,99.44,84.44,73.89,68.89,66.11,45.56,23.89,16.11,4.44,0.0,0.0,180
68,86.11,72.22,66.67,61.11,52.78,38.89,25.0,5.56,0.0,5.56,0.0,36
69,81.82,72.73,72.73,72.73,27.27,18.18,27.27,0.0,0.0,0.0,0.0,11
70,100.0,98.28,96.55,91.38,77.59,48.28,31.03,12.07,3.45,0.0,0.0,58
71,95.83,83.33,83.33,75.0,62.5,41.67,4.17,0.0,0.0,0.0,0.0,24
72,97.67,95.35,84.88,74.42,60.47,45.35,36.05,16.28,2.33,0.0,0.0,86
73,97.96,93.88,91.84,87.76,81.63,61.22,46.94,14.29,12.24,2.04,0.0,49
74,98.54,92.72,87.38,83.01,76.7,66.02,57.28,35.44,23.79,5.83,3.4,206
75,90.2,80.39,84.31,74.51,72.55,66.67,45.1,19.61,1.96,0.0,0.0,51
76,88.89,66.67,61.11,61.11,38.89,22.22,22.22,11.11,0.0,0.0,0.0,18
77,90.58,78.26,76.09,73.19,62.32,55.07,36.96,18.12,5.07,0.0,0.0,138
78,99.49,91.37,81.22,74.11,64.97,45.18,23.35,8.12,2.03,0.0,0.0,197
79,93.2,93.2,91.26,75.73,72.82,55.34,38.83,9.71,0.97,0.0,0.0,103
80,100.0,100.0,100.0,100.0,66.67,33.33,0.0,0.0,0.0,0.0,0.0,3
81,91.67,88.89,88.89,80.56,61.11,50.0,27.78,8.33,0.0,0.0,0.0,36
82,100.0,85.71,42.86,71.43,42.86,14.29,0.0,0.0,0.0,0.0,0.0,7
83,96.15,91.03,87.18,75.64,76.92,62.82,41.03,30.77,19.23,10.26,6.41,78
84,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,88.89,33.33,22.22,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,9
86,94.38,76.4,67.42,50.0,44.38,27.53,24.72,8.43,10.67,8.43,3.37,178
87,73.42,57.59,49.37,40.51,21.52,18.99,7.59,4.43,1.9,1.27,0.63,158
88,85.71,78.57,71.43,78.57,46.43,71.43,39.29,35.71,32.14,7.14,7.14,28
89,62.5,25.0,37.5,25.0,25.0,0.0,25.0,12.5,0.0,0.0,0.0,8
90,98.38,93.04,90.45,84.3,76.54,68.77,54.85,43.85,33.82,28.8,22.49,618
91,91.53,84.75,76.27,81.36,81.36,57.63,44.07,37.29,6.78,5.08,0.0,59
92,25.0,25.0,8.33,0.0,8.33,8.33,8.33,0.0,0.0,0.0,0.0,12
93,68.97,48.28,44.83,37.93,31.03,22.41,6.9,13.79,3.45,5.17,3.45,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,57.14,42.86,42.86,28.57,28.57,28.57,14.29,0.0,0.0,0.0,0.0,7
97,79.37,80.95,73.02,74.6,68.25,57.14,46.03,19.05,1.59,4.76,3.17,63
98,100.0,66.67,66.67,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,3
99,100.0,84.21,89.47,94.74,84.21,73.68,57.89,26.32,5.26,0.0,0.0,19
100,50.0,33.33,16.67,33.33,16.67,0.0,16.67,0.0,0.0,0.0,0.0,6
101,100.0,100.0,100.0,100.0,100.0,60.0,20.0,0.0,0.0,0.0,0.0,5
102,96.0,88.0,88.0,84.0,68.0,44.0,24.0,8.0,4.0,0.0,0.0,25
