class,Original_model_42,fog1_model_42,fog2_model_42,fog3_model_42,fog4_model_42,fog5_model_42,fog6_model_42,fog7_model_42,fog8_model_42,fog9_model_42,fog10_model_42,images
22,83.08,80.0,80.0,78.46,80.0,75.38,78.46,73.85,67.69,13.85,0.0,65
23,95.08,93.54,94.15,93.23,92.0,87.69,82.15,76.0,50.15,17.85,0.0,325
24,65.0,70.0,70.0,75.0,45.0,45.0,25.0,25.0,15.0,0.0,5.0,20
25,85.71,90.48,76.19,85.71,85.71,76.19,61.9,38.1,4.76,4.76,0.0,21
26,86.36,90.91,81.82,81.82,81.82,77.27,63.64,40.91,31.82,0.0,0.0,22
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
28,97.66,97.27,96.09,96.48,94.14,90.62,85.16,78.52,60.55,34.77,3.12,256
29,82.46,70.18,61.4,49.12,49.12,33.33,17.54,8.77,1.75,0.0,0.0,57
30,96.75,95.82,95.13,95.59,93.97,92.58,90.72,85.85,76.57,46.87,3.71,431
31,95.56,96.11,92.78,92.22,90.56,89.44,86.11,76.67,62.78,37.22,3.89,180
32,96.91,96.63,95.79,93.26,93.26,90.45,86.8,82.58,71.35,45.51,5.06,356
33,83.33,83.33,72.22,66.67,55.56,66.67,33.33,22.22,22.22,5.56,0.0,18
34,100.0,100.0,95.24,100.0,100.0,95.24,95.24,85.71,71.43,19.05,0.0,21
35,100.0,91.43,91.43,82.86,85.71,82.86,57.14,42.86,14.29,5.71,0.0,35
36,100.0,99.35,98.05,97.4,98.05,97.4,87.01,87.66,70.13,35.71,1.95,154
37,94.24,95.68,96.4,95.68,94.96,86.33,82.01,68.35,38.13,12.23,2.88,139
38,66.67,66.67,66.67,66.67,66.67,55.56,66.67,55.56,33.33,0.0,0.0,9
39,90.91,81.82,87.88,81.82,78.79,72.73,45.45,36.36,12.12,0.0,0.0,33
40,85.11,91.49,82.98,82.98,78.72,78.72,63.83,53.19,23.4,17.02,0.0,47
41,93.81,92.78,92.78,91.75,91.75,88.66,85.57,79.38,57.73,38.14,7.22,97
42,97.44,97.44,96.15,93.59,89.74,85.9,85.9,83.33,56.41,23.08,0.0,78
43,98.15,96.3,96.3,92.59,88.89,87.04,79.63,66.67,46.3,20.37,0.0,54
44,71.43,71.43,71.43,71.43,71.43,71.43,57.14,57.14,14.29,0.0,0.0,7
45,98.87,96.98,96.23,96.98,95.85,92.45,86.42,75.09,51.32,11.32,0.0,265
46,97.65,96.47,96.47,94.9,92.55,87.45,76.08,64.31,44.31,15.29,0.78,255
47,85.19,77.78,62.96,51.85,55.56,59.26,37.04,25.93,7.41,3.7,0.0,27
48,92.9,92.9,90.43,89.81,90.74,87.04,83.02,72.53,54.63,20.68,1.85,324
49,91.07,91.07,89.29,89.29,82.14,78.57,67.86,44.64,35.71,16.07,0.0,56
50,95.17,92.03,91.79,89.13,85.75,79.95,74.64,64.01,46.62,17.15,1.69,414
51,95.88,90.53,87.24,83.54,80.66,71.6,56.79,42.8,24.69,7.0,0.0,243
52,96.9,96.49,94.01,92.15,91.53,88.84,82.64,73.97,58.26,26.65,0.41,484
53,88.24,87.39,84.87,81.09,77.31,72.27,62.18,52.1,34.87,20.59,3.36,238
54,37.5,37.5,25.0,18.75,37.5,25.0,12.5,18.75,6.25,0.0,0.0,16
55,89.61,88.31,86.15,82.68,78.79,71.43,63.2,49.35,31.17,6.93,0.87,231
56,70.83,58.33,45.83,54.17,45.83,33.33,16.67,29.17,20.83,4.17,0.0,24
57,93.37,91.33,92.35,87.76,85.2,72.45,64.29,47.96,32.14,3.57,0.0,196
58,91.67,83.33,75.0,83.33,83.33,91.67,75.0,16.67,16.67,0.0,0.0,12
59,100.0,100.0,100.0,100.0,81.48,77.78,44.44,29.63,3.7,0.0,0.0,27
60,96.83,87.3,85.71,82.54,80.95,69.84,50.79,38.1,20.63,7.94,0.0,63
61,94.64,91.07,89.29,87.5,83.93,71.43,62.5,42.86,19.64,5.36,1.79,56
62,81.82,75.76,75.76,78.79,63.64,78.79,57.58,42.42,18.18,9.09,0.0,33
63,94.22,94.22,93.78,94.22,92.89,88.89,88.44,82.67,75.11,49.78,1.33,225
64,36.36,27.27,36.36,36.36,18.18,0.0,0.0,0.0,0.0,0.0,0.0,11
65,100.0,77.78,55.56,33.33,33.33,22.22,11.11,11.11,0.0,0.0,0.0,9
66,90.0,83.08,83.08,85.38,75.38,76.15,70.77,68.46,59.23,40.77,4.62,130
67,100.0,99.44,100.0,97.78,98.33,93.33,90.56,73.89,55.56,23.33,2.22,180
68,91.67,88.89,86.11,83.33,72.22,72.22,63.89,41.67,36.11,2.78,0.0,36
69,72.73,72.73,72.73,72.73,72.73,72.73,63.64,45.45,0.0,0.0,0.0,11
70,100.0,100.0,100.0,98.28,98.28,96.55,86.21,86.21,46.55,0.0,0.0,58
71,100.0,95.83,91.67,95.83,91.67,91.67,79.17,58.33,20.83,4.17,0.0,24
72,94.19,93.02,91.86,91.86,90.7,88.37,79.07,63.95,39.53,4.65,0.0,86
73,95.92,97.96,95.92,95.92,91.84,91.84,79.59,65.31,38.78,0.0,0.0,49
74,96.6,95.15,94.66,96.12,93.69,91.75,78.64,74.76,56.8,31.55,8.25,206
75,92.16,94.12,88.24,86.27,84.31,80.39,82.35,70.59,58.82,29.41,0.0,51
76,100.0,83.33,77.78,83.33,50.0,44.44,61.11,38.89,33.33,5.56,0.0,18
77,89.86,84.78,85.51,85.51,80.43,76.81,71.74,60.14,39.13,8.7,0.0,138
78,97.97,95.94,88.83,87.82,82.23,76.14,70.56,54.82,31.47,5.08,0.0,197
79,95.15,94.17,94.17,93.2,86.41,82.52,70.87,49.51,35.92,6.8,0.0,103
80,100.0,100.0,100.0,100.0,100.0,66.67,33.33,66.67,0.0,0.0,0.0,3
81,86.11,86.11,83.33,83.33,83.33,75.0,77.78,55.56,30.56,0.0,0.0,36
82,100.0,42.86,85.71,85.71,71.43,57.14,57.14,14.29,42.86,0.0,0.0,7
83,97.44,97.44,97.44,93.59,91.03,82.05,89.74,75.64,53.85,24.36,0.0,78
84,25.0,25.0,25.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,4
85,33.33,22.22,11.11,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,9
86,93.26,92.7,89.33,89.89,85.96,80.9,79.78,68.54,55.06,25.28,4.49,178
87,97.47,94.3,86.71,84.81,81.01,70.89,62.03,41.14,31.01,6.96,0.0,158
88,85.71,85.71,89.29,75.0,75.0,67.86,57.14,53.57,32.14,17.86,0.0,28
89,50.0,37.5,50.0,37.5,37.5,25.0,12.5,25.0,37.5,0.0,0.0,8
90,97.41,97.9,97.73,97.57,95.63,96.12,93.04,91.26,83.66,59.22,10.36,618
91,93.22,91.53,88.14,86.44,84.75,76.27,69.49,52.54,28.81,16.95,8.47,59
92,33.33,41.67,33.33,50.0,16.67,8.33,8.33,0.0,0.0,0.0,0.0,12
93,46.55,43.1,36.21,37.93,27.59,22.41,25.86,12.07,10.34,5.17,0.0,58
94,33.33,33.33,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,14.29,14.29,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
97,77.78,76.19,71.43,74.6,71.43,69.84,60.32,53.97,34.92,12.7,0.0,63
98,66.67,0.0,0.0,0.0,0.0,33.33,66.67,0.0,0.0,0.0,0.0,3
99,89.47,78.95,84.21,78.95,78.95,73.68,68.42,52.63,31.58,0.0,0.0,19
100,50.0,50.0,66.67,66.67,50.0,33.33,33.33,16.67,16.67,0.0,0.0,6
101,100.0,100.0,100.0,100.0,100.0,80.0,100.0,80.0,100.0,0.0,0.0,5
102,100.0,84.0,84.0,80.0,80.0,72.0,56.0,44.0,20.0,0.0,0.0,25
