class,Original_model_42,fog1_model_42,fog2_model_42,fog3_model_42,fog4_model_42,fog5_model_42,fog6_model_42,fog7_model_42,fog8_model_42,fog9_model_42,fog10_model_42,images
21,92.47,75.27,70.97,61.29,49.46,16.13,19.35,9.68,0.0,0.0,0.0,93
22,83.08,78.46,80.0,75.38,78.46,70.77,64.62,55.38,13.85,0.0,0.0,65
23,97.54,93.85,88.92,86.77,80.62,67.38,47.08,27.38,17.23,3.08,1.54,325
24,70.0,55.0,50.0,40.0,25.0,15.0,0.0,5.0,0.0,0.0,0.0,20
25,85.71,76.19,66.67,66.67,42.86,28.57,19.05,0.0,4.76,0.0,0.0,21
26,95.45,90.91,72.73,63.64,54.55,40.91,18.18,0.0,4.55,0.0,0.0,22
27,0.0,11.76,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,5.88,17
28,98.44,86.72,76.95,68.36,60.55,51.95,42.19,30.47,21.88,10.16,4.3,256
29,91.23,52.63,50.88,40.35,28.07,12.28,7.02,0.0,0.0,0.0,0.0,57
30,98.38,94.66,95.82,93.74,92.58,88.17,81.44,71.0,46.64,27.15,12.3,431
31,95.56,90.56,87.78,85.56,72.22,62.22,45.56,27.22,11.11,6.11,0.0,180
32,97.19,87.08,88.48,83.43,77.53,69.66,61.52,40.17,22.47,5.9,1.69,356
33,77.78,66.67,72.22,55.56,61.11,61.11,33.33,5.56,5.56,0.0,0.0,18
34,100.0,100.0,95.24,90.48,52.38,33.33,9.52,14.29,0.0,0.0,0.0,21
35,94.29,68.57,54.29,40.0,45.71,14.29,2.86,8.57,2.86,0.0,0.0,35
36,98.7,87.66,84.42,74.03,68.18,57.79,44.81,22.08,11.04,0.65,1.3,154
37,95.68,91.37,89.21,78.42,63.31,55.4,33.81,23.74,12.23,3.6,0.72,139
38,88.89,77.78,77.78,66.67,22.22,33.33,0.0,0.0,0.0,0.0,0.0,9
39,90.91,84.85,69.7,51.52,39.39,30.3,12.12,6.06,3.03,3.03,0.0,33
40,91.49,85.11,74.47,61.7,70.21,48.94,29.79,12.77,2.13,0.0,0.0,47
41,97.94,95.88,93.81,91.75,90.72,83.51,55.67,38.14,22.68,3.09,3.09,97
42,94.87,85.9,83.33,78.21,71.79,57.69,41.03,24.36,5.13,0.0,0.0,78
43,96.3,90.74,87.04,81.48,72.22,61.11,48.15,20.37,9.26,0.0,0.0,54
44,85.71,71.43,85.71,57.14,42.86,28.57,14.29,0.0,0.0,0.0,0.0,7
45,98.49,94.72,92.45,84.15,81.51,69.43,56.6,31.32,13.96,2.64,0.0,265
46,97.65,87.84,71.76,64.71,54.12,38.82,27.84,14.12,5.88,1.96,0.39,255
47,81.48,74.07,70.37,66.67,59.26,25.93,18.52,7.41,0.0,0.0,0.0,27
48,93.52,86.73,83.02,74.69,66.05,46.6,38.89,21.3,6.79,0.93,0.0,324
49,92.86,85.71,66.07,62.5,55.36,23.21,26.79,12.5,5.36,3.57,5.36,56
50,96.86,83.33,77.05,70.29,65.22,52.9,40.1,24.64,14.01,9.18,4.35,414
51,97.94,85.19,78.19,69.14,64.61,46.09,29.63,21.4,7.0,0.41,0.0,243
52,98.76,81.82,78.93,74.79,62.4,50.41,37.19,21.69,10.33,5.17,3.31,484
53,90.34,69.33,57.98,48.32,37.39,26.05,16.39,5.88,2.52,2.52,0.84,238
54,56.25,18.75,18.75,12.5,0.0,12.5,6.25,6.25,0.0,0.0,0.0,16
55,98.27,72.29,64.5,46.75,29.0,18.61,8.23,3.03,0.0,0.0,0.0,231
56,70.83,37.5,29.17,29.17,29.17,12.5,12.5,8.33,0.0,0.0,0.0,24
57,94.9,81.12,71.94,58.67,43.88,31.63,12.76,4.08,0.0,0.0,0.0,196
58,75.0,66.67,50.0,50.0,25.0,8.33,0.0,0.0,0.0,0.0,0.0,12
59,100.0,100.0,88.89,81.48,51.85,37.04,22.22,0.0,3.7,0.0,0.0,27
60,98.41,73.02,65.08,60.32,55.56,38.1,28.57,14.29,3.17,3.17,0.0,63
61,98.21,87.5,83.93,78.57,75.0,41.07,30.36,16.07,3.57,1.79,0.0,56
62,90.91,87.88,81.82,72.73,54.55,33.33,18.18,15.15,9.09,0.0,3.03,33
63,96.89,84.0,81.33,75.56,65.78,62.22,48.44,31.11,14.22,6.22,0.0,225
64,45.45,27.27,27.27,27.27,27.27,9.09,9.09,18.18,9.09,0.0,0.0,11
65,66.67,55.56,33.33,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,9
66,87.69,73.85,72.31,66.92,50.0,51.54,33.08,18.46,17.69,5.38,3.08,130
67,98.89,95.0,87.78,85.0,78.33,53.89,43.33,21.67,3.89,0.56,0.0,180
68,97.22,86.11,86.11,75.0,72.22,44.44,44.44,16.67,2.78,2.78,0.0,36
69,72.73,72.73,54.55,72.73,54.55,54.55,54.55,9.09,9.09,0.0,0.0,11
70,100.0,98.28,94.83,87.93,74.14,51.72,36.21,6.9,0.0,0.0,0.0,58
71,95.83,91.67,79.17,75.0,58.33,45.83,16.67,0.0,0.0,0.0,0.0,24
72,98.84,97.67,97.67,91.86,83.72,74.42,52.33,34.88,8.14,2.33,0.0,86
73,93.88,93.88,91.84,91.84,79.59,79.59,61.22,30.61,8.16,0.0,0.0,49
74,96.12,93.69,92.23,80.58,77.67,67.48,53.4,33.98,16.02,6.8,1.94,206
75,88.24,84.31,86.27,80.39,74.51,76.47,60.78,23.53,1.96,1.96,0.0,51
76,83.33,61.11,55.56,38.89,44.44,38.89,22.22,16.67,11.11,0.0,0.0,18
77,89.86,80.43,78.26,69.57,65.22,55.8,40.58,21.74,8.7,2.17,2.9,138
78,97.97,88.83,87.31,81.73,72.59,59.39,41.62,23.86,5.08,1.02,0.0,197
79,90.29,93.2,89.32,85.44,81.55,71.84,43.69,19.42,6.8,3.88,0.97,103
80,100.0,100.0,100.0,100.0,66.67,66.67,0.0,0.0,0.0,0.0,0.0,3
81,91.67,88.89,86.11,69.44,58.33,25.0,19.44,5.56,2.78,0.0,0.0,36
82,100.0,71.43,57.14,42.86,42.86,14.29,0.0,0.0,0.0,0.0,0.0,7
83,92.31,91.03,82.05,75.64,69.23,57.69,30.77,19.23,8.97,5.13,0.0,78
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,66.67,33.33,33.33,22.22,33.33,11.11,0.0,0.0,0.0,0.0,0.0,9
86,92.13,75.28,76.97,65.17,57.3,49.44,35.96,25.84,21.35,14.61,11.8,178
87,87.97,69.62,63.92,48.73,46.84,34.18,24.68,18.35,5.06,5.7,3.8,158
88,78.57,46.43,46.43,57.14,39.29,25.0,21.43,3.57,0.0,0.0,0.0,28
89,87.5,25.0,37.5,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,8
90,97.9,93.04,89.16,86.89,78.64,67.64,53.56,40.61,25.73,18.93,16.02,618
91,93.22,88.14,83.05,76.27,67.8,59.32,38.98,28.81,13.56,11.86,1.69,59
92,8.33,0.0,8.33,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
93,70.69,67.24,48.28,43.1,36.21,27.59,8.62,12.07,5.17,1.72,0.0,58
94,0.0,33.33,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,3
96,57.14,57.14,57.14,42.86,42.86,14.29,28.57,14.29,0.0,0.0,0.0,7
97,84.13,79.37,71.43,68.25,57.14,46.03,26.98,15.87,9.52,3.17,7.94,63
98,100.0,33.33,66.67,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,3
99,78.95,84.21,78.95,78.95,78.95,63.16,47.37,10.53,0.0,0.0,0.0,19
100,33.33,33.33,16.67,0.0,16.67,0.0,16.67,0.0,0.0,0.0,0.0,6
101,100.0,60.0,80.0,20.0,80.0,20.0,0.0,20.0,0.0,0.0,0.0,5
102,96.0,88.0,84.0,80.0,56.0,48.0,24.0,0.0,0.0,0.0,0.0,25
