class,Original_model_42,snow1_model_42,snow2_model_42,snow3_model_42,snow4_model_42,snow5_model_42,snow6_model_42,snow7_model_42,snow8_model_42,snow9_model_42,snow10_model_42,images
35,100.0,91.43,94.29,97.14,91.43,80.0,88.57,88.57,74.29,80.0,74.29,35
36,100.0,100.0,99.35,98.7,99.35,98.7,98.7,97.4,96.75,95.45,98.05,154
37,95.68,94.96,93.53,93.53,91.37,87.05,87.05,81.29,78.42,72.66,71.22,139
38,77.78,77.78,55.56,55.56,33.33,55.56,44.44,77.78,44.44,33.33,33.33,9
39,90.91,87.88,81.82,84.85,87.88,78.79,87.88,81.82,81.82,87.88,69.7,33
40,87.23,89.36,89.36,82.98,85.11,89.36,89.36,87.23,87.23,82.98,78.72,47
41,96.91,96.91,95.88,96.91,94.85,93.81,95.88,91.75,89.69,91.75,88.66,97
42,93.59,94.87,94.87,92.31,93.59,92.31,93.59,93.59,93.59,91.03,91.03,78
43,92.59,88.89,90.74,92.59,88.89,85.19,83.33,85.19,81.48,83.33,79.63,54
44,85.71,85.71,85.71,71.43,85.71,100.0,85.71,71.43,100.0,71.43,71.43,7
45,99.25,98.49,98.87,97.74,98.11,96.23,94.72,92.45,91.7,89.06,89.43,265
46,97.25,96.47,96.86,93.73,92.55,89.02,86.27,81.57,79.22,76.08,73.33,255
47,81.48,81.48,88.89,77.78,74.07,74.07,74.07,66.67,66.67,70.37,62.96,27
48,94.44,92.9,92.9,92.59,92.28,91.67,90.12,89.51,86.11,86.73,82.41,324
49,94.64,92.86,92.86,94.64,92.86,91.07,91.07,89.29,85.71,89.29,85.71,56
50,96.62,94.93,93.72,90.82,89.61,86.96,84.3,80.68,80.43,75.6,71.98,414
51,97.12,95.47,92.18,91.77,88.48,82.72,79.42,74.07,72.43,71.6,67.49,243
52,98.55,97.73,97.11,96.49,92.15,90.08,89.88,85.33,87.19,83.06,78.31,484
53,92.44,91.6,86.55,82.35,81.51,73.11,69.75,67.65,62.18,60.08,55.88,238
54,62.5,56.25,50.0,56.25,50.0,50.0,50.0,37.5,31.25,37.5,43.75,16
55,98.27,97.84,91.77,91.77,84.42,77.49,73.16,66.67,58.87,52.81,48.05,231
56,79.17,75.0,62.5,58.33,58.33,41.67,33.33,33.33,25.0,16.67,25.0,24
57,97.96,94.9,93.88,93.88,90.82,87.76,82.14,81.63,81.12,72.96,71.94,196
58,91.67,91.67,83.33,83.33,91.67,91.67,75.0,83.33,66.67,66.67,66.67,12
59,100.0,100.0,100.0,100.0,100.0,96.3,92.59,96.3,92.59,88.89,88.89,27
60,96.83,95.24,92.06,87.3,88.89,71.43,71.43,69.84,61.9,63.49,52.38,63
61,94.64,92.86,92.86,94.64,92.86,92.86,91.07,87.5,83.93,80.36,78.57,56
62,93.94,87.88,81.82,87.88,81.82,78.79,75.76,72.73,63.64,63.64,51.52,33
63,93.78,92.0,92.0,89.78,85.33,86.22,83.56,78.67,82.22,79.11,79.11,225
64,81.82,63.64,72.73,54.55,63.64,27.27,36.36,54.55,27.27,36.36,18.18,11
65,66.67,55.56,55.56,55.56,55.56,55.56,44.44,55.56,33.33,44.44,22.22,9
66,87.69,84.62,84.62,76.15,73.85,75.38,70.0,72.31,61.54,60.77,59.23,130
67,99.44,97.78,98.89,95.56,92.78,87.22,86.67,81.67,81.11,78.89,69.44,180
68,94.44,94.44,94.44,91.67,94.44,83.33,86.11,83.33,86.11,83.33,86.11,36
69,100.0,100.0,100.0,100.0,90.91,100.0,72.73,90.91,100.0,90.91,63.64,11
70,100.0,100.0,98.28,100.0,98.28,93.1,94.83,93.1,91.38,93.1,86.21,58
71,95.83,95.83,91.67,91.67,91.67,79.17,75.0,83.33,70.83,70.83,66.67,24
72,97.67,96.51,96.51,96.51,95.35,95.35,93.02,87.21,89.53,89.53,89.53,86
73,100.0,97.96,97.96,97.96,95.92,97.96,95.92,97.96,97.96,97.96,97.96,49
74,96.12,95.15,95.63,92.23,91.26,88.35,86.41,88.83,84.47,84.95,78.64,206
75,92.16,90.2,92.16,92.16,84.31,90.2,90.2,94.12,86.27,90.2,86.27,51
76,100.0,100.0,94.44,94.44,94.44,88.89,100.0,88.89,77.78,83.33,77.78,18
77,89.13,87.68,89.13,85.51,85.51,81.88,86.23,82.61,84.06,78.26,80.43,138
78,98.48,98.98,98.48,96.45,96.45,94.42,91.37,88.83,89.85,81.22,82.23,197
79,93.2,93.2,94.17,93.2,94.17,94.17,91.26,89.32,90.29,91.26,93.2,103
80,100.0,100.0,66.67,100.0,100.0,66.67,100.0,66.67,66.67,100.0,66.67,3
81,88.89,88.89,91.67,88.89,94.44,86.11,86.11,91.67,80.56,86.11,83.33,36
82,100.0,100.0,100.0,100.0,100.0,100.0,71.43,57.14,57.14,71.43,71.43,7
83,93.59,93.59,88.46,84.62,79.49,75.64,65.38,62.82,58.97,58.97,55.13,78
84,0.0,0.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,4
85,55.56,44.44,55.56,44.44,22.22,22.22,44.44,66.67,33.33,11.11,22.22,9
86,92.7,91.57,92.7,90.45,87.64,84.27,84.27,82.58,83.71,82.02,74.72,178
87,94.3,92.41,87.97,87.34,83.54,76.58,77.85,72.15,74.05,63.92,66.46,158
88,78.57,71.43,71.43,71.43,71.43,57.14,53.57,64.29,53.57,60.71,57.14,28
89,100.0,87.5,75.0,75.0,75.0,75.0,75.0,75.0,87.5,62.5,62.5,8
90,98.22,98.38,98.06,97.57,97.9,97.9,97.09,95.63,94.98,92.88,92.23,618
91,89.83,88.14,84.75,84.75,79.66,83.05,77.97,72.88,72.88,69.49,74.58,59
92,8.33,8.33,0.0,8.33,8.33,8.33,8.33,8.33,0.0,0.0,8.33,12
93,12.07,13.79,13.79,12.07,18.97,13.79,15.52,13.79,6.9,25.86,8.62,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,28.57,28.57,28.57,14.29,28.57,14.29,42.86,14.29,42.86,28.57,14.29,7
97,88.89,88.89,90.48,88.89,88.89,88.89,84.13,87.3,84.13,85.71,82.54,63
98,100.0,66.67,100.0,66.67,66.67,33.33,33.33,33.33,0.0,33.33,0.0,3
99,84.21,84.21,84.21,84.21,73.68,94.74,84.21,78.95,78.95,78.95,63.16,19
100,0.0,16.67,0.0,0.0,33.33,16.67,0.0,16.67,16.67,0.0,16.67,6
101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5
102,96.0,96.0,96.0,88.0,92.0,96.0,92.0,88.0,80.0,72.0,72.0,25
