class,Original_model_52,Original_model_49,Original_model_42,fog_model_52,fog_model_49,fog_model_42,night_model_52,night_model_49,night_model_42,rain_model_52,rain_model_49,rain_model_42,snow_model_52,snow_model_49,snow_model_42,day_model_52,day_model_49,day_model_42,images
12,92.86,88.78,97.96,32.65,32.65,47.96,85.71,87.76,96.94,72.45,69.39,76.53,51.02,58.16,57.14,92.86,87.76,97.96,98
13,25.0,25.0,25.0,25.0,25.0,0.0,0.0,25.0,0.0,25.0,25.0,25.0,0.0,25.0,0.0,25.0,25.0,25.0,4
14,0.0,66.67,66.67,0.0,0.0,33.33,0.0,33.33,33.33,0.0,66.67,33.33,0.0,33.33,33.33,0.0,66.67,66.67,3
15,91.14,94.94,94.94,36.71,46.2,49.37,89.24,93.04,91.77,87.97,94.3,93.67,68.99,79.75,65.82,89.24,94.3,94.94,158
16,88.64,89.74,93.04,44.32,50.18,59.71,80.22,85.71,91.21,84.98,84.62,87.91,71.43,72.16,77.29,87.55,89.38,93.04,273
17,82.69,80.77,71.15,17.31,19.23,34.62,40.38,76.92,67.31,69.23,76.92,71.15,55.77,59.62,53.85,82.69,80.77,71.15,52
18,60.0,80.0,100.0,20.0,20.0,80.0,60.0,80.0,80.0,40.0,80.0,100.0,20.0,40.0,60.0,60.0,80.0,100.0,5
19,84.91,75.47,91.51,17.92,4.72,25.47,81.13,68.87,85.85,66.98,49.06,68.87,42.45,29.25,39.62,84.91,75.47,90.57,106
20,97.4,98.27,95.67,61.47,67.1,71.43,94.81,96.97,90.91,95.24,94.37,91.34,88.31,87.01,82.68,97.4,98.7,96.1,231
21,88.17,87.1,87.1,34.41,39.78,39.78,76.34,86.02,86.02,82.8,90.32,83.87,65.59,66.67,60.22,88.17,87.1,88.17,93
22,84.62,80.0,83.08,64.62,64.62,78.46,84.62,80.0,83.08,83.08,78.46,81.54,76.92,80.0,76.92,84.62,80.0,83.08,65
23,90.46,92.92,92.92,44.0,56.0,58.46,91.08,91.08,91.69,85.54,88.62,90.15,79.38,76.31,77.54,91.08,93.23,92.92,325
24,45.0,55.0,70.0,5.0,10.0,5.0,45.0,45.0,75.0,35.0,40.0,75.0,45.0,20.0,35.0,45.0,55.0,70.0,20
25,80.95,90.48,76.19,57.14,52.38,33.33,85.71,90.48,90.48,85.71,90.48,66.67,57.14,57.14,52.38,80.95,90.48,76.19,21
26,77.27,81.82,90.91,9.09,36.36,54.55,81.82,77.27,90.91,77.27,72.73,90.91,59.09,54.55,72.73,77.27,81.82,90.91,22
27,0.0,11.76,0.0,0.0,5.88,0.0,0.0,5.88,0.0,0.0,5.88,0.0,11.76,0.0,0.0,0.0,11.76,0.0,17
28,96.88,96.48,97.27,67.19,45.31,51.17,92.19,93.75,92.97,87.11,86.33,88.28,67.58,58.2,61.33,97.27,96.88,97.27,256
29,52.63,61.4,52.63,12.28,14.04,12.28,42.11,63.16,50.88,33.33,31.58,29.82,22.81,26.32,24.56,50.88,61.4,50.88,57
30,95.36,97.45,97.45,75.64,83.76,83.76,95.59,96.52,97.68,93.5,94.2,96.06,84.92,83.76,86.54,95.36,97.45,96.98,431
31,90.56,86.11,88.89,27.78,34.44,36.67,48.89,65.0,65.0,82.22,83.33,85.56,70.0,71.11,82.22,90.0,85.56,89.44,180
32,94.94,95.22,96.91,83.43,79.78,89.61,96.63,89.33,94.38,93.82,93.82,92.98,79.49,83.15,77.25,94.94,95.22,96.63,356
33,72.22,72.22,66.67,44.44,38.89,5.56,66.67,66.67,66.67,61.11,66.67,66.67,72.22,66.67,66.67,72.22,72.22,66.67,18
34,95.24,100.0,95.24,28.57,85.71,71.43,95.24,100.0,95.24,95.24,100.0,95.24,95.24,95.24,85.71,95.24,100.0,95.24,21
35,82.86,77.14,91.43,22.86,31.43,17.14,71.43,80.0,54.29,71.43,80.0,80.0,51.43,54.29,60.0,82.86,77.14,91.43,35
36,99.35,98.7,99.35,87.66,60.39,78.57,91.56,88.31,92.21,98.05,96.75,99.35,90.26,92.21,90.91,99.35,98.7,99.35,154
37,97.84,92.81,92.09,56.12,48.2,45.32,88.49,88.49,83.45,94.24,91.37,89.93,79.14,73.38,76.26,97.12,92.81,91.37,139
38,66.67,33.33,66.67,0.0,0.0,22.22,33.33,11.11,66.67,66.67,33.33,66.67,66.67,22.22,33.33,66.67,33.33,66.67,9
39,75.76,78.79,87.88,21.21,24.24,33.33,63.64,81.82,87.88,75.76,72.73,78.79,60.61,54.55,66.67,75.76,78.79,87.88,33
40,91.49,91.49,97.87,53.19,51.06,51.06,85.11,91.49,93.62,85.11,91.49,91.49,80.85,76.6,85.11,91.49,91.49,97.87,47
41,92.78,87.63,83.51,34.02,47.42,37.11,78.35,88.66,78.35,78.35,82.47,73.2,73.2,71.13,67.01,92.78,87.63,82.47,97
42,96.15,92.31,96.15,55.13,55.13,53.85,93.59,87.18,93.59,93.59,93.59,94.87,80.77,79.49,80.77,96.15,91.03,96.15,78
43,85.19,87.04,92.59,61.11,48.15,74.07,77.78,83.33,92.59,83.33,90.74,92.59,75.93,77.78,79.63,87.04,87.04,92.59,54
44,71.43,57.14,85.71,0.0,14.29,57.14,71.43,57.14,85.71,71.43,57.14,71.43,42.86,42.86,71.43,71.43,57.14,85.71,7
45,96.98,97.74,98.11,27.55,37.74,50.94,92.08,95.85,96.6,89.06,91.7,90.94,71.7,74.72,69.06,95.85,97.74,98.11,265
46,92.94,88.24,93.33,10.59,7.45,22.75,87.45,72.16,89.41,69.8,69.8,73.33,43.14,30.98,38.04,92.94,87.84,93.73,255
47,92.59,70.37,96.3,14.81,7.41,18.52,74.07,81.48,96.3,74.07,70.37,92.59,44.44,51.85,59.26,92.59,70.37,96.3,27
48,92.28,91.98,93.83,70.68,62.04,64.81,84.26,89.2,92.59,91.67,88.58,90.12,75.0,72.22,77.16,92.28,90.12,93.52,324
49,85.71,85.71,92.86,44.64,30.36,60.71,82.14,85.71,91.07,82.14,85.71,91.07,67.86,69.64,87.5,83.93,87.5,92.86,56
50,94.2,93.0,94.2,45.65,56.76,59.42,86.71,89.61,89.86,82.37,86.23,86.47,63.77,67.15,69.81,94.44,92.75,93.72,414
51,87.65,83.95,88.07,7.82,11.11,18.52,78.6,75.72,80.66,66.26,67.9,68.72,46.5,45.27,41.15,87.65,81.89,88.07,243
52,94.83,95.66,93.8,35.33,41.12,40.7,91.74,94.21,90.29,78.51,82.02,77.89,57.64,57.02,54.13,94.63,95.87,93.8,484
53,91.18,89.92,89.92,22.27,25.63,36.97,75.21,92.02,86.97,77.73,78.57,83.61,49.16,56.72,57.56,91.6,90.34,89.5,238
54,56.25,56.25,62.5,18.75,0.0,12.5,37.5,25.0,50.0,43.75,31.25,50.0,37.5,37.5,31.25,56.25,56.25,62.5,16
55,77.92,92.64,83.55,3.9,19.48,19.05,54.55,88.74,79.22,46.75,69.26,64.07,29.0,46.75,28.57,78.79,91.34,83.98,231
56,37.5,66.67,66.67,8.33,0.0,4.17,4.17,20.83,37.5,20.83,37.5,58.33,20.83,12.5,37.5,37.5,66.67,62.5,24
57,81.63,84.69,72.45,9.69,8.67,14.29,76.53,79.59,67.35,54.08,61.22,51.02,27.04,34.18,29.08,80.1,85.71,72.45,196
58,91.67,75.0,83.33,0.0,0.0,8.33,91.67,50.0,83.33,91.67,58.33,83.33,75.0,25.0,25.0,91.67,75.0,83.33,12
59,100.0,100.0,96.3,37.04,62.96,29.63,100.0,100.0,96.3,92.59,96.3,85.19,40.74,62.96,44.44,100.0,100.0,96.3,27
60,90.48,74.6,65.08,4.76,1.59,6.35,87.3,69.84,65.08,65.08,49.21,36.51,20.63,31.75,15.87,88.89,76.19,65.08,63
61,91.07,98.21,91.07,37.5,55.36,42.86,91.07,92.86,85.71,91.07,92.86,85.71,60.71,69.64,46.43,91.07,98.21,91.07,56
62,66.67,81.82,72.73,3.03,6.06,12.12,81.82,81.82,75.76,51.52,51.52,57.58,51.52,24.24,30.3,66.67,81.82,66.67,33
63,93.33,86.22,90.22,18.67,2.22,4.0,47.11,22.22,24.44,80.44,68.89,62.22,63.11,52.44,53.33,93.33,86.67,90.67,225
64,54.55,63.64,36.36,0.0,9.09,0.0,0.0,18.18,0.0,45.45,54.55,27.27,27.27,27.27,18.18,54.55,63.64,36.36,11
65,11.11,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,11.11,11.11,0.0,11.11,11.11,11.11,9
66,60.77,76.15,63.85,5.38,2.31,1.54,17.69,28.46,17.69,53.85,58.46,40.0,40.0,43.08,31.54,61.54,76.92,64.62,130
67,97.22,93.33,95.0,25.56,15.56,16.11,76.67,65.56,57.22,74.44,73.33,65.0,61.67,55.56,52.78,97.22,92.78,95.0,180
68,86.11,83.33,83.33,11.11,27.78,16.67,55.56,80.56,77.78,75.0,80.56,77.78,50.0,63.89,47.22,86.11,80.56,83.33,36
69,63.64,72.73,72.73,9.09,27.27,27.27,72.73,72.73,90.91,45.45,72.73,72.73,36.36,54.55,90.91,63.64,72.73,72.73,11
70,94.83,98.28,96.55,17.24,63.79,27.59,34.48,98.28,77.59,86.21,100.0,86.21,72.41,93.1,75.86,94.83,98.28,96.55,58
71,100.0,91.67,87.5,4.17,8.33,0.0,4.17,66.67,20.83,62.5,87.5,62.5,58.33,58.33,37.5,100.0,91.67,87.5,24
72,93.02,91.86,94.19,3.49,25.58,15.12,30.23,87.21,54.65,89.53,89.53,83.72,69.77,81.4,74.42,93.02,91.86,95.35,86
73,95.92,91.84,95.92,14.29,40.82,42.86,34.69,87.76,73.47,91.84,87.76,91.84,85.71,75.51,81.63,95.92,91.84,95.92,49
74,93.69,96.6,98.54,71.84,37.38,44.17,77.67,62.62,86.89,92.23,91.75,95.63,74.27,78.16,81.55,93.69,96.6,98.54,206
75,92.16,84.31,88.24,72.55,37.25,29.41,68.63,68.63,54.9,80.39,74.51,78.43,74.51,72.55,70.59,92.16,84.31,90.2,51
76,88.89,100.0,94.44,27.78,22.22,11.11,11.11,55.56,44.44,77.78,66.67,88.89,61.11,50.0,55.56,88.89,100.0,94.44,18
77,81.16,82.61,83.33,26.81,17.39,9.42,44.93,41.3,35.51,72.46,71.74,68.84,60.14,59.42,52.17,79.71,83.33,83.33,138
78,93.4,95.94,90.36,28.93,45.69,25.89,70.56,86.8,70.05,85.79,90.86,78.17,52.28,55.33,63.96,94.42,95.43,90.36,197
79,93.2,90.29,93.2,26.21,11.65,17.48,70.87,72.82,78.64,91.26,82.52,91.26,73.79,66.99,73.79,93.2,90.29,93.2,103
80,100.0,100.0,100.0,0.0,0.0,0.0,0.0,33.33,0.0,100.0,100.0,100.0,33.33,100.0,100.0,100.0,100.0,100.0,3
81,86.11,91.67,75.0,0.0,44.44,2.78,36.11,88.89,44.44,58.33,86.11,58.33,52.78,80.56,52.78,88.89,91.67,75.0,36
82,100.0,100.0,100.0,0.0,0.0,0.0,28.57,28.57,0.0,100.0,85.71,85.71,71.43,42.86,42.86,100.0,100.0,100.0,7
83,96.15,98.72,92.31,48.72,56.41,46.15,91.03,92.31,78.21,85.9,96.15,83.33,74.36,85.9,74.36,96.15,98.72,92.31,78
84,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,4
85,0.0,22.22,55.56,0.0,0.0,0.0,22.22,0.0,0.0,0.0,22.22,11.11,0.0,0.0,11.11,0.0,44.44,55.56,9
86,80.34,84.83,87.64,7.87,33.15,26.4,10.11,46.63,62.36,69.1,82.58,75.84,47.75,68.54,44.38,79.78,86.52,87.08,178
87,37.97,71.52,72.78,15.19,18.35,20.89,13.29,29.11,17.09,36.71,70.25,63.29,23.42,72.78,42.41,39.24,72.15,72.78,158
88,78.57,82.14,57.14,35.71,10.71,21.43,53.57,57.14,39.29,64.29,75.0,50.0,32.14,46.43,28.57,78.57,82.14,57.14,28
89,37.5,25.0,25.0,12.5,12.5,12.5,25.0,37.5,25.0,50.0,37.5,12.5,0.0,25.0,12.5,37.5,25.0,25.0,8
90,96.44,95.79,95.15,83.01,38.19,61.49,88.51,84.79,83.33,96.28,93.85,91.59,87.06,85.44,77.35,96.6,95.63,96.12,618
91,91.53,86.44,84.75,15.25,50.85,16.95,79.66,79.66,76.27,83.05,81.36,76.27,61.02,76.27,62.71,91.53,88.14,84.75,59
92,8.33,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,12
93,55.17,82.76,79.31,3.45,5.17,6.9,0.0,37.93,27.59,44.83,68.97,60.34,22.41,50.0,51.72,56.9,82.76,79.31,58
94,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,3
95,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,3
96,28.57,28.57,85.71,0.0,0.0,57.14,0.0,28.57,57.14,28.57,14.29,71.43,14.29,28.57,57.14,28.57,28.57,85.71,7
97,68.25,77.78,92.06,46.03,26.98,47.62,60.32,73.02,85.71,66.67,74.6,84.13,36.51,53.97,44.44,73.02,76.19,92.06,63
98,100.0,100.0,33.33,0.0,0.0,0.0,0.0,33.33,0.0,33.33,100.0,0.0,33.33,0.0,33.33,100.0,100.0,66.67,3
99,89.47,100.0,78.95,0.0,10.53,0.0,10.53,89.47,73.68,94.74,100.0,73.68,73.68,78.95,42.11,89.47,100.0,78.95,19
100,50.0,33.33,33.33,33.33,16.67,0.0,0.0,50.0,0.0,50.0,50.0,50.0,50.0,33.33,0.0,50.0,33.33,33.33,6
101,100.0,100.0,100.0,0.0,80.0,20.0,0.0,40.0,0.0,100.0,100.0,100.0,60.0,100.0,100.0,100.0,100.0,100.0,5
102,96.0,88.0,88.0,8.0,16.0,0.0,88.0,84.0,36.0,96.0,88.0,76.0,64.0,68.0,60.0,96.0,88.0,88.0,25
