Epochs,Resolution,Class,Class_Acuracy,Total_in_Class
2,131,19,90.31,196
2,131,71,98.74,397
2,131,18,97.48,477
2,131,57,90.15,132
2,131,26,94.12,136
2,131,0,81.71,164
2,131,105,40.0,10
2,131,59,91.67,72
2,131,27,97.44,430
2,131,69,98.58,211
2,131,42,94.46,361
2,131,12,0.0,3
2,131,102,87.5,96
2,131,81,71.43,21
2,131,70,91.34,127
2,131,68,98.41,63
2,131,56,82.67,75
2,131,33,96.31,217
2,131,64,98.18,385
2,131,14,89.35,310
2,131,43,93.68,554
2,131,39,89.29,56
2,131,89,86.96,23
2,131,22,29.41,17
2,131,100,84.38,32
2,131,74,83.78,185
2,131,67,93.89,131
2,131,29,95.68,185
2,131,63,83.18,107
2,131,75,91.27,126
2,131,49,93.38,619
2,131,103,88.24,68
2,131,47,70.28,323
2,131,38,95.62,160
2,131,73,56.25,16
2,131,44,75.36,69
2,131,92,81.48,27
2,131,72,97.06,102
2,131,17,80.0,15
2,131,86,80.0,50
2,131,8,83.33,6
2,131,36,73.08,26
2,131,84,92.86,14
2,131,58,81.52,92
2,131,46,78.57,42
2,131,85,69.23,13
2,131,99,87.8,41
2,131,76,88.73,71
2,131,94,84.21,19
2,131,51,33.33,12
2,131,104,62.5,24
2,131,93,89.47,19
2,131,80,88.73,71
2,131,77,50.0,4
2,131,6,68.89,45
2,131,37,50.0,36
2,131,9,94.59,37
2,131,15,75.51,98
2,131,2,72.97,37
2,131,106,64.58,48
2,131,40,88.89,36
2,131,101,25.81,31
2,131,98,0.0,6
2,131,41,85.71,7
2,131,78,89.29,28
2,131,53,64.71,17
2,131,24,62.5,16
2,131,87,16.67,6
2,131,65,82.76,29
2,131,31,89.47,19
2,131,82,33.33,6
2,131,61,18.18,11
2,131,50,26.09,23
2,131,11,0.0,4
2,131,66,66.67,15
2,131,79,33.33,6
2,131,16,0.0,7
2,131,62,100.0,9
2,131,90,100.0,9
2,131,35,0.0,6
2,131,5,71.43,7
2,131,97,37.5,8
2,131,55,88.89,9
2,131,4,75.0,8
2,131,91,75.0,8
2,131,96,50.0,6
2,131,95,0.0,2
2,131,3,57.14,7
3,131,19,97.96,196
3,131,48,98.09,470
3,131,54,97.44,430
3,131,39,94.64,56
3,131,106,85.42,48
3,131,14,95.81,310
3,131,49,94.51,619
3,131,83,98.89,450
3,131,71,96.73,397
3,131,69,100.0,211
3,131,27,97.91,430
3,131,46,83.33,42
3,131,10,97.55,163
3,131,43,99.64,554
3,131,102,96.88,96
3,131,56,94.67,75
3,131,45,95.84,673
3,131,75,99.21,126
3,131,25,97.47,435
3,131,42,97.78,361
3,131,59,100.0,72
3,131,68,100.0,63
3,131,33,98.62,217
3,131,52,95.75,471
3,131,18,98.53,477
3,131,44,85.51,69
3,131,8,66.67,6
3,131,47,94.12,323
3,131,63,90.65,107
3,131,70,94.49,127
3,131,67,96.95,131
3,131,86,96.0,50
3,131,34,99.14,232
3,131,21,97.88,424
3,131,57,95.45,132
3,131,7,95.35,86
3,131,74,98.38,185
3,131,17,100.0,15
3,131,1,97.37,38
3,131,58,96.74,92
3,131,53,64.71,17
3,131,28,97.25,400
3,131,64,99.22,385
3,131,72,100.0,102
3,131,101,29.03,31
3,131,13,94.01,167
3,131,38,96.88,160
3,131,60,94.8,173
3,131,32,86.21,29
3,131,51,91.67,12
3,131,103,94.12,68
3,131,29,95.68,185
3,131,9,97.3,37
3,131,15,96.94,98
3,131,80,90.14,71
3,131,65,86.21,29
3,131,84,92.86,14
3,131,0,96.34,164
3,131,31,94.74,19
3,131,92,100.0,27
3,131,26,92.65,136
3,131,76,98.59,71
3,131,5,85.71,7
3,131,36,88.46,26
3,131,37,97.22,36
3,131,23,94.44,18
3,131,104,79.17,24
3,131,20,90.32,31
3,131,94,94.74,19
3,131,66,73.33,15
3,131,88,98.44,64
3,131,78,96.43,28
3,131,99,95.12,41
3,131,40,94.44,36
3,131,89,95.65,23
3,131,12,0.0,3
3,131,96,50.0,6
3,131,100,87.5,32
3,131,82,66.67,6
3,131,6,95.56,45
3,131,11,0.0,4
3,131,105,50.0,10
3,131,85,46.15,13
3,131,87,66.67,6
3,131,2,94.59,37
3,131,22,82.35,17
3,131,98,16.67,6
3,131,77,100.0,4
3,131,73,81.25,16
3,131,62,100.0,9
3,131,81,85.71,21
3,131,61,90.91,11
3,131,95,0.0,2
3,131,50,56.52,23
3,131,24,81.25,16
3,131,93,94.74,19
3,131,35,33.33,6
3,131,79,83.33,6
3,131,90,100.0,9
3,131,16,28.57,7
3,131,30,92.31,13
3,131,55,100.0,9
3,131,97,75.0,8
3,131,4,75.0,8
3,131,91,87.5,8
3,131,3,71.43,7
3,131,41,100.0,7
4,131,27,98.14,430
4,131,7,97.67,86
4,131,21,97.64,424
4,131,34,99.14,232
4,131,57,100.0,132
4,131,83,98.44,450
4,131,25,98.16,435
4,131,43,99.46,554
4,131,18,99.37,477
4,131,70,94.49,127
4,131,14,94.84,310
4,131,64,98.44,385
4,131,49,97.42,619
4,131,54,97.91,430
4,131,99,87.8,41
4,131,13,94.01,167
4,131,45,98.37,673
4,131,71,97.23,397
4,131,60,91.33,173
4,131,1,100.0,38
4,131,69,98.58,211
4,131,0,96.95,164
4,131,36,92.31,26
4,131,103,97.06,68
4,131,28,96.5,400
4,131,10,98.16,163
4,131,48,95.96,470
4,131,6,97.78,45
4,131,19,98.98,196
4,131,47,94.74,323
4,131,80,95.77,71
4,131,52,94.27,471
4,131,68,96.83,63
4,131,63,90.65,107
4,131,37,83.33,36
4,131,74,94.59,185
4,131,67,96.95,131
4,131,42,97.23,361
4,131,32,82.76,29
4,131,24,87.5,16
4,131,20,90.32,31
4,131,65,89.66,29
4,131,56,92.0,75
4,131,61,81.82,11
4,131,59,100.0,72
4,131,33,94.47,217
4,131,72,99.02,102
4,131,106,85.42,48
4,131,31,94.74,19
4,131,38,97.5,160
4,131,89,95.65,23
4,131,92,100.0,27
4,131,73,75.0,16
4,131,15,96.94,98
4,131,46,83.33,42
4,131,78,96.43,28
4,131,29,95.68,185
4,131,41,100.0,7
4,131,26,97.06,136
4,131,53,70.59,17
4,131,75,99.21,126
4,131,2,94.59,37
4,131,4,87.5,8
4,131,44,86.96,69
4,131,5,100.0,7
4,131,94,89.47,19
4,131,102,82.29,96
4,131,23,77.78,18
4,131,88,96.88,64
4,131,104,87.5,24
4,131,58,97.83,92
4,131,16,42.86,7
4,131,30,92.31,13
4,131,97,87.5,8
4,131,39,100.0,56
4,131,9,94.59,37
4,131,40,91.67,36
4,131,76,100.0,71
4,131,86,80.0,50
4,131,100,93.75,32
4,131,105,70.0,10
4,131,96,50.0,6
4,131,85,100.0,13
4,131,11,50.0,4
4,131,101,58.06,31
4,131,62,88.89,9
4,131,93,84.21,19
4,131,22,64.71,17
4,131,84,85.71,14
4,131,90,100.0,9
4,131,98,50.0,6
4,131,51,100.0,12
4,131,55,100.0,9
4,131,81,85.71,21
4,131,3,85.71,7
4,131,79,83.33,6
4,131,66,73.33,15
4,131,17,100.0,15
4,131,82,66.67,6
4,131,50,56.52,23
4,131,91,62.5,8
4,131,87,66.67,6
4,131,35,16.67,6
4,131,8,83.33,6
4,131,77,75.0,4
4,131,12,33.33,3
4,131,95,0.0,2
5,131,15,95.92,98
5,131,31,89.47,19
5,131,48,95.53,470
5,131,34,98.28,232
5,131,42,97.23,361
5,131,45,97.92,673
5,131,29,97.3,185
5,131,19,97.96,196
5,131,75,98.41,126
5,131,18,99.16,477
5,131,49,93.21,619
5,131,54,95.35,430
5,131,47,95.98,323
5,131,71,98.99,397
5,131,3,85.71,7
5,131,21,96.23,424
5,131,43,98.92,554
5,131,83,96.89,450
5,131,14,96.13,310
5,131,63,92.52,107
5,131,6,95.56,45
5,131,25,99.31,435
5,131,28,97.0,400
5,131,27,95.58,430
5,131,68,100.0,63
5,131,35,50.0,6
5,131,64,99.48,385
5,131,70,97.64,127
5,131,87,66.67,6
5,131,72,100.0,102
5,131,81,80.95,21
5,131,0,94.51,164
5,131,13,95.21,167
5,131,7,95.35,86
5,131,67,100.0,131
5,131,52,96.82,471
5,131,74,94.05,185
5,131,33,99.08,217
5,131,59,100.0,72
5,131,26,96.32,136
5,131,32,86.21,29
5,131,80,91.55,71
5,131,5,100.0,7
5,131,102,88.54,96
5,131,58,94.57,92
5,131,57,96.97,132
5,131,38,98.75,160
5,131,99,85.37,41
5,131,56,98.67,75
5,131,10,98.16,163
5,131,20,96.77,31
5,131,50,78.26,23
5,131,73,81.25,16
5,131,1,100.0,38
5,131,101,67.74,31
5,131,65,89.66,29
5,131,98,50.0,6
5,131,30,92.31,13
5,131,40,91.67,36
5,131,100,93.75,32
5,131,60,98.27,173
5,131,86,66.0,50
5,131,103,97.06,68
5,131,69,100.0,211
5,131,44,84.06,69
5,131,37,75.0,36
5,131,9,94.59,37
5,131,106,79.17,48
5,131,36,92.31,26
5,131,39,85.71,56
5,131,96,50.0,6
5,131,2,97.3,37
5,131,46,92.86,42
5,131,88,96.88,64
5,131,78,96.43,28
5,131,104,66.67,24
5,131,76,100.0,71
5,131,84,92.86,14
5,131,17,93.33,15
5,131,90,100.0,9
5,131,97,87.5,8
5,131,91,87.5,8
5,131,66,86.67,15
5,131,53,70.59,17
5,131,85,100.0,13
5,131,61,90.91,11
5,131,22,76.47,17
5,131,8,83.33,6
5,131,92,100.0,27
5,131,16,71.43,7
5,131,11,100.0,4
5,131,79,100.0,6
5,131,51,100.0,12
5,131,105,50.0,10
5,131,4,75.0,8
5,131,93,84.21,19
5,131,77,100.0,4
5,131,23,61.11,18
5,131,89,100.0,23
5,131,24,93.75,16
5,131,94,78.95,19
5,131,62,100.0,9
5,131,55,100.0,9
5,131,12,33.33,3
5,131,95,0.0,2
5,131,82,83.33,6
5,131,41,100.0,7
