class,Original_model_52,Original_model_49,Original_model_42,fog_model_52,fog_model_49,fog_model_42,night_model_52,night_model_49,night_model_42,rain_model_52,rain_model_49,rain_model_42,snow_model_52,snow_model_49,snow_model_42,day_model_52,day_model_49,day_model_42,images
39,90.91,81.82,81.82,33.33,30.3,24.24,72.73,48.48,75.76,84.85,75.76,69.7,60.61,60.61,42.42,90.91,81.82,81.82,33
40,89.36,78.72,91.49,51.06,40.43,63.83,82.98,57.45,85.11,87.23,78.72,91.49,74.47,65.96,78.72,89.36,78.72,91.49,47
41,91.75,85.57,89.69,36.08,51.55,29.9,96.91,75.26,85.57,85.57,74.23,80.41,77.32,73.2,68.04,91.75,87.63,88.66,97
42,94.87,88.46,92.31,58.97,52.56,65.38,93.59,75.64,87.18,96.15,85.9,92.31,87.18,67.95,75.64,94.87,87.18,94.87,78
43,88.89,96.3,87.04,50.0,59.26,74.07,79.63,88.89,83.33,83.33,94.44,87.04,66.67,83.33,79.63,88.89,96.3,87.04,54
44,71.43,85.71,57.14,14.29,0.0,14.29,85.71,57.14,57.14,71.43,85.71,57.14,57.14,28.57,57.14,71.43,85.71,57.14,7
45,96.23,92.83,93.58,42.26,53.21,35.09,95.47,77.36,89.81,91.7,90.19,87.17,80.0,72.83,61.89,96.23,93.96,93.96,265
46,90.59,93.73,86.67,16.47,7.84,5.49,72.55,38.82,55.69,70.2,74.12,60.78,40.78,44.71,29.41,90.59,93.33,86.67,255
47,92.59,92.59,100.0,25.93,22.22,40.74,88.89,70.37,96.3,92.59,88.89,88.89,85.19,55.56,59.26,92.59,88.89,100.0,27
48,93.83,93.21,94.14,59.26,67.9,70.06,90.43,84.88,89.2,90.74,93.21,93.52,77.78,77.16,85.19,92.59,92.28,94.75,324
49,89.29,89.29,89.29,46.43,66.07,78.57,89.29,92.86,94.64,87.5,89.29,87.5,57.14,66.07,76.79,89.29,89.29,91.07,56
50,92.03,91.55,91.3,55.56,51.21,53.38,91.79,85.99,83.33,85.51,87.2,80.19,67.39,68.6,56.76,91.55,92.75,90.82,414
51,84.77,85.19,81.07,8.64,22.63,9.88,77.37,72.02,63.37,65.84,65.43,58.85,41.98,44.86,34.57,84.36,85.19,78.6,243
52,89.05,95.66,92.36,27.07,35.74,29.75,85.95,84.5,80.17,70.66,80.17,68.8,54.13,55.99,46.69,87.4,95.25,90.7,484
53,86.13,84.87,88.24,15.55,24.37,25.21,74.37,63.87,80.25,66.39,70.17,75.21,39.92,49.16,48.74,85.71,83.19,86.55,238
54,62.5,50.0,43.75,37.5,12.5,6.25,43.75,18.75,6.25,62.5,37.5,31.25,50.0,25.0,18.75,62.5,43.75,43.75,16
55,84.85,88.74,87.88,13.42,9.52,10.39,78.35,63.64,71.43,67.1,73.59,64.5,39.83,42.86,29.87,83.55,88.31,87.88,231
56,83.33,33.33,70.83,4.17,4.17,0.0,20.83,0.0,4.17,66.67,29.17,45.83,25.0,12.5,25.0,83.33,45.83,75.0,24
57,83.67,91.84,86.73,11.22,17.86,3.06,81.63,78.57,72.45,69.39,66.33,53.57,48.98,36.73,27.55,83.67,89.8,86.22,196
58,100.0,91.67,91.67,16.67,25.0,0.0,91.67,91.67,91.67,91.67,91.67,91.67,25.0,58.33,50.0,100.0,91.67,91.67,12
59,96.3,92.59,100.0,33.33,29.63,59.26,96.3,88.89,100.0,92.59,59.26,85.19,74.07,33.33,44.44,96.3,92.59,100.0,27
60,90.48,87.3,76.19,7.94,30.16,12.7,92.06,79.37,53.97,52.38,74.6,30.16,23.81,30.16,12.7,90.48,88.89,73.02,63
61,98.21,92.86,89.29,60.71,50.0,28.57,94.64,87.5,85.71,94.64,87.5,85.71,66.07,48.21,39.29,98.21,92.86,91.07,56
62,90.91,100.0,78.79,27.27,30.3,12.12,90.91,100.0,75.76,78.79,84.85,69.7,42.42,51.52,24.24,90.91,100.0,78.79,33
63,95.11,91.11,90.67,32.89,20.44,10.67,54.67,44.44,44.44,88.0,82.22,79.11,74.67,70.22,68.0,95.56,91.11,91.11,225
64,72.73,90.91,45.45,9.09,0.0,0.0,27.27,0.0,9.09,45.45,45.45,27.27,27.27,45.45,36.36,72.73,90.91,45.45,11
65,22.22,22.22,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,22.22,22.22,22.22,9
66,73.85,72.31,75.38,15.38,13.08,2.31,40.77,21.54,19.23,70.0,63.08,56.92,43.08,60.0,46.92,73.85,73.85,76.15,130
67,98.33,96.67,95.56,25.0,48.89,27.78,89.44,78.89,79.44,77.22,76.67,78.33,63.89,54.44,50.0,98.33,97.22,96.11,180
68,86.11,69.44,75.0,41.67,22.22,16.67,77.78,55.56,63.89,86.11,66.67,58.33,75.0,52.78,36.11,86.11,69.44,80.56,36
69,72.73,54.55,72.73,63.64,27.27,45.45,72.73,54.55,63.64,72.73,54.55,63.64,36.36,54.55,63.64,72.73,54.55,72.73,11
70,98.28,98.28,98.28,44.83,39.66,25.86,87.93,82.76,86.21,89.66,93.1,93.1,77.59,72.41,65.52,98.28,98.28,98.28,58
71,100.0,87.5,79.17,0.0,4.17,0.0,16.67,0.0,8.33,79.17,58.33,37.5,58.33,37.5,33.33,100.0,87.5,79.17,24
72,94.19,87.21,89.53,22.09,19.77,8.14,65.12,3.49,29.07,95.35,70.93,80.23,75.58,52.33,60.47,94.19,87.21,90.7,86
73,93.88,93.88,95.92,46.94,51.02,16.33,42.86,73.47,59.18,93.88,93.88,95.92,79.59,75.51,83.67,93.88,93.88,95.92,49
74,94.66,94.66,95.63,42.23,50.49,28.16,87.38,68.93,56.31,92.72,92.23,88.35,80.58,75.24,72.82,94.66,94.66,95.15,206
75,76.47,94.12,86.27,50.98,54.9,64.71,58.82,7.84,68.63,74.51,76.47,82.35,70.59,74.51,74.51,78.43,94.12,88.24,51
76,77.78,83.33,77.78,22.22,22.22,11.11,38.89,22.22,0.0,77.78,77.78,55.56,61.11,44.44,44.44,77.78,83.33,77.78,18
77,77.54,86.23,86.23,23.91,48.55,10.14,30.43,58.7,44.93,67.39,79.71,70.29,55.07,56.52,57.97,76.09,85.51,84.78,138
78,91.88,91.37,88.83,34.52,34.01,20.81,70.56,79.7,60.41,85.79,82.74,77.66,56.85,59.9,46.19,91.88,91.37,88.83,197
79,91.26,93.2,92.23,37.86,41.75,22.33,89.32,76.7,80.58,89.32,92.23,92.23,76.7,71.84,72.82,90.29,93.2,92.23,103
80,100.0,100.0,100.0,0.0,0.0,0.0,0.0,66.67,66.67,100.0,100.0,100.0,100.0,66.67,66.67,100.0,100.0,100.0,3
81,83.33,77.78,94.44,0.0,25.0,0.0,30.56,44.44,25.0,80.56,72.22,50.0,50.0,19.44,25.0,83.33,77.78,91.67,36
82,100.0,71.43,100.0,0.0,0.0,0.0,14.29,0.0,0.0,100.0,42.86,71.43,42.86,42.86,57.14,100.0,71.43,100.0,7
83,97.44,98.72,96.15,53.85,70.51,28.21,91.03,87.18,85.9,93.59,93.59,82.05,78.21,70.51,74.36,97.44,98.72,96.15,78
84,0.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,50.0,4
85,0.0,44.44,0.0,0.0,0.0,0.0,0.0,33.33,11.11,0.0,22.22,0.0,0.0,22.22,11.11,0.0,33.33,0.0,9
86,91.57,79.21,81.46,16.85,32.58,2.25,47.75,33.71,3.37,87.64,75.84,64.61,67.42,51.69,34.83,91.57,80.34,81.46,178
87,51.9,69.62,67.09,1.27,24.68,1.27,16.46,36.08,4.43,41.14,57.59,48.73,34.81,40.51,33.54,53.16,71.52,67.09,158
88,78.57,57.14,85.71,32.14,35.71,21.43,64.29,57.14,75.0,64.29,53.57,67.86,50.0,46.43,25.0,78.57,57.14,85.71,28
89,62.5,100.0,37.5,12.5,50.0,0.0,25.0,75.0,25.0,37.5,75.0,25.0,12.5,75.0,12.5,62.5,100.0,37.5,8
90,97.41,96.12,97.25,59.71,76.7,74.11,83.17,90.29,89.48,97.09,95.31,96.12,87.86,87.54,82.85,97.41,96.12,97.09,618
91,86.44,77.97,91.53,37.29,64.41,8.47,83.05,40.68,83.05,86.44,72.88,81.36,74.58,49.15,67.8,86.44,77.97,91.53,59
92,8.33,41.67,0.0,8.33,0.0,0.0,0.0,16.67,0.0,8.33,33.33,0.0,8.33,8.33,0.0,8.33,41.67,0.0,12
93,67.24,74.14,72.41,1.72,12.07,0.0,36.21,8.62,15.52,48.28,48.28,51.72,32.76,32.76,32.76,67.24,74.14,72.41,58
94,100.0,66.67,66.67,0.0,33.33,0.0,66.67,66.67,0.0,100.0,66.67,0.0,33.33,0.0,33.33,100.0,66.67,66.67,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,42.86,42.86,42.86,57.14,0.0,0.0,57.14,14.29,14.29,42.86,28.57,28.57,42.86,28.57,42.86,42.86,42.86,42.86,7
97,84.13,82.54,85.71,58.73,73.02,39.68,77.78,79.37,84.13,82.54,82.54,82.54,74.6,53.97,46.03,85.71,82.54,85.71,63
98,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,33.33,100.0,33.33,0.0,100.0,100.0,100.0,100.0,3
99,84.21,100.0,89.47,26.32,5.26,0.0,73.68,5.26,57.89,78.95,89.47,78.95,63.16,52.63,68.42,84.21,100.0,89.47,19
100,16.67,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,50.0,0.0,0.0,0.0,16.67,0.0,33.33,6
101,100.0,100.0,80.0,100.0,60.0,20.0,60.0,60.0,80.0,100.0,100.0,100.0,100.0,40.0,60.0,100.0,100.0,80.0,5
102,92.0,96.0,80.0,32.0,56.0,4.0,84.0,80.0,36.0,80.0,92.0,72.0,64.0,48.0,48.0,88.0,96.0,80.0,25
