class,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42,images
82,100.0,0.0,0.0,0.0,28.57,0.0,7
83,94.87,12.82,15.38,16.67,46.15,7.69,78
84,0.0,0.0,0.0,0.0,25.0,0.0,4
85,44.44,11.11,0.0,0.0,0.0,0.0,9
86,91.57,17.42,20.79,26.4,47.75,11.24,178
87,73.42,34.81,32.91,38.61,52.53,20.89,158
88,89.29,25.0,7.14,32.14,46.43,10.71,28
89,62.5,12.5,12.5,0.0,25.0,0.0,8
90,98.54,47.25,55.66,64.56,72.98,41.91,618
91,88.14,27.12,25.42,33.9,54.24,15.25,59
92,0.0,16.67,8.33,0.0,0.0,0.0,12
93,74.14,20.69,17.24,29.31,22.41,10.34,58
94,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,3
96,71.43,14.29,42.86,28.57,42.86,28.57,7
97,96.83,53.97,41.27,52.38,61.9,30.16,63
98,100.0,0.0,33.33,0.0,66.67,33.33,3
99,84.21,36.84,26.32,42.11,57.89,10.53,19
100,83.33,0.0,0.0,50.0,33.33,16.67,6
101,100.0,40.0,0.0,20.0,20.0,0.0,5
102,96.0,32.0,12.0,40.0,68.0,16.0,25
