class,Original_model_42,fog1_model_42,fog2_model_42,fog3_model_42,fog4_model_42,fog5_model_42,fog6_model_42,fog7_model_42,fog8_model_42,fog9_model_42,fog10_model_42,images
78,98.48,89.34,82.74,73.6,68.02,48.73,24.87,9.64,2.54,1.52,0.51,197
79,93.2,91.26,85.44,75.73,68.93,61.17,38.83,19.42,7.77,1.94,0.0,103
80,66.67,33.33,66.67,66.67,66.67,0.0,0.0,0.0,0.0,0.0,0.0,3
81,88.89,83.33,86.11,80.56,52.78,50.0,25.0,2.78,0.0,0.0,0.0,36
82,100.0,71.43,57.14,71.43,28.57,42.86,0.0,14.29,0.0,0.0,0.0,7
83,93.59,89.74,74.36,61.54,53.85,34.62,32.05,16.67,10.26,2.56,0.0,78
84,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,4
85,88.89,55.56,11.11,22.22,11.11,0.0,0.0,0.0,0.0,0.0,0.0,9
86,94.38,70.22,53.93,36.52,36.52,23.03,14.04,8.43,7.3,3.93,3.93,178
87,80.38,54.43,51.9,39.87,31.65,24.68,20.25,10.13,6.33,1.9,0.63,158
88,85.71,64.29,60.71,60.71,39.29,32.14,17.86,7.14,3.57,3.57,3.57,28
89,75.0,37.5,50.0,12.5,37.5,25.0,12.5,12.5,0.0,0.0,0.0,8
90,98.71,92.56,89.48,83.01,74.6,67.15,55.99,41.42,33.01,23.62,11.65,618
91,91.53,81.36,79.66,67.8,55.93,54.24,30.51,18.64,3.39,3.39,3.39,59
92,66.67,58.33,50.0,50.0,16.67,25.0,8.33,0.0,0.0,0.0,0.0,12
93,84.48,75.86,60.34,51.72,36.21,25.86,8.62,6.9,0.0,0.0,0.0,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,14.29,14.29,28.57,14.29,14.29,0.0,28.57,28.57,0.0,0.0,0.0,7
97,93.65,84.13,80.95,69.84,69.84,47.62,41.27,26.98,4.76,7.94,0.0,63
98,100.0,66.67,33.33,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
99,94.74,89.47,78.95,78.95,57.89,36.84,5.26,5.26,0.0,0.0,0.0,19
100,100.0,83.33,66.67,100.0,50.0,50.0,16.67,16.67,0.0,0.0,0.0,6
101,100.0,100.0,100.0,100.0,100.0,100.0,60.0,40.0,20.0,0.0,0.0,5
102,96.0,88.0,88.0,64.0,56.0,28.0,16.0,8.0,0.0,0.0,0.0,25
