class,Original_model_42,fog1_model_42,fog2_model_42,fog3_model_42,fog4_model_42,fog5_model_42,fog6_model_42,fog7_model_42,fog8_model_42,fog9_model_42,fog10_model_42,images
66,80.77,82.31,82.31,84.62,74.62,76.15,73.08,68.46,69.23,46.92,6.92,130
67,99.44,96.11,97.78,93.89,91.67,86.11,82.22,67.22,57.22,26.11,0.56,180
68,94.44,88.89,69.44,69.44,63.89,63.89,38.89,36.11,16.67,5.56,0.0,36
69,72.73,72.73,72.73,72.73,72.73,72.73,72.73,45.45,27.27,9.09,0.0,11
70,100.0,98.28,98.28,94.83,94.83,89.66,94.83,72.41,41.38,5.17,0.0,58
71,100.0,95.83,95.83,91.67,83.33,75.0,58.33,25.0,8.33,0.0,0.0,24
72,97.67,95.35,93.02,86.05,89.53,79.07,76.74,52.33,34.88,4.65,0.0,86
73,97.96,95.92,93.88,91.84,93.88,91.84,83.67,73.47,48.98,8.16,0.0,49
74,97.09,94.66,95.15,94.66,94.17,92.23,86.89,83.01,74.27,51.46,10.19,206
75,92.16,92.16,90.2,90.2,90.2,76.47,72.55,64.71,52.94,7.84,0.0,51
76,77.78,72.22,50.0,55.56,33.33,33.33,27.78,11.11,27.78,0.0,0.0,18
77,86.96,81.16,78.26,81.88,71.74,65.94,62.32,47.83,34.06,5.07,2.17,138
78,97.46,96.45,94.92,92.39,89.34,82.23,77.16,53.3,27.41,4.06,0.0,197
79,90.29,93.2,91.26,86.41,90.29,86.41,76.7,62.14,38.83,7.77,0.0,103
80,100.0,100.0,100.0,100.0,66.67,100.0,66.67,33.33,0.0,0.0,0.0,3
81,88.89,86.11,83.33,86.11,75.0,66.67,58.33,33.33,2.78,0.0,0.0,36
82,85.71,71.43,57.14,71.43,57.14,42.86,42.86,42.86,14.29,0.0,0.0,7
83,96.15,97.44,97.44,97.44,98.72,93.59,93.59,87.18,70.51,56.41,8.97,78
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
86,91.57,88.2,83.15,78.65,73.03,67.42,55.62,37.64,26.4,8.43,0.0,178
87,73.42,67.72,63.29,61.39,52.53,49.37,44.94,24.05,11.39,3.8,0.0,158
88,85.71,85.71,82.14,71.43,67.86,60.71,64.29,53.57,46.43,21.43,0.0,28
89,62.5,87.5,25.0,50.0,75.0,62.5,25.0,37.5,12.5,12.5,0.0,8
90,98.06,97.73,97.73,98.06,96.93,95.63,95.95,93.2,89.48,78.64,41.1,618
91,89.83,81.36,88.14,84.75,76.27,76.27,66.1,45.76,44.07,15.25,3.39,59
92,50.0,25.0,16.67,25.0,25.0,16.67,25.0,25.0,0.0,0.0,0.0,12
93,44.83,31.03,32.76,24.14,13.79,5.17,5.17,6.9,0.0,0.0,0.0,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,57.14,57.14,71.43,57.14,71.43,57.14,57.14,28.57,28.57,0.0,0.0,7
97,87.3,80.95,74.6,71.43,65.08,61.9,47.62,34.92,20.63,6.35,0.0,63
98,66.67,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,3
99,73.68,73.68,73.68,68.42,63.16,52.63,47.37,15.79,0.0,0.0,0.0,19
100,83.33,33.33,33.33,33.33,16.67,33.33,16.67,16.67,0.0,0.0,0.0,6
101,100.0,100.0,100.0,100.0,100.0,80.0,100.0,60.0,100.0,60.0,0.0,5
102,92.0,88.0,80.0,80.0,72.0,60.0,48.0,36.0,20.0,0.0,0.0,25
