class,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42,images
75,92.16,49.02,54.9,62.75,78.43,35.29,51
76,83.33,5.56,16.67,16.67,38.89,16.67,18
77,87.68,42.03,42.75,49.28,56.52,33.33,138
78,97.46,37.06,29.44,39.59,63.45,23.35,197
79,95.15,41.75,42.72,48.54,69.9,48.54,103
80,100.0,33.33,33.33,66.67,33.33,33.33,3
81,88.89,30.56,16.67,16.67,72.22,19.44,36
82,85.71,0.0,0.0,0.0,42.86,0.0,7
83,98.72,29.49,14.1,21.79,55.13,14.1,78
84,25.0,0.0,0.0,0.0,0.0,0.0,4
85,22.22,0.0,0.0,0.0,0.0,0.0,9
86,93.82,17.42,21.35,32.58,52.81,24.16,178
87,88.61,20.89,20.89,39.24,41.14,20.25,158
88,82.14,14.29,3.57,21.43,28.57,14.29,28
89,62.5,0.0,25.0,12.5,25.0,0.0,8
90,98.06,47.57,51.94,57.77,69.26,23.79,618
91,91.53,32.2,35.59,40.68,47.46,15.25,59
92,0.0,0.0,8.33,0.0,0.0,0.0,12
93,72.41,10.34,3.45,1.72,15.52,3.45,58
94,0.0,0.0,0.0,0.0,0.0,0.0,3
95,66.67,33.33,0.0,0.0,33.33,0.0,3
96,57.14,14.29,42.86,28.57,42.86,28.57,7
97,93.65,49.21,31.75,38.1,65.08,30.16,63
98,100.0,0.0,0.0,0.0,33.33,0.0,3
99,100.0,10.53,52.63,42.11,52.63,10.53,19
100,33.33,16.67,0.0,33.33,33.33,16.67,6
101,100.0,20.0,0.0,40.0,100.0,20.0,5
102,96.0,28.0,32.0,24.0,72.0,12.0,25
