class,Original_model_42,rain1_model_42,rain2_model_42,rain3_model_42,rain4_model_42,rain5_model_42,rain6_model_42,rain7_model_42,rain8_model_42,rain9_model_42,rain10_model_42,images
20,96.97,96.54,96.97,96.54,96.54,96.54,96.54,96.54,96.1,96.97,94.81,231
21,93.55,93.55,92.47,93.55,92.47,93.55,91.4,90.32,88.17,90.32,90.32,93
22,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,65
23,96.0,95.69,94.77,95.69,96.0,96.0,95.38,95.38,96.92,95.69,95.08,325
24,65.0,65.0,60.0,65.0,60.0,55.0,65.0,50.0,60.0,65.0,55.0,20
25,76.19,76.19,76.19,76.19,71.43,80.95,71.43,61.9,71.43,71.43,71.43,21
26,90.91,86.36,90.91,90.91,90.91,86.36,90.91,86.36,86.36,90.91,86.36,22
27,0.0,0.0,0.0,5.88,0.0,5.88,0.0,0.0,0.0,0.0,0.0,17
28,97.27,97.27,96.88,96.88,95.7,96.48,95.31,96.09,96.88,96.09,95.31,256
29,84.21,82.46,80.7,80.7,77.19,80.7,75.44,70.18,75.44,75.44,73.68,57
30,98.14,98.14,97.45,98.14,97.68,97.68,98.38,98.14,98.14,98.38,97.91,431
31,91.11,92.78,92.78,91.67,91.67,93.33,93.89,92.22,90.56,93.33,93.89,180
32,96.35,96.07,96.35,95.51,95.51,94.38,94.66,95.79,94.66,94.94,94.94,356
33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,18
34,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.24,21
35,85.71,88.57,85.71,85.71,85.71,88.57,85.71,88.57,82.86,85.71,85.71,35
36,96.75,97.4,97.4,96.75,98.05,97.4,98.7,97.4,97.4,96.75,96.75,154
37,94.96,95.68,96.4,96.4,95.68,94.96,94.24,95.68,95.68,95.68,94.96,139
38,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,9
39,87.88,81.82,81.82,84.85,78.79,81.82,84.85,81.82,78.79,78.79,75.76,33
40,76.6,78.72,74.47,82.98,76.6,80.85,78.72,87.23,80.85,85.11,82.98,47
41,93.81,93.81,93.81,93.81,93.81,93.81,93.81,93.81,93.81,93.81,92.78,97
42,96.15,93.59,93.59,94.87,93.59,94.87,93.59,92.31,97.44,93.59,93.59,78
43,94.44,94.44,92.59,92.59,96.3,94.44,94.44,94.44,92.59,92.59,90.74,54
44,71.43,85.71,71.43,71.43,71.43,71.43,71.43,71.43,71.43,85.71,71.43,7
45,99.25,99.25,99.25,97.74,98.87,98.87,99.25,98.87,98.49,98.87,98.49,265
46,96.47,96.47,96.86,96.47,96.47,96.86,96.86,96.08,96.47,96.86,96.86,255
47,77.78,74.07,74.07,70.37,77.78,74.07,77.78,77.78,74.07,70.37,74.07,27
48,94.75,93.83,93.52,93.83,93.21,94.14,93.52,92.59,91.05,93.21,92.59,324
49,89.29,89.29,89.29,89.29,89.29,87.5,89.29,89.29,83.93,89.29,83.93,56
50,95.17,95.17,93.48,92.27,92.27,92.51,93.24,90.82,90.58,91.55,90.34,414
51,95.06,93.83,93.0,93.42,92.18,92.59,90.95,93.0,89.3,88.07,85.19,243
52,96.9,96.07,95.87,95.87,95.87,94.83,95.45,95.25,95.45,94.83,95.66,484
53,87.39,86.55,87.82,86.55,86.13,89.08,85.71,86.13,85.29,86.97,81.93,238
54,43.75,43.75,43.75,43.75,43.75,43.75,43.75,50.0,50.0,37.5,43.75,16
55,93.51,94.37,92.64,92.64,91.77,89.61,90.48,93.07,90.48,91.34,90.48,231
56,66.67,70.83,70.83,66.67,66.67,62.5,66.67,62.5,58.33,58.33,66.67,24
57,93.37,93.37,91.33,92.86,91.33,91.84,91.84,91.84,88.78,89.8,90.31,196
58,75.0,75.0,75.0,75.0,75.0,66.67,66.67,75.0,66.67,75.0,75.0,12
59,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.3,27
60,96.83,92.06,90.48,88.89,82.54,87.3,88.89,88.89,84.13,84.13,87.3,63
61,94.64,94.64,94.64,96.43,94.64,94.64,94.64,94.64,94.64,96.43,92.86,56
62,81.82,81.82,81.82,84.85,78.79,81.82,78.79,84.85,75.76,84.85,78.79,33
63,96.44,96.44,96.0,96.44,95.56,96.89,97.33,96.44,96.0,96.0,96.0,225
64,45.45,54.55,63.64,54.55,45.45,54.55,63.64,45.45,54.55,54.55,54.55,11
65,88.89,88.89,88.89,88.89,88.89,88.89,77.78,88.89,88.89,100.0,88.89,9
66,84.62,82.31,81.54,80.77,81.54,80.0,79.23,77.69,80.0,80.77,79.23,130
67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.89,99.44,180
68,86.11,88.89,88.89,86.11,88.89,88.89,80.56,86.11,91.67,91.67,86.11,36
69,63.64,63.64,72.73,72.73,72.73,72.73,72.73,63.64,63.64,72.73,72.73,11
70,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,58
71,95.83,95.83,95.83,95.83,95.83,95.83,100.0,95.83,100.0,95.83,95.83,24
72,97.67,97.67,98.84,96.51,97.67,96.51,98.84,98.84,98.84,97.67,97.67,86
73,97.96,97.96,97.96,97.96,97.96,97.96,95.92,97.96,95.92,95.92,97.96,49
74,95.63,96.12,95.63,96.12,96.12,95.63,95.15,96.6,94.66,96.12,95.15,206
75,92.16,92.16,94.12,92.16,92.16,94.12,94.12,96.08,94.12,92.16,96.08,51
76,83.33,83.33,77.78,88.89,77.78,83.33,77.78,83.33,77.78,77.78,72.22,18
77,87.68,89.86,87.68,88.41,87.68,88.41,85.51,86.23,85.51,86.23,88.41,138
78,97.46,97.46,97.97,97.97,97.97,97.97,98.48,97.97,96.45,97.97,97.46,197
79,91.26,91.26,91.26,91.26,91.26,91.26,90.29,91.26,92.23,91.26,91.26,103
80,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.67,100.0,3
81,83.33,80.56,83.33,83.33,80.56,80.56,83.33,80.56,80.56,80.56,83.33,36
82,85.71,85.71,85.71,85.71,85.71,85.71,71.43,85.71,71.43,71.43,85.71,7
83,97.44,97.44,98.72,97.44,96.15,100.0,97.44,96.15,96.15,96.15,94.87,78
84,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,4
85,0.0,0.0,11.11,0.0,0.0,0.0,22.22,0.0,0.0,11.11,0.0,9
86,94.94,96.07,95.51,95.51,96.07,95.51,95.51,96.07,96.63,96.07,96.63,178
87,91.14,93.67,89.24,90.51,89.87,87.34,90.51,89.87,91.14,87.34,90.51,158
88,71.43,75.0,71.43,75.0,78.57,75.0,78.57,82.14,75.0,85.71,78.57,28
89,62.5,50.0,62.5,50.0,37.5,62.5,75.0,37.5,50.0,62.5,62.5,8
90,96.6,96.93,97.09,96.93,97.09,97.25,97.09,96.6,96.76,96.44,97.09,618
91,93.22,93.22,89.83,89.83,89.83,93.22,88.14,88.14,88.14,89.83,88.14,59
92,58.33,58.33,66.67,58.33,66.67,66.67,66.67,50.0,50.0,58.33,66.67,12
93,84.48,81.03,82.76,79.31,84.48,79.31,74.14,75.86,81.03,79.31,79.31,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,57.14,7
97,77.78,79.37,77.78,77.78,77.78,77.78,79.37,77.78,76.19,77.78,79.37,63
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
99,78.95,78.95,78.95,78.95,78.95,84.21,78.95,78.95,78.95,78.95,78.95,19
100,83.33,83.33,83.33,83.33,66.67,83.33,83.33,83.33,83.33,83.33,66.67,6
101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5
102,96.0,96.0,96.0,96.0,96.0,96.0,96.0,88.0,96.0,88.0,92.0,25
