class,Original_model_42,fog1_model_42,fog2_model_42,fog3_model_42,fog4_model_42,fog5_model_42,fog6_model_42,fog7_model_42,fog8_model_42,fog9_model_42,fog10_model_42,images
22,78.46,78.46,80.0,75.38,70.77,70.77,64.62,44.62,7.69,0.0,0.0,65
23,97.85,93.54,89.54,83.08,78.77,68.62,55.08,36.62,17.54,4.0,0.62,325
24,80.0,55.0,30.0,40.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,20
25,76.19,76.19,71.43,66.67,52.38,42.86,23.81,19.05,0.0,0.0,0.0,21
26,95.45,86.36,86.36,63.64,45.45,40.91,22.73,9.09,4.55,0.0,0.0,22
27,5.88,5.88,0.0,0.0,5.88,0.0,0.0,11.76,5.88,0.0,0.0,17
28,99.22,83.98,77.73,74.22,62.11,49.61,39.84,31.64,23.44,10.55,2.73,256
29,84.21,66.67,47.37,45.61,31.58,24.56,14.04,7.02,1.75,0.0,0.0,57
30,98.38,97.45,96.98,95.36,94.43,93.5,86.08,80.74,56.61,31.55,7.66,431
31,96.11,92.22,88.89,84.44,80.0,66.67,54.44,38.89,18.33,5.0,1.67,180
32,98.88,94.38,92.13,89.33,84.27,78.65,68.26,55.34,39.04,23.03,10.96,356
33,77.78,77.78,77.78,61.11,61.11,44.44,11.11,11.11,0.0,0.0,0.0,18
34,100.0,100.0,100.0,95.24,80.95,76.19,33.33,23.81,4.76,0.0,0.0,21
35,100.0,74.29,71.43,37.14,48.57,20.0,22.86,11.43,5.71,0.0,0.0,35
36,100.0,94.81,90.26,88.31,75.32,64.94,49.35,29.87,7.79,0.65,0.0,154
37,96.4,94.96,89.93,83.45,71.22,54.68,35.97,20.14,10.79,0.0,0.0,139
38,100.0,77.78,55.56,66.67,33.33,33.33,11.11,0.0,0.0,0.0,0.0,9
39,81.82,66.67,60.61,60.61,42.42,30.3,24.24,12.12,0.0,0.0,0.0,33
40,93.62,87.23,85.11,82.98,76.6,59.57,51.06,29.79,10.64,0.0,0.0,47
41,93.81,95.88,94.85,90.72,85.57,84.54,68.04,58.76,24.74,9.28,0.0,97
42,97.44,85.9,83.33,85.9,70.51,71.79,44.87,25.64,6.41,0.0,0.0,78
43,94.44,83.33,81.48,83.33,72.22,66.67,48.15,33.33,11.11,0.0,0.0,54
44,71.43,42.86,57.14,42.86,42.86,28.57,28.57,0.0,0.0,0.0,0.0,7
45,99.25,93.58,87.17,83.4,74.34,66.42,41.13,20.0,8.68,0.0,0.0,265
46,97.25,84.71,81.57,68.63,59.22,45.88,27.45,14.51,6.67,0.39,0.0,255
47,85.19,74.07,62.96,66.67,44.44,40.74,22.22,3.7,0.0,0.0,0.0,27
48,95.68,87.65,86.73,79.32,68.83,54.94,37.35,27.78,12.04,4.01,2.16,324
49,91.07,89.29,80.36,80.36,83.93,57.14,44.64,17.86,10.71,8.93,3.57,56
50,96.62,89.13,82.85,78.99,72.22,59.66,50.0,31.64,21.5,9.42,7.73,414
51,98.35,85.6,74.49,66.67,54.73,47.74,36.21,23.05,9.05,1.23,0.0,243
52,99.17,87.4,81.2,73.97,66.53,55.17,44.63,31.82,15.29,2.69,2.27,484
53,92.44,79.83,62.18,58.4,45.8,36.97,20.17,14.71,7.14,4.2,3.36,238
54,56.25,31.25,25.0,25.0,12.5,18.75,0.0,0.0,0.0,0.0,0.0,16
55,96.54,86.58,74.89,58.01,52.81,30.3,16.02,6.06,3.03,0.43,0.0,231
56,75.0,45.83,41.67,29.17,20.83,20.83,4.17,0.0,0.0,0.0,0.0,24
57,96.43,83.16,78.06,62.76,48.47,36.22,26.53,9.69,2.55,0.0,0.0,196
58,58.33,25.0,16.67,25.0,33.33,16.67,0.0,0.0,0.0,0.0,0.0,12
59,100.0,100.0,85.19,51.85,55.56,37.04,29.63,11.11,0.0,0.0,0.0,27
60,92.06,82.54,73.02,63.49,52.38,46.03,34.92,15.87,7.94,14.29,4.76,63
61,96.43,87.5,73.21,58.93,44.64,39.29,26.79,7.14,1.79,0.0,0.0,56
62,93.94,81.82,60.61,63.64,48.48,36.36,21.21,18.18,0.0,0.0,3.03,33
63,96.44,89.33,85.33,82.22,77.78,67.11,55.56,44.44,24.0,7.56,0.0,225
64,63.64,27.27,36.36,18.18,9.09,18.18,9.09,0.0,9.09,0.0,0.0,11
65,44.44,22.22,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
66,90.0,77.69,75.38,65.38,54.62,44.62,33.08,33.85,10.0,3.08,2.31,130
67,100.0,92.22,88.89,81.67,70.56,57.78,33.33,17.78,7.78,1.67,1.11,180
68,97.22,77.78,77.78,66.67,55.56,55.56,36.11,13.89,5.56,0.0,0.0,36
69,72.73,72.73,72.73,63.64,72.73,54.55,45.45,9.09,0.0,0.0,0.0,11
70,100.0,100.0,96.55,89.66,79.31,67.24,39.66,25.86,6.9,3.45,0.0,58
71,100.0,95.83,87.5,87.5,75.0,54.17,37.5,8.33,4.17,0.0,0.0,24
72,97.67,95.35,91.86,86.05,81.4,69.77,50.0,23.26,5.81,0.0,0.0,86
73,95.92,95.92,93.88,95.92,83.67,77.55,65.31,36.73,18.37,0.0,0.0,49
74,98.54,93.2,86.41,83.5,77.18,65.53,51.94,43.69,20.87,8.25,1.46,206
75,86.27,82.35,78.43,84.31,74.51,62.75,50.98,27.45,5.88,0.0,0.0,51
76,94.44,55.56,61.11,55.56,50.0,44.44,33.33,5.56,16.67,0.0,0.0,18
77,91.3,85.51,78.26,73.91,69.57,52.9,34.78,21.74,7.25,0.0,0.0,138
78,99.49,90.86,89.85,82.23,75.63,61.42,41.12,25.89,7.11,4.57,1.02,197
79,91.26,89.32,87.38,80.58,70.87,64.08,38.83,14.56,4.85,0.97,0.0,103
80,100.0,100.0,100.0,100.0,66.67,100.0,66.67,33.33,0.0,0.0,0.0,3
81,91.67,77.78,83.33,72.22,61.11,47.22,16.67,5.56,0.0,5.56,0.0,36
82,100.0,57.14,100.0,85.71,42.86,42.86,0.0,0.0,0.0,0.0,0.0,7
83,96.15,91.03,76.92,80.77,66.67,56.41,46.15,32.05,8.97,7.69,0.0,78
84,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,4
85,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
86,90.45,74.72,74.72,61.24,51.69,38.2,27.53,20.79,10.11,6.74,2.81,178
87,92.41,68.99,56.96,51.27,37.34,28.48,25.95,15.82,9.49,3.8,2.53,158
88,85.71,71.43,60.71,50.0,42.86,32.14,17.86,17.86,0.0,7.14,0.0,28
89,100.0,62.5,62.5,75.0,37.5,25.0,25.0,25.0,0.0,0.0,0.0,8
90,98.06,94.5,93.37,91.1,85.11,81.07,71.68,60.52,43.37,25.24,15.7,618
91,91.53,77.97,77.97,71.19,66.1,55.93,35.59,25.42,11.86,5.08,1.69,59
92,50.0,58.33,25.0,25.0,33.33,16.67,16.67,8.33,0.0,0.0,0.0,12
93,72.41,50.0,51.72,43.1,29.31,22.41,13.79,8.62,3.45,3.45,0.0,58
94,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,85.71,71.43,71.43,42.86,57.14,0.0,0.0,14.29,0.0,0.0,0.0,7
97,88.89,88.89,79.37,77.78,66.67,63.49,41.27,28.57,11.11,6.35,1.59,63
98,100.0,100.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
99,84.21,84.21,84.21,84.21,57.89,63.16,21.05,26.32,0.0,0.0,0.0,19
100,100.0,83.33,83.33,66.67,33.33,33.33,0.0,0.0,0.0,0.0,0.0,6
101,100.0,100.0,100.0,100.0,100.0,40.0,60.0,20.0,0.0,0.0,0.0,5
102,96.0,96.0,76.0,68.0,60.0,36.0,20.0,0.0,4.0,0.0,0.0,25
