class,Original_model_42,fog1_model_42,fog2_model_42,fog3_model_42,fog4_model_42,fog5_model_42,fog6_model_42,fog7_model_42,fog8_model_42,fog9_model_42,fog10_model_42,images
63,94.22,85.78,85.33,78.67,72.89,64.89,55.11,35.56,16.89,3.56,0.0,225
64,36.36,27.27,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
65,55.56,22.22,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
66,87.69,76.15,63.08,62.31,55.38,46.15,30.0,29.23,13.08,6.15,0.77,130
67,98.89,80.0,76.67,62.78,49.44,42.22,26.67,13.89,1.67,1.11,2.22,180
68,91.67,75.0,72.22,72.22,61.11,33.33,27.78,8.33,2.78,2.78,2.78,36
69,72.73,72.73,63.64,63.64,45.45,45.45,45.45,9.09,0.0,0.0,0.0,11
70,100.0,94.83,98.28,86.21,75.86,70.69,53.45,20.69,8.62,0.0,0.0,58
71,100.0,83.33,66.67,50.0,37.5,12.5,12.5,0.0,0.0,0.0,0.0,24
72,96.51,86.05,82.56,75.58,59.3,47.67,24.42,8.14,1.16,0.0,0.0,86
73,97.96,97.96,85.71,83.67,71.43,53.06,38.78,20.41,4.08,0.0,0.0,49
74,97.57,88.83,82.04,77.18,65.53,54.85,42.72,29.61,12.62,4.85,1.46,206
75,92.16,82.35,84.31,76.47,62.75,37.25,27.45,9.8,5.88,0.0,0.0,51
76,94.44,66.67,44.44,50.0,38.89,22.22,22.22,5.56,0.0,0.0,0.0,18
77,91.3,81.88,78.26,72.46,69.57,61.59,39.13,26.09,3.62,0.0,0.0,138
78,97.97,89.34,86.29,76.14,67.01,54.31,36.04,15.74,5.08,1.02,0.0,197
79,97.09,89.32,79.61,81.55,66.99,50.49,23.3,17.48,0.97,0.0,0.0,103
80,100.0,100.0,100.0,100.0,66.67,0.0,0.0,33.33,0.0,0.0,0.0,3
81,88.89,88.89,83.33,83.33,72.22,58.33,30.56,8.33,0.0,0.0,0.0,36
82,85.71,85.71,57.14,42.86,57.14,28.57,0.0,14.29,0.0,0.0,0.0,7
83,92.31,87.18,80.77,71.79,62.82,56.41,32.05,29.49,19.23,5.13,3.85,78
84,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,4
85,33.33,22.22,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
86,93.26,66.85,52.25,34.83,26.4,9.55,6.18,2.25,0.56,0.56,0.0,178
87,90.51,61.39,55.7,44.94,28.48,20.89,9.49,6.96,0.63,0.63,0.0,158
88,85.71,71.43,75.0,57.14,67.86,50.0,28.57,25.0,14.29,3.57,0.0,28
89,100.0,62.5,62.5,50.0,50.0,25.0,37.5,12.5,12.5,0.0,0.0,8
90,97.9,91.75,90.29,84.63,78.8,74.43,62.3,49.19,39.81,32.04,28.64,618
91,93.22,84.75,83.05,71.19,77.97,55.93,32.2,27.12,5.08,1.69,1.69,59
92,16.67,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
93,74.14,50.0,43.1,34.48,25.86,22.41,20.69,6.9,8.62,1.72,0.0,58
94,33.33,33.33,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,42.86,57.14,71.43,57.14,42.86,42.86,28.57,0.0,0.0,0.0,0.0,7
97,90.48,82.54,71.43,71.43,60.32,39.68,38.1,23.81,6.35,1.59,1.59,63
98,100.0,66.67,33.33,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
99,84.21,84.21,84.21,78.95,68.42,57.89,47.37,10.53,0.0,0.0,0.0,19
100,50.0,50.0,16.67,33.33,16.67,33.33,16.67,0.0,0.0,0.0,0.0,6
101,100.0,100.0,80.0,80.0,40.0,20.0,20.0,0.0,0.0,0.0,0.0,5
102,96.0,92.0,72.0,72.0,32.0,20.0,20.0,12.0,0.0,0.0,0.0,25
