class,Original_model_52,Original_model_49,Original_model_42,fog_model_52,fog_model_49,fog_model_42,night_model_52,night_model_49,night_model_42,rain_model_52,rain_model_49,rain_model_42,snow_model_52,snow_model_49,snow_model_42,day_model_52,day_model_49,day_model_42,images
60,85.71,79.37,92.06,17.46,9.52,15.87,87.3,79.37,90.48,69.84,50.79,74.6,46.03,23.81,25.4,85.71,79.37,87.3,63
61,89.29,89.29,91.07,46.43,30.36,41.07,91.07,92.86,92.86,83.93,89.29,91.07,48.21,64.29,66.07,92.86,89.29,91.07,56
62,54.55,90.91,93.94,21.21,15.15,42.42,75.76,93.94,93.94,69.7,72.73,78.79,33.33,39.39,33.33,48.48,90.91,93.94,33
63,91.56,95.11,88.89,22.22,17.33,9.33,40.89,56.89,40.44,71.11,82.67,54.22,57.78,64.89,25.33,91.56,95.11,88.44,225
64,45.45,54.55,90.91,0.0,0.0,9.09,9.09,0.0,54.55,36.36,36.36,45.45,36.36,27.27,18.18,45.45,45.45,90.91,11
65,0.0,33.33,66.67,0.0,0.0,0.0,0.0,0.0,44.44,0.0,11.11,22.22,0.0,22.22,0.0,0.0,33.33,66.67,9
66,66.92,63.08,67.69,6.92,2.31,5.38,28.46,19.23,26.92,55.38,56.92,43.85,36.92,42.31,30.77,67.69,63.08,69.23,130
67,97.22,97.78,96.67,15.0,32.78,30.56,87.22,83.89,86.67,72.22,84.44,78.89,58.33,62.78,47.78,97.22,98.89,96.67,180
68,86.11,83.33,86.11,8.33,25.0,27.78,75.0,72.22,83.33,72.22,75.0,80.56,52.78,55.56,44.44,88.89,83.33,86.11,36
69,72.73,72.73,72.73,45.45,36.36,36.36,54.55,72.73,72.73,72.73,72.73,72.73,72.73,63.64,72.73,72.73,72.73,72.73,11
70,98.28,93.1,93.1,68.97,34.48,50.0,96.55,86.21,86.21,96.55,89.66,82.76,87.93,77.59,68.97,98.28,94.83,91.38,58
71,83.33,75.0,100.0,0.0,0.0,16.67,62.5,12.5,79.17,62.5,58.33,91.67,45.83,54.17,58.33,83.33,75.0,100.0,24
72,93.02,96.51,96.51,22.09,8.14,36.05,89.53,69.77,75.58,89.53,87.21,91.86,73.26,72.09,61.63,93.02,96.51,96.51,86
73,93.88,97.96,97.96,22.45,42.86,28.57,48.98,89.8,91.84,93.88,97.96,91.84,79.59,87.76,63.27,93.88,97.96,97.96,49
74,95.63,95.63,97.57,45.15,48.06,61.65,61.17,82.52,85.92,85.92,95.15,91.26,77.67,80.58,69.9,95.63,95.63,98.06,206
75,94.12,94.12,94.12,49.02,58.82,60.78,68.63,86.27,68.63,82.35,78.43,82.35,76.47,74.51,78.43,94.12,94.12,94.12,51
76,94.44,94.44,94.44,22.22,38.89,27.78,77.78,61.11,72.22,83.33,77.78,88.89,55.56,50.0,50.0,94.44,94.44,94.44,18
77,85.51,83.33,83.33,24.64,21.01,22.46,53.62,64.49,47.83,70.29,74.64,73.19,58.7,63.77,47.83,84.06,82.61,83.33,138
78,93.91,93.91,97.46,9.64,16.75,37.56,78.68,86.8,83.76,88.83,89.34,89.34,64.97,58.88,59.9,93.91,93.91,97.97,197
79,87.38,91.26,95.15,26.21,33.98,46.6,52.43,85.44,87.38,79.61,84.47,90.29,54.37,76.7,77.67,87.38,91.26,96.12,103
80,100.0,100.0,100.0,0.0,0.0,33.33,66.67,100.0,33.33,100.0,100.0,100.0,66.67,66.67,100.0,100.0,100.0,100.0,3
81,75.0,88.89,86.11,2.78,0.0,22.22,63.89,11.11,66.67,66.67,75.0,83.33,41.67,55.56,41.67,72.22,88.89,86.11,36
82,85.71,100.0,57.14,0.0,0.0,0.0,0.0,14.29,14.29,71.43,71.43,42.86,28.57,42.86,14.29,85.71,100.0,57.14,7
83,94.87,96.15,98.72,44.87,46.15,83.33,91.03,93.59,85.9,88.46,88.46,88.46,78.21,80.77,79.49,94.87,96.15,98.72,78
84,0.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,25.0,25.0,0.0,25.0,25.0,4
85,0.0,33.33,22.22,0.0,0.0,22.22,0.0,44.44,22.22,0.0,33.33,11.11,0.0,22.22,55.56,0.0,33.33,22.22,9
86,88.76,89.33,94.94,4.49,30.34,18.54,45.51,43.26,67.42,81.46,88.2,89.33,72.47,62.36,64.04,89.33,89.33,94.94,178
87,53.8,42.41,76.58,4.43,9.49,10.76,2.53,18.99,17.72,45.57,43.67,62.66,33.54,37.97,44.94,55.06,43.67,76.58,158
88,53.57,71.43,78.57,32.14,25.0,17.86,35.71,39.29,64.29,42.86,53.57,53.57,25.0,35.71,35.71,53.57,71.43,78.57,28
89,12.5,25.0,75.0,12.5,12.5,25.0,25.0,25.0,50.0,12.5,25.0,37.5,0.0,12.5,37.5,12.5,25.0,50.0,8
90,97.25,96.6,96.93,57.61,38.03,71.84,89.64,79.45,89.32,95.47,94.66,95.15,83.98,78.32,81.07,97.57,96.76,96.93,618
91,93.22,88.14,91.53,38.98,25.42,42.37,84.75,77.97,86.44,84.75,81.36,84.75,83.05,76.27,66.1,93.22,88.14,91.53,59
92,0.0,8.33,66.67,0.0,0.0,8.33,0.0,0.0,8.33,0.0,8.33,50.0,0.0,0.0,25.0,0.0,8.33,66.67,12
93,62.07,63.79,67.24,5.17,5.17,24.14,51.72,22.41,31.03,56.9,46.55,44.83,41.38,31.03,27.59,62.07,63.79,67.24,58
94,66.67,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,66.67,0.0,0.0,33.33,0.0,0.0,66.67,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,85.71,0.0,85.71,71.43,0.0,57.14,71.43,0.0,85.71,71.43,0.0,71.43,71.43,0.0,71.43,85.71,0.0,85.71,7
97,93.65,74.6,80.95,44.44,38.1,42.86,85.71,69.84,77.78,87.3,73.02,74.6,66.67,57.14,44.44,93.65,73.02,80.95,63
98,33.33,100.0,66.67,0.0,0.0,0.0,0.0,33.33,33.33,33.33,66.67,66.67,33.33,66.67,33.33,66.67,100.0,100.0,3
99,78.95,94.74,89.47,5.26,10.53,5.26,68.42,84.21,57.89,78.95,84.21,84.21,63.16,73.68,47.37,78.95,94.74,89.47,19
100,33.33,100.0,0.0,16.67,50.0,0.0,33.33,100.0,0.0,50.0,83.33,0.0,50.0,50.0,0.0,33.33,100.0,0.0,6
101,80.0,80.0,40.0,0.0,40.0,20.0,0.0,0.0,60.0,80.0,100.0,40.0,60.0,60.0,40.0,80.0,80.0,40.0,5
102,88.0,76.0,88.0,4.0,4.0,4.0,32.0,44.0,64.0,72.0,72.0,72.0,28.0,40.0,48.0,88.0,76.0,88.0,25
