class,Original_model_42,night1_model_42,night2_model_42,night3_model_42,night4_model_42,night5_model_42,night6_model_42,night7_model_42,night8_model_42,night9_model_42,night10_model_42,images
30,97.45,97.68,97.45,97.68,97.22,97.45,97.45,97.45,96.98,97.68,96.06,431
31,92.22,92.78,90.56,90.56,91.11,91.11,92.22,95.0,94.44,92.22,87.78,180
32,96.91,96.35,96.63,96.91,96.91,96.63,96.07,96.91,96.07,92.42,90.17,356
33,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,83.33,83.33,18
34,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,21
35,97.14,97.14,94.29,94.29,94.29,94.29,91.43,88.57,91.43,91.43,88.57,35
36,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.35,98.05,93.51,154
37,96.4,95.68,95.68,95.68,95.68,95.68,95.68,95.68,95.68,94.96,94.96,139
38,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,9
39,81.82,81.82,78.79,75.76,75.76,75.76,75.76,75.76,75.76,75.76,78.79,33
40,95.74,95.74,97.87,97.87,97.87,97.87,100.0,97.87,97.87,89.36,82.98,47
41,94.85,94.85,94.85,94.85,94.85,94.85,93.81,92.78,90.72,92.78,92.78,97
42,98.72,98.72,97.44,97.44,98.72,97.44,98.72,98.72,97.44,97.44,98.72,78
43,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,90.74,94.44,94.44,54
44,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,57.14,7
45,99.25,99.25,98.87,99.25,99.25,99.25,98.87,98.87,98.49,98.49,97.74,265
46,98.04,97.25,96.86,96.47,96.47,95.69,93.73,95.69,91.76,89.8,89.02,255
47,85.19,88.89,88.89,85.19,88.89,88.89,88.89,88.89,88.89,85.19,85.19,27
48,93.21,94.14,94.14,94.14,94.75,94.44,93.83,94.14,93.21,92.9,91.98,324
49,94.64,94.64,94.64,94.64,94.64,94.64,94.64,94.64,96.43,96.43,94.64,56
50,94.69,96.14,95.41,95.89,95.41,95.89,96.38,95.41,95.41,94.93,93.96,414
51,95.88,96.71,95.88,96.3,97.12,96.71,96.71,96.71,95.88,95.06,93.42,243
52,96.28,96.28,96.49,95.45,96.07,95.25,95.45,95.66,94.63,93.6,91.94,484
53,89.92,89.5,89.5,89.08,88.24,88.66,88.24,86.13,86.97,86.97,84.03,238
54,56.25,56.25,62.5,56.25,56.25,56.25,56.25,56.25,56.25,56.25,37.5,16
55,93.51,94.37,93.94,93.07,92.64,92.21,90.48,87.01,87.45,89.18,89.18,231
56,70.83,54.17,62.5,62.5,62.5,66.67,58.33,58.33,58.33,50.0,45.83,24
57,92.86,92.86,93.37,94.39,95.41,95.41,95.41,95.92,94.9,95.41,93.37,196
58,100.0,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,12
59,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27
60,95.24,84.13,80.95,92.06,87.3,85.71,84.13,79.37,80.95,82.54,79.37,63
61,96.43,96.43,96.43,96.43,96.43,96.43,96.43,96.43,94.64,94.64,92.86,56
62,72.73,75.76,72.73,78.79,78.79,78.79,78.79,84.85,84.85,81.82,87.88,33
63,95.56,93.33,93.33,92.44,92.89,91.56,91.11,90.67,85.33,76.89,76.0,225
64,54.55,36.36,45.45,54.55,45.45,45.45,45.45,45.45,54.55,45.45,45.45,11
65,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,88.89,77.78,88.89,9
66,89.23,86.92,85.38,83.85,81.54,80.77,81.54,75.38,73.85,77.69,74.62,130
67,99.44,99.44,99.44,99.44,98.89,98.89,99.44,98.89,99.44,100.0,98.33,180
68,88.89,88.89,88.89,88.89,88.89,88.89,91.67,88.89,91.67,88.89,86.11,36
69,63.64,54.55,54.55,54.55,54.55,54.55,54.55,54.55,54.55,54.55,45.45,11
70,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.28,98.28,58
71,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,24
72,91.86,93.02,93.02,93.02,91.86,90.7,90.7,88.37,89.53,87.21,88.37,86
73,93.88,95.92,95.92,95.92,95.92,93.88,93.88,93.88,91.84,89.8,87.76,49
74,97.09,96.6,97.57,97.09,96.6,95.63,96.12,94.17,92.72,91.75,90.29,206
75,96.08,96.08,94.12,94.12,96.08,96.08,96.08,96.08,96.08,92.16,94.12,51
76,88.89,94.44,100.0,100.0,100.0,100.0,100.0,100.0,94.44,100.0,100.0,18
77,89.13,89.86,87.68,89.13,88.41,87.68,86.23,86.23,85.51,84.78,82.61,138
78,97.97,98.48,97.97,97.46,97.97,97.46,97.46,96.95,96.95,95.94,94.92,197
79,96.12,96.12,96.12,96.12,96.12,96.12,97.09,97.09,97.09,97.09,96.12,103
80,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3
81,91.67,86.11,86.11,88.89,88.89,86.11,86.11,86.11,86.11,86.11,86.11,36
82,85.71,85.71,85.71,85.71,71.43,42.86,28.57,42.86,42.86,42.86,0.0,7
83,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,96.15,93.59,93.59,78
84,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,4
85,44.44,44.44,44.44,44.44,44.44,44.44,55.56,33.33,55.56,33.33,55.56,9
86,92.7,92.13,91.57,91.57,91.57,91.01,90.45,89.89,85.39,82.58,74.16,178
87,84.18,75.32,73.42,72.15,68.35,63.29,58.86,50.63,48.1,41.14,33.54,158
88,82.14,82.14,82.14,82.14,85.71,85.71,71.43,78.57,78.57,71.43,75.0,28
89,62.5,62.5,62.5,62.5,62.5,50.0,62.5,62.5,62.5,50.0,62.5,8
90,97.9,98.54,98.38,98.87,98.22,98.06,98.22,98.06,96.93,96.12,96.44,618
91,93.22,93.22,93.22,91.53,91.53,89.83,88.14,89.83,89.83,83.05,88.14,59
92,41.67,41.67,50.0,50.0,41.67,41.67,33.33,25.0,25.0,41.67,33.33,12
93,70.69,70.69,68.97,67.24,60.34,58.62,56.9,58.62,62.07,56.9,56.9,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,33.33,3
96,28.57,14.29,0.0,0.0,0.0,0.0,14.29,14.29,14.29,14.29,0.0,7
97,74.6,76.19,74.6,76.19,79.37,79.37,80.95,79.37,79.37,77.78,73.02,63
98,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,33.33,3
99,89.47,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,19
100,100.0,100.0,100.0,100.0,83.33,83.33,66.67,66.67,83.33,83.33,83.33,6
101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,20.0,0.0,5
102,92.0,92.0,92.0,92.0,92.0,96.0,96.0,96.0,92.0,96.0,96.0,25
