class,Original_model_42,fog1_model_42,fog2_model_42,fog3_model_42,fog4_model_42,fog5_model_42,fog6_model_42,fog7_model_42,fog8_model_42,fog9_model_42,fog10_model_42,images
45,99.25,90.94,86.04,83.02,73.58,60.0,40.0,19.25,2.64,0.38,0.0,265
46,97.65,69.8,58.04,49.8,41.18,20.39,10.98,1.96,0.0,0.0,0.0,255
47,81.48,59.26,40.74,44.44,25.93,11.11,3.7,0.0,0.0,0.0,0.0,27
48,92.9,85.8,81.17,75.0,66.05,49.07,33.64,13.89,3.4,0.0,0.0,324
49,94.64,89.29,85.71,87.5,73.21,60.71,25.0,16.07,12.5,3.57,5.36,56
50,96.62,86.23,79.47,70.77,64.49,51.69,42.51,29.71,14.01,3.38,0.97,414
51,97.53,83.13,77.37,66.67,55.14,46.09,25.51,17.7,4.94,1.65,0.82,243
52,98.35,78.51,66.94,58.88,48.55,38.64,24.59,10.12,2.69,0.21,0.0,484
53,93.7,68.07,54.62,45.8,32.35,23.53,11.76,5.04,2.52,3.36,0.84,238
54,50.0,31.25,25.0,12.5,18.75,0.0,6.25,0.0,0.0,0.0,0.0,16
55,96.97,79.22,64.5,42.42,36.8,20.78,8.66,1.73,0.0,0.0,0.0,231
56,75.0,29.17,29.17,25.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,24
57,97.96,80.61,73.98,59.69,50.0,32.65,15.31,4.08,0.51,0.0,0.0,196
58,83.33,66.67,83.33,50.0,33.33,8.33,8.33,8.33,0.0,0.0,0.0,12
59,100.0,85.19,81.48,59.26,51.85,33.33,11.11,11.11,0.0,0.0,0.0,27
60,96.83,76.19,61.9,60.32,46.03,46.03,28.57,12.7,3.17,3.17,0.0,63
61,94.64,87.5,76.79,67.86,53.57,33.93,19.64,10.71,5.36,0.0,0.0,56
62,84.85,57.58,57.58,45.45,39.39,18.18,6.06,9.09,0.0,0.0,0.0,33
63,92.89,85.33,76.44,71.56,66.67,53.78,36.44,27.11,12.44,1.78,0.0,225
64,45.45,36.36,45.45,27.27,18.18,9.09,0.0,0.0,0.0,0.0,0.0,11
65,88.89,44.44,44.44,22.22,11.11,11.11,0.0,0.0,0.0,0.0,0.0,9
66,89.23,69.23,64.62,61.54,45.38,36.92,26.15,20.0,12.31,6.92,4.62,130
67,99.44,88.89,81.67,72.22,58.89,47.78,32.78,17.78,7.22,0.0,0.0,180
68,97.22,86.11,83.33,72.22,52.78,41.67,19.44,16.67,0.0,0.0,0.0,36
69,90.91,81.82,63.64,72.73,45.45,54.55,54.55,18.18,0.0,0.0,0.0,11
70,100.0,96.55,94.83,89.66,72.41,56.9,29.31,24.14,3.45,0.0,0.0,58
71,95.83,91.67,83.33,70.83,58.33,16.67,12.5,4.17,0.0,0.0,0.0,24
72,95.35,91.86,90.7,87.21,81.4,60.47,38.37,13.95,5.81,2.33,0.0,86
73,97.96,95.92,91.84,91.84,81.63,67.35,42.86,18.37,4.08,0.0,0.0,49
74,97.57,93.2,83.98,80.1,73.3,65.53,45.63,33.5,19.42,8.25,4.37,206
75,90.2,82.35,76.47,70.59,68.63,49.02,33.33,11.76,0.0,0.0,0.0,51
76,88.89,88.89,77.78,66.67,55.56,38.89,22.22,27.78,22.22,0.0,0.0,18
77,88.41,79.71,76.81,71.74,60.87,52.17,39.86,18.84,5.8,0.72,0.0,138
78,98.98,89.34,80.2,71.07,61.93,43.15,21.32,4.57,2.03,0.51,0.0,197
79,94.17,91.26,90.29,84.47,73.79,58.25,32.04,15.53,3.88,1.94,0.0,103
80,100.0,100.0,66.67,100.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,3
81,94.44,86.11,83.33,83.33,83.33,58.33,36.11,16.67,0.0,0.0,0.0,36
82,100.0,85.71,71.43,57.14,57.14,0.0,0.0,0.0,0.0,0.0,0.0,7
83,89.74,78.21,66.67,66.67,46.15,34.62,33.33,14.1,2.56,0.0,0.0,78
84,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,33.33,11.11,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,9
86,91.57,67.42,61.8,46.63,38.76,30.9,20.22,14.04,12.36,11.24,7.87,178
87,91.77,72.15,59.49,59.49,46.84,38.61,29.75,14.56,6.33,3.16,1.27,158
88,82.14,75.0,67.86,78.57,64.29,50.0,28.57,17.86,7.14,10.71,3.57,28
89,87.5,75.0,50.0,50.0,25.0,12.5,25.0,0.0,12.5,0.0,0.0,8
90,98.38,91.75,88.35,84.3,75.89,65.05,53.72,42.72,39.0,29.45,23.14,618
91,91.53,86.44,76.27,79.66,69.49,66.1,45.76,30.51,20.34,5.08,3.39,59
92,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.0,0.0,12
93,77.59,51.72,48.28,37.93,24.14,18.97,22.41,8.62,3.45,0.0,0.0,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,7
97,92.06,88.89,79.37,76.19,74.6,57.14,42.86,23.81,12.7,11.11,6.35,63
98,100.0,100.0,33.33,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,3
99,89.47,73.68,89.47,63.16,57.89,52.63,36.84,10.53,0.0,0.0,0.0,19
100,83.33,50.0,83.33,0.0,50.0,16.67,16.67,0.0,0.0,0.0,0.0,6
101,100.0,100.0,100.0,100.0,60.0,60.0,80.0,20.0,0.0,0.0,0.0,5
102,96.0,92.0,88.0,80.0,48.0,40.0,20.0,16.0,4.0,0.0,0.0,25
