class,Original_model_42,snow1_model_42,snow2_model_42,snow3_model_42,snow4_model_42,snow5_model_42,snow6_model_42,snow7_model_42,snow8_model_42,snow9_model_42,snow10_model_42,images
29,89.47,85.96,82.46,71.93,68.42,66.67,66.67,64.91,50.88,56.14,50.88,57
30,97.45,96.98,96.98,96.52,96.52,94.66,95.36,93.27,93.04,92.58,92.81,431
31,95.0,94.44,93.89,91.11,90.0,90.56,87.78,85.0,83.89,80.0,77.22,180
32,97.47,97.75,96.35,94.94,92.98,91.85,91.01,88.48,86.8,86.24,82.02,356
33,83.33,83.33,83.33,83.33,77.78,83.33,83.33,83.33,83.33,83.33,83.33,18
34,100.0,100.0,100.0,100.0,95.24,100.0,100.0,100.0,95.24,100.0,90.48,21
35,100.0,94.29,97.14,91.43,88.57,80.0,82.86,71.43,68.57,62.86,57.14,35
36,100.0,100.0,100.0,98.7,98.7,98.7,99.35,95.45,94.16,96.75,93.51,154
37,95.68,94.24,94.24,92.81,90.65,89.21,87.05,84.89,84.17,77.7,71.94,139
38,100.0,100.0,100.0,77.78,88.89,100.0,77.78,88.89,77.78,77.78,66.67,9
39,93.94,93.94,96.97,84.85,84.85,78.79,81.82,87.88,81.82,81.82,75.76,33
40,93.62,89.36,85.11,91.49,87.23,85.11,85.11,80.85,80.85,72.34,65.96,47
41,97.94,97.94,97.94,97.94,96.91,97.94,95.88,91.75,93.81,94.85,92.78,97
42,93.59,92.31,93.59,93.59,92.31,92.31,89.74,91.03,88.46,88.46,84.62,78
43,92.59,90.74,96.3,90.74,88.89,88.89,88.89,85.19,87.04,85.19,77.78,54
44,71.43,71.43,71.43,85.71,71.43,71.43,85.71,71.43,85.71,71.43,71.43,7
45,98.87,99.25,97.36,97.74,95.09,93.21,89.06,90.57,85.66,83.02,80.75,265
46,97.25,96.47,95.69,90.59,90.2,87.84,85.1,79.61,79.22,73.73,72.94,255
47,77.78,77.78,77.78,70.37,55.56,59.26,59.26,48.15,59.26,70.37,51.85,27
48,94.14,94.44,93.52,93.52,91.67,89.51,91.67,89.81,88.27,87.65,84.26,324
49,96.43,94.64,94.64,92.86,94.64,94.64,92.86,94.64,87.5,82.14,91.07,56
50,95.89,93.96,90.34,89.37,85.99,83.33,81.16,76.33,75.6,75.12,71.74,414
51,97.94,96.71,96.3,92.59,90.12,88.48,80.66,83.95,77.37,75.72,70.37,243
52,98.55,97.93,95.66,93.39,91.94,86.98,86.16,82.85,83.26,79.96,75.62,484
53,90.34,87.82,83.61,80.25,78.99,73.11,70.59,61.34,61.34,55.46,54.62,238
54,56.25,56.25,43.75,43.75,37.5,50.0,25.0,37.5,31.25,37.5,25.0,16
55,97.84,94.81,93.07,90.04,81.82,76.19,69.7,67.1,58.44,56.71,52.38,231
56,83.33,70.83,58.33,54.17,66.67,41.67,33.33,33.33,25.0,25.0,20.83,24
57,95.92,95.41,94.39,93.88,90.31,88.27,81.63,79.59,78.06,70.92,68.37,196
58,91.67,91.67,91.67,91.67,83.33,83.33,83.33,75.0,83.33,50.0,83.33,12
59,100.0,100.0,100.0,96.3,96.3,92.59,92.59,92.59,85.19,74.07,81.48,27
60,93.65,85.71,84.13,84.13,77.78,74.6,69.84,68.25,66.67,61.9,57.14,63
61,91.07,91.07,89.29,92.86,89.29,82.14,85.71,83.93,82.14,76.79,78.57,56
62,93.94,93.94,90.91,87.88,90.91,90.91,87.88,81.82,66.67,75.76,66.67,33
63,94.22,92.89,89.78,87.56,85.33,86.22,80.0,76.0,72.89,69.78,61.78,225
64,81.82,72.73,72.73,72.73,45.45,54.55,54.55,54.55,27.27,36.36,45.45,11
65,66.67,66.67,44.44,44.44,33.33,66.67,22.22,11.11,11.11,11.11,22.22,9
66,88.46,83.85,83.85,80.77,77.69,70.77,66.92,60.77,59.23,60.77,57.69,130
67,100.0,99.44,97.78,91.67,86.67,82.22,81.67,76.11,70.56,67.22,59.44,180
68,94.44,91.67,94.44,88.89,86.11,88.89,83.33,83.33,83.33,80.56,72.22,36
69,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,63.64,81.82,11
70,100.0,100.0,100.0,100.0,96.55,94.83,96.55,94.83,87.93,86.21,87.93,58
71,100.0,100.0,95.83,95.83,95.83,100.0,91.67,95.83,100.0,83.33,87.5,24
72,97.67,97.67,95.35,95.35,97.67,96.51,97.67,97.67,94.19,95.35,95.35,86
73,97.96,95.92,95.92,95.92,97.96,95.92,97.96,95.92,97.96,95.92,93.88,49
74,96.6,96.6,95.63,94.17,93.2,92.72,87.86,85.44,84.95,84.95,76.7,206
75,86.27,88.24,88.24,84.31,86.27,88.24,88.24,80.39,80.39,86.27,84.31,51
76,88.89,72.22,83.33,72.22,66.67,50.0,55.56,50.0,44.44,50.0,38.89,18
77,90.58,90.58,89.13,88.41,84.06,86.96,87.68,86.23,83.33,81.88,83.33,138
78,98.48,97.46,95.43,96.45,93.91,89.34,83.76,85.79,84.77,78.68,76.14,197
79,93.2,94.17,92.23,90.29,92.23,91.26,89.32,89.32,91.26,90.29,88.35,103
80,100.0,100.0,66.67,66.67,100.0,100.0,100.0,66.67,66.67,66.67,66.67,3
81,91.67,91.67,88.89,91.67,88.89,91.67,83.33,88.89,88.89,91.67,86.11,36
82,85.71,85.71,85.71,85.71,85.71,85.71,85.71,71.43,71.43,71.43,71.43,7
83,92.31,88.46,80.77,78.21,73.08,70.51,66.67,58.97,53.85,57.69,51.28,78
84,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,25.0,0.0,4
85,33.33,22.22,55.56,44.44,33.33,11.11,11.11,11.11,22.22,0.0,22.22,9
86,94.94,92.7,89.89,88.76,86.52,80.9,79.21,75.84,73.6,69.66,70.22,178
87,73.42,65.19,69.62,61.39,56.33,55.7,53.16,48.73,41.77,39.87,38.61,158
88,75.0,60.71,64.29,67.86,57.14,46.43,60.71,46.43,50.0,46.43,53.57,28
89,100.0,100.0,100.0,75.0,62.5,87.5,62.5,62.5,75.0,50.0,50.0,8
90,98.22,97.25,97.57,96.44,95.79,94.5,94.17,90.94,90.13,87.54,84.95,618
91,83.05,79.66,83.05,83.05,72.88,69.49,66.1,67.8,72.88,59.32,55.93,59
92,16.67,33.33,25.0,16.67,33.33,25.0,25.0,33.33,16.67,25.0,16.67,12
93,68.97,60.34,46.55,41.38,34.48,34.48,24.14,27.59,24.14,18.97,31.03,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,14.29,28.57,28.57,28.57,57.14,28.57,28.57,28.57,28.57,14.29,28.57,7
97,88.89,92.06,84.13,87.3,84.13,85.71,84.13,79.37,84.13,80.95,87.3,63
98,100.0,66.67,66.67,66.67,100.0,33.33,0.0,66.67,100.0,33.33,0.0,3
99,94.74,94.74,94.74,89.47,94.74,89.47,78.95,89.47,84.21,78.95,78.95,19
100,83.33,83.33,83.33,66.67,50.0,50.0,33.33,66.67,83.33,83.33,16.67,6
101,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,80.0,100.0,100.0,5
102,96.0,96.0,96.0,96.0,96.0,96.0,88.0,80.0,76.0,80.0,76.0,25
