class,Original_model_42,fog1_model_42,fog2_model_42,fog3_model_42,fog4_model_42,fog5_model_42,fog6_model_42,fog7_model_42,fog8_model_42,fog9_model_42,fog10_model_42,images
38,77.78,77.78,77.78,88.89,77.78,66.67,77.78,11.11,22.22,0.0,0.0,9
39,90.91,81.82,69.7,69.7,54.55,57.58,33.33,12.12,3.03,0.0,0.0,33
40,93.62,89.36,87.23,82.98,76.6,61.7,46.81,31.91,21.28,4.26,0.0,47
41,93.81,93.81,91.75,88.66,86.6,84.54,82.47,73.2,56.7,18.56,2.06,97
42,96.15,94.87,93.59,91.03,92.31,83.33,76.92,61.54,38.46,6.41,0.0,78
43,94.44,88.89,88.89,87.04,83.33,75.93,64.81,57.41,37.04,9.26,0.0,54
44,71.43,71.43,71.43,71.43,71.43,71.43,42.86,42.86,14.29,0.0,0.0,7
45,98.87,96.6,98.11,96.23,94.72,92.45,86.42,76.23,54.34,15.09,0.0,265
46,96.86,96.08,96.08,96.47,92.16,90.2,78.82,59.22,50.2,21.57,0.39,255
47,85.19,62.96,59.26,40.74,33.33,25.93,11.11,7.41,3.7,3.7,0.0,27
48,93.52,91.67,91.05,88.27,87.35,82.72,75.62,64.2,43.52,12.35,0.0,324
49,91.07,83.93,80.36,82.14,82.14,80.36,60.71,46.43,33.93,7.14,0.0,56
50,94.93,89.86,85.02,86.23,80.68,74.15,67.87,50.24,35.51,15.46,0.72,414
51,96.71,89.71,86.42,79.84,74.49,56.79,51.85,37.45,20.58,3.29,0.0,243
52,95.66,95.25,95.04,92.15,89.05,85.74,82.64,72.52,57.02,31.4,4.34,484
53,89.08,82.35,81.09,75.21,70.17,66.39,51.68,36.97,22.69,5.88,0.84,238
54,43.75,31.25,31.25,37.5,31.25,18.75,12.5,6.25,0.0,0.0,0.0,16
55,93.94,90.04,87.45,83.12,76.62,70.56,62.77,50.65,28.57,13.42,0.87,231
56,79.17,75.0,75.0,75.0,70.83,54.17,37.5,33.33,33.33,16.67,0.0,24
57,91.33,90.31,90.31,88.27,79.59,71.94,61.73,48.98,28.57,7.14,1.02,196
58,91.67,83.33,75.0,75.0,58.33,50.0,25.0,8.33,0.0,0.0,0.0,12
59,100.0,100.0,100.0,92.59,66.67,59.26,40.74,25.93,7.41,14.81,3.7,27
60,92.06,85.71,85.71,79.37,61.9,55.56,49.21,47.62,20.63,6.35,1.59,63
61,94.64,87.5,87.5,87.5,76.79,80.36,66.07,39.29,33.93,3.57,0.0,56
62,78.79,72.73,72.73,75.76,57.58,54.55,51.52,33.33,9.09,0.0,0.0,33
63,95.11,94.22,94.67,94.67,94.67,91.56,91.11,89.33,81.78,61.78,2.67,225
64,45.45,27.27,27.27,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
65,44.44,55.56,33.33,22.22,33.33,11.11,0.0,0.0,0.0,0.0,0.0,9
66,85.38,81.54,76.15,80.77,76.15,73.85,70.0,71.54,61.54,46.92,3.85,130
67,100.0,98.33,98.89,96.67,95.56,90.56,85.0,70.56,40.0,12.78,0.0,180
68,91.67,86.11,86.11,75.0,83.33,69.44,50.0,44.44,25.0,2.78,0.0,36
69,90.91,90.91,81.82,81.82,81.82,81.82,63.64,45.45,9.09,0.0,0.0,11
70,100.0,98.28,96.55,96.55,94.83,93.1,86.21,74.14,56.9,20.69,0.0,58
71,100.0,95.83,95.83,95.83,83.33,79.17,50.0,54.17,12.5,4.17,0.0,24
72,97.67,94.19,93.02,96.51,91.86,88.37,83.72,68.6,39.53,3.49,0.0,86
73,97.96,95.92,97.96,93.88,93.88,95.92,93.88,69.39,57.14,20.41,0.0,49
74,95.15,95.63,94.66,95.63,93.69,90.78,90.29,87.86,70.87,48.54,3.4,206
75,84.31,88.24,86.27,88.24,94.12,84.31,80.39,64.71,49.02,7.84,0.0,51
76,83.33,72.22,66.67,55.56,72.22,50.0,44.44,27.78,27.78,5.56,0.0,18
77,82.61,78.99,78.99,76.09,71.74,71.74,63.77,51.45,37.68,5.07,0.0,138
78,98.48,97.46,96.95,93.4,92.89,87.82,80.2,64.97,41.62,10.15,0.0,197
79,91.26,92.23,92.23,92.23,89.32,85.44,79.61,62.14,43.69,14.56,0.0,103
80,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33.33,0.0,0.0,0.0,3
81,83.33,83.33,83.33,83.33,86.11,77.78,80.56,55.56,16.67,0.0,0.0,36
82,100.0,71.43,100.0,71.43,85.71,85.71,71.43,42.86,14.29,0.0,0.0,7
83,97.44,97.44,98.72,94.87,89.74,85.9,85.9,71.79,51.28,12.82,5.13,78
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,4
85,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
86,95.51,95.51,93.82,92.13,93.26,89.33,84.27,79.21,69.66,46.63,15.17,178
87,87.34,85.44,80.38,75.32,74.68,69.62,55.7,43.67,29.11,16.46,0.0,158
88,78.57,82.14,78.57,71.43,71.43,53.57,67.86,50.0,35.71,10.71,3.57,28
89,37.5,37.5,0.0,12.5,12.5,12.5,25.0,12.5,0.0,0.0,0.0,8
90,97.41,97.41,97.41,97.41,96.44,96.76,95.79,95.31,89.16,72.82,15.53,618
91,94.92,93.22,93.22,91.53,88.14,83.05,76.27,67.8,49.15,22.03,0.0,59
92,41.67,33.33,16.67,25.0,16.67,33.33,41.67,16.67,8.33,0.0,0.0,12
93,62.07,56.9,56.9,50.0,44.83,37.93,32.76,25.86,8.62,12.07,1.72,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,14.29,0.0,0.0,7
97,85.71,76.19,74.6,77.78,66.67,63.49,57.14,38.1,28.57,9.52,0.0,63
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
99,84.21,84.21,84.21,78.95,78.95,73.68,47.37,26.32,10.53,0.0,0.0,19
100,50.0,50.0,66.67,50.0,33.33,66.67,50.0,50.0,0.0,16.67,0.0,6
101,100.0,100.0,100.0,80.0,100.0,100.0,80.0,100.0,0.0,0.0,0.0,5
102,92.0,80.0,68.0,56.0,56.0,52.0,16.0,12.0,0.0,0.0,0.0,25
