class,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42,images
56,70.83,4.17,12.5,33.33,37.5,16.67,24
57,92.35,69.9,56.12,58.67,66.84,48.47,196
58,75.0,8.33,8.33,33.33,50.0,16.67,12
59,96.3,62.96,37.04,44.44,62.96,22.22,27
60,96.83,66.67,57.14,61.9,74.6,58.73,63
61,94.64,75.0,60.71,71.43,78.57,62.5,56
62,90.91,57.58,39.39,63.64,66.67,42.42,33
63,95.11,24.0,76.44,78.22,48.0,29.78,225
64,54.55,18.18,27.27,36.36,45.45,9.09,11
65,0.0,0.0,11.11,0.0,11.11,0.0,9
66,80.0,15.38,57.69,60.77,38.46,25.38,130
67,100.0,62.22,81.67,83.33,77.78,63.89,180
68,94.44,58.33,30.56,58.33,72.22,55.56,36
69,72.73,54.55,54.55,54.55,72.73,54.55,11
70,100.0,63.79,62.07,89.66,82.76,58.62,58
71,100.0,25.0,66.67,58.33,66.67,33.33,24
72,96.51,63.95,79.07,80.23,83.72,66.28,86
73,97.96,55.1,69.39,77.55,71.43,59.18,49
74,96.12,53.88,69.42,76.21,72.82,55.34,206
75,94.12,68.63,76.47,84.31,84.31,62.75,51
76,77.78,27.78,44.44,66.67,44.44,44.44,18
77,86.23,31.88,57.97,60.87,58.7,47.1,138
78,97.97,50.76,68.53,78.68,79.19,54.82,197
79,91.26,51.46,64.08,70.87,79.61,66.02,103
80,100.0,33.33,33.33,66.67,66.67,0.0,3
81,91.67,63.89,66.67,72.22,83.33,66.67,36
82,85.71,0.0,28.57,42.86,28.57,14.29,7
83,96.15,61.54,71.79,65.38,80.77,47.44,78
84,25.0,25.0,25.0,25.0,25.0,25.0,4
85,11.11,11.11,0.0,0.0,0.0,0.0,9
86,95.51,51.12,78.65,84.83,73.03,48.88,178
87,87.34,23.42,34.81,43.04,43.04,30.38,158
88,78.57,35.71,39.29,53.57,53.57,32.14,28
89,37.5,0.0,12.5,37.5,37.5,12.5,8
90,97.57,57.77,86.57,93.37,79.94,63.27,618
91,89.83,44.07,47.46,50.85,69.49,38.98,59
92,83.33,16.67,16.67,25.0,8.33,0.0,12
93,63.79,1.72,8.62,13.79,5.17,1.72,58
94,0.0,0.0,33.33,0.0,0.0,33.33,3
95,0.0,0.0,0.0,0.0,0.0,0.0,3
96,0.0,14.29,28.57,42.86,14.29,14.29,7
97,79.37,57.14,46.03,61.9,53.97,39.68,63
98,66.67,33.33,0.0,0.0,33.33,33.33,3
99,78.95,57.89,52.63,52.63,63.16,52.63,19
100,50.0,0.0,0.0,16.67,16.67,16.67,6
101,80.0,20.0,40.0,20.0,100.0,60.0,5
102,96.0,48.0,48.0,44.0,72.0,56.0,25
