class,Original_model_42,rain1_model_42,rain2_model_42,rain3_model_42,rain4_model_42,rain5_model_42,rain6_model_42,rain7_model_42,rain8_model_42,rain9_model_42,rain10_model_42,images
28,97.27,96.09,96.48,96.09,96.09,94.92,95.31,96.48,94.14,96.48,93.36,256
29,59.65,70.18,66.67,61.4,61.4,64.91,70.18,64.91,66.67,59.65,63.16,57
30,97.45,97.22,97.22,97.68,97.45,97.91,97.45,97.22,97.22,97.68,97.22,431
31,92.78,93.33,92.78,93.89,93.33,92.22,91.11,92.78,91.67,93.33,93.33,180
32,98.03,98.03,98.03,97.75,97.19,97.47,96.91,97.19,96.91,97.19,96.63,356
33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,18
34,100.0,100.0,100.0,100.0,100.0,100.0,95.24,100.0,100.0,100.0,100.0,21
35,97.14,94.29,91.43,88.57,88.57,88.57,88.57,88.57,91.43,94.29,85.71,35
36,99.35,100.0,99.35,99.35,100.0,100.0,100.0,100.0,99.35,99.35,99.35,154
37,94.96,94.96,94.96,94.96,95.68,96.4,94.96,94.96,96.4,96.4,95.68,139
38,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,9
39,81.82,81.82,78.79,81.82,81.82,81.82,81.82,81.82,81.82,84.85,78.79,33
40,93.62,91.49,87.23,91.49,91.49,82.98,85.11,85.11,89.36,91.49,85.11,47
41,94.85,94.85,94.85,93.81,94.85,94.85,93.81,93.81,94.85,94.85,94.85,97
42,89.74,92.31,91.03,88.46,91.03,92.31,88.46,91.03,87.18,88.46,89.74,78
43,88.89,90.74,92.59,94.44,92.59,94.44,92.59,88.89,92.59,90.74,85.19,54
44,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,57.14,71.43,7
45,97.74,97.36,98.49,97.74,98.11,96.98,97.74,97.74,96.98,97.36,97.36,265
46,98.04,97.65,97.65,96.86,96.86,97.25,96.86,96.47,96.86,97.25,96.08,255
47,85.19,81.48,85.19,81.48,77.78,85.19,77.78,81.48,85.19,85.19,85.19,27
48,94.44,94.14,92.59,94.75,91.98,92.9,91.98,92.9,91.36,91.98,92.28,324
49,89.29,91.07,85.71,91.07,87.5,87.5,87.5,89.29,78.57,85.71,83.93,56
50,93.96,94.2,93.0,93.24,93.24,91.3,91.55,90.82,92.51,90.82,90.1,414
51,95.88,94.65,94.24,93.42,92.59,93.0,93.83,91.77,93.0,90.12,90.12,243
52,97.31,97.11,97.11,97.11,97.11,97.11,96.07,97.11,96.49,96.9,95.45,484
53,89.08,89.08,89.5,88.66,85.29,86.55,86.55,84.03,86.55,84.87,84.87,238
54,56.25,56.25,56.25,50.0,56.25,56.25,56.25,43.75,50.0,50.0,50.0,16
55,91.77,92.21,90.04,92.21,90.91,88.74,90.48,90.91,87.45,90.91,87.01,231
56,62.5,58.33,58.33,62.5,50.0,54.17,58.33,54.17,54.17,54.17,50.0,24
57,91.33,89.8,90.82,90.82,88.78,89.8,88.27,89.29,90.31,86.22,90.31,196
58,83.33,83.33,83.33,83.33,83.33,75.0,83.33,75.0,75.0,83.33,66.67,12
59,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.3,100.0,100.0,100.0,27
60,95.24,92.06,88.89,93.65,90.48,87.3,88.89,93.65,80.95,84.13,88.89,63
61,94.64,96.43,94.64,94.64,94.64,91.07,91.07,94.64,92.86,92.86,92.86,56
62,93.94,93.94,93.94,93.94,93.94,93.94,90.91,90.91,93.94,90.91,87.88,33
63,95.11,95.11,95.11,93.78,95.56,94.67,94.67,94.67,95.56,94.22,95.56,225
64,27.27,36.36,36.36,18.18,36.36,36.36,27.27,27.27,27.27,36.36,9.09,11
65,100.0,100.0,88.89,100.0,100.0,88.89,77.78,88.89,88.89,88.89,100.0,9
66,84.62,85.38,83.08,83.85,81.54,83.85,81.54,83.08,80.77,81.54,80.77,130
67,99.44,99.44,98.89,98.89,99.44,99.44,98.89,99.44,100.0,98.89,99.44,180
68,91.67,94.44,91.67,94.44,88.89,88.89,91.67,91.67,94.44,91.67,94.44,36
69,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,11
70,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,58
71,91.67,87.5,91.67,95.83,91.67,95.83,83.33,87.5,91.67,91.67,95.83,24
72,96.51,96.51,96.51,95.35,94.19,95.35,96.51,95.35,95.35,94.19,93.02,86
73,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,49
74,94.66,95.63,94.66,94.66,94.66,95.15,95.63,94.17,96.12,93.69,95.15,206
75,92.16,92.16,90.2,92.16,94.12,94.12,92.16,90.2,90.2,90.2,90.2,51
76,94.44,88.89,94.44,94.44,94.44,88.89,83.33,83.33,88.89,88.89,88.89,18
77,83.33,84.78,84.06,84.06,84.78,82.61,81.88,83.33,82.61,80.43,80.43,138
78,97.97,97.97,97.97,98.48,97.97,96.95,96.95,96.45,96.95,96.95,96.95,197
79,93.2,93.2,93.2,92.23,92.23,93.2,93.2,93.2,92.23,91.26,94.17,103
80,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3
81,86.11,86.11,83.33,86.11,86.11,86.11,83.33,80.56,86.11,86.11,83.33,36
82,100.0,100.0,100.0,85.71,100.0,100.0,100.0,100.0,100.0,85.71,85.71,7
83,92.31,93.59,93.59,93.59,93.59,91.03,93.59,96.15,92.31,96.15,96.15,78
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,22.22,11.11,0.0,11.11,0.0,0.0,11.11,11.11,0.0,0.0,0.0,9
86,91.01,90.45,90.45,91.57,91.57,91.57,91.57,92.13,91.01,92.7,92.13,178
87,93.67,91.77,91.77,90.51,89.24,93.04,91.77,90.51,89.24,94.94,89.87,158
88,71.43,64.29,75.0,75.0,67.86,64.29,64.29,60.71,60.71,71.43,67.86,28
89,25.0,25.0,25.0,25.0,37.5,12.5,37.5,25.0,12.5,25.0,25.0,8
90,97.41,97.41,97.09,97.9,96.93,97.57,97.57,96.93,97.09,97.09,97.41,618
91,91.53,91.53,91.53,91.53,88.14,89.83,89.83,89.83,86.44,88.14,91.53,59
92,8.33,8.33,0.0,8.33,8.33,16.67,0.0,8.33,8.33,0.0,16.67,12
93,48.28,39.66,50.0,50.0,44.83,41.38,51.72,46.55,53.45,48.28,46.55,58
94,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,3
95,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,3
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,7
97,85.71,85.71,85.71,85.71,85.71,87.3,84.13,85.71,84.13,85.71,88.89,63
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
99,78.95,78.95,78.95,78.95,78.95,78.95,78.95,78.95,78.95,78.95,78.95,19
100,100.0,100.0,100.0,100.0,100.0,83.33,100.0,83.33,83.33,100.0,83.33,6
101,60.0,60.0,60.0,60.0,60.0,40.0,40.0,60.0,40.0,60.0,40.0,5
102,88.0,88.0,92.0,88.0,88.0,88.0,88.0,92.0,92.0,88.0,88.0,25
