class,Original_model_42,snow1_model_42,snow2_model_42,snow3_model_42,snow4_model_42,snow5_model_42,snow6_model_42,snow7_model_42,snow8_model_42,snow9_model_42,snow10_model_42,images
22,84.62,83.08,84.62,84.62,83.08,81.54,84.62,83.08,84.62,84.62,86.15,65
23,96.62,96.62,96.92,96.31,95.38,94.46,94.15,93.85,94.15,94.46,92.0,325
24,70.0,75.0,70.0,70.0,65.0,65.0,75.0,60.0,65.0,50.0,65.0,20
25,95.24,95.24,85.71,80.95,85.71,76.19,76.19,76.19,80.95,61.9,66.67,21
26,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,22
27,17.65,0.0,0.0,5.88,0.0,5.88,0.0,0.0,0.0,0.0,0.0,17
28,98.44,98.05,96.88,97.66,96.88,96.09,94.53,93.36,93.36,87.89,91.02,256
29,77.19,73.68,71.93,75.44,77.19,73.68,68.42,73.68,71.93,66.67,64.91,57
30,97.45,97.45,97.22,97.45,97.45,96.98,97.22,96.29,97.22,96.52,96.52,431
31,95.0,96.67,93.89,93.33,92.78,92.22,93.89,93.33,92.78,92.22,90.0,180
32,98.03,97.47,96.35,94.66,94.94,94.1,95.22,94.1,94.66,92.98,90.73,356
33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,18
34,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.24,100.0,21
35,94.29,94.29,88.57,94.29,94.29,91.43,88.57,91.43,85.71,88.57,80.0,35
36,99.35,99.35,98.7,98.7,98.7,98.7,97.4,96.75,95.45,96.75,96.75,154
37,96.4,95.68,95.68,94.24,94.24,94.24,92.09,94.24,90.65,92.09,92.09,139
38,100.0,77.78,77.78,88.89,77.78,66.67,77.78,66.67,66.67,77.78,66.67,9
39,90.91,87.88,90.91,87.88,81.82,81.82,87.88,72.73,78.79,84.85,81.82,33
40,80.85,89.36,87.23,87.23,80.85,78.72,78.72,76.6,72.34,87.23,74.47,47
41,92.78,92.78,92.78,91.75,92.78,92.78,90.72,91.75,91.75,88.66,89.69,97
42,92.31,91.03,91.03,89.74,88.46,89.74,89.74,89.74,88.46,87.18,89.74,78
43,98.15,96.3,92.59,94.44,90.74,92.59,92.59,88.89,87.04,88.89,87.04,54
44,71.43,71.43,71.43,71.43,71.43,85.71,57.14,71.43,71.43,57.14,71.43,7
45,99.62,99.62,98.87,98.87,97.74,98.11,96.98,97.36,98.49,95.85,95.85,265
46,97.65,96.47,97.25,96.08,97.65,95.29,96.47,96.08,93.33,91.76,91.76,255
47,85.19,77.78,81.48,70.37,74.07,62.96,62.96,77.78,70.37,74.07,70.37,27
48,92.9,92.28,91.05,91.67,91.05,91.67,90.43,87.65,86.73,87.96,83.95,324
49,87.5,89.29,91.07,96.43,87.5,89.29,83.93,85.71,87.5,78.57,78.57,56
50,94.44,93.96,92.51,93.0,92.03,89.37,87.68,87.44,82.85,82.85,82.13,414
51,96.3,95.06,93.83,93.83,91.77,90.95,90.95,88.07,86.01,83.13,81.89,243
52,94.83,94.63,93.18,94.21,91.94,92.77,90.5,89.88,88.02,84.71,85.95,484
53,86.55,82.77,79.41,81.09,77.73,72.27,74.37,66.81,65.55,66.81,60.08,238
54,50.0,50.0,50.0,50.0,43.75,31.25,37.5,18.75,37.5,31.25,31.25,16
55,93.51,92.64,90.48,90.48,90.04,88.31,84.85,82.68,82.68,78.35,74.46,231
56,70.83,75.0,75.0,70.83,66.67,54.17,54.17,50.0,41.67,54.17,41.67,24
57,92.35,93.37,91.84,90.31,91.84,87.76,87.24,89.8,85.2,84.69,86.22,196
58,58.33,58.33,66.67,75.0,58.33,66.67,58.33,75.0,75.0,66.67,66.67,12
59,100.0,100.0,100.0,100.0,100.0,96.3,96.3,92.59,92.59,92.59,77.78,27
60,92.06,92.06,88.89,90.48,92.06,88.89,88.89,85.71,77.78,77.78,84.13,63
61,96.43,94.64,94.64,96.43,92.86,91.07,94.64,91.07,92.86,89.29,87.5,56
62,78.79,81.82,81.82,78.79,75.76,87.88,75.76,81.82,69.7,66.67,69.7,33
63,95.56,96.0,95.11,95.56,95.11,95.11,94.67,92.0,94.22,92.44,92.0,225
64,63.64,63.64,63.64,63.64,36.36,54.55,63.64,63.64,36.36,27.27,54.55,11
65,88.89,88.89,100.0,88.89,100.0,88.89,100.0,100.0,88.89,77.78,77.78,9
66,87.69,86.15,84.62,83.08,83.85,85.38,80.0,78.46,83.85,77.69,80.0,130
67,99.44,99.44,99.44,99.44,100.0,100.0,98.33,100.0,98.33,98.89,98.33,180
68,94.44,88.89,91.67,91.67,86.11,88.89,83.33,86.11,86.11,83.33,80.56,36
69,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,11
70,100.0,100.0,100.0,100.0,100.0,100.0,98.28,96.55,96.55,98.28,96.55,58
71,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.83,95.83,24
72,97.67,97.67,96.51,97.67,97.67,96.51,97.67,98.84,93.02,94.19,95.35,86
73,95.92,95.92,95.92,95.92,93.88,95.92,95.92,97.96,97.96,95.92,93.88,49
74,96.6,96.6,96.12,95.63,96.12,95.15,93.69,95.63,96.12,93.2,92.23,206
75,92.16,90.2,92.16,92.16,92.16,88.24,92.16,90.2,90.2,86.27,88.24,51
76,83.33,83.33,83.33,77.78,77.78,72.22,72.22,61.11,66.67,66.67,66.67,18
77,87.68,86.96,87.68,87.68,85.51,86.23,86.23,85.51,85.51,83.33,83.33,138
78,97.97,97.46,97.46,97.46,96.95,97.46,96.45,97.46,95.94,93.91,95.43,197
79,94.17,95.15,94.17,94.17,94.17,94.17,95.15,92.23,92.23,93.2,92.23,103
80,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.67,3
81,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,83.33,88.89,36
82,100.0,85.71,85.71,100.0,100.0,85.71,85.71,85.71,57.14,85.71,57.14,7
83,98.72,98.72,97.44,97.44,98.72,96.15,96.15,93.59,92.31,88.46,89.74,78
84,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,0.0,25.0,4
85,22.22,11.11,22.22,33.33,55.56,22.22,22.22,11.11,22.22,11.11,22.22,9
86,94.38,93.82,93.26,94.38,92.13,94.94,94.38,92.7,94.94,90.45,92.7,178
87,96.84,98.1,96.2,97.47,95.57,94.3,95.57,95.57,93.67,91.14,91.14,158
88,64.29,71.43,78.57,60.71,53.57,57.14,60.71,67.86,60.71,57.14,46.43,28
89,50.0,62.5,37.5,62.5,37.5,50.0,37.5,50.0,62.5,50.0,25.0,8
90,98.06,98.06,97.73,97.57,97.09,97.09,96.12,95.79,95.95,95.15,94.82,618
91,88.14,89.83,84.75,88.14,83.05,79.66,79.66,84.75,81.36,81.36,76.27,59
92,16.67,16.67,16.67,16.67,16.67,16.67,25.0,33.33,33.33,16.67,25.0,12
93,75.86,75.86,68.97,72.41,70.69,56.9,46.55,55.17,48.28,41.38,41.38,58
94,33.33,33.33,33.33,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,42.86,28.57,57.14,42.86,57.14,42.86,42.86,28.57,28.57,57.14,42.86,7
97,79.37,79.37,79.37,80.95,80.95,74.6,80.95,73.02,82.54,79.37,77.78,63
98,100.0,100.0,66.67,100.0,66.67,100.0,66.67,100.0,66.67,66.67,66.67,3
99,84.21,84.21,78.95,84.21,78.95,84.21,84.21,78.95,84.21,78.95,78.95,19
100,66.67,50.0,33.33,50.0,50.0,50.0,50.0,50.0,16.67,50.0,33.33,6
101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5
102,96.0,96.0,100.0,96.0,100.0,92.0,96.0,96.0,96.0,96.0,92.0,25
